ダウンロードした時刻：2019/10/10 15:38:51

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,2.1,4.7,0.4
1983/12/2,7.6,12.0,1.0
1983/12/3,3.1,8.2,-0.1
1983/12/4,1.7,3.3,-0.6
1983/12/5,2.1,4.3,-0.8
1983/12/6,1.0,3.0,-0.3
1983/12/7,3.3,7.2,-1.7
1983/12/8,4.5,8.4,1.6
1983/12/9,4.5,9.9,-0.9
1983/12/10,3.8,9.8,0.6
1983/12/11,3.5,10.8,-0.1
1983/12/12,1.8,4.3,-0.1
1983/12/13,4.1,7.6,0.2
1983/12/14,2.6,6.5,-1.8
1983/12/15,0.5,4.2,-2.8
1983/12/16,-1.7,0.2,-2.8
1983/12/17,-2.8,-0.8,-4.5
1983/12/18,-2.6,-0.3,-6.0
1983/12/19,-0.1,2.6,-4.1
1983/12/20,-0.6,2.2,-3.6
1983/12/21,1.5,5.9,-2.3
1983/12/22,0.3,4.2,-3.8
1983/12/23,1.3,7.3,-2.5
1983/12/24,-1.7,1.3,-4.3
1983/12/25,-1.6,3.7,-5.8
1983/12/26,-0.8,2.9,-3.8
1983/12/27,-1.9,1.9,-5.3
1983/12/28,-2.1,1.9,-5.6
1983/12/29,-2.1,2.0,-5.7
1983/12/30,-1.8,3.6,-4.2
1983/12/31,-4.1,-2.4,-5.4
1984/1/1,-1.1,2.2,-4.7
1984/1/2,-0.2,2.8,-1.8
1984/1/3,-1.1,0.3,-2.5
1984/1/4,0.4,2.5,-1.5
1984/1/5,-2.0,0.6,-5.0
1984/1/6,-1.3,2.0,-4.6
1984/1/7,-3.3,-0.8,-6.2
1984/1/8,-4.4,0.8,-9.1
1984/1/9,-1.7,0.9,-6.0
1984/1/10,0.9,4.0,-2.5
1984/1/11,-2.5,-0.2,-4.3
1984/1/12,-3.4,0.1,-6.5
1984/1/13,-2.2,2.1,-6.6
1984/1/14,-2.2,1.7,-5.3
1984/1/15,0.0,5.0,-3.3
1984/1/16,-5.2,-3.1,-6.2
1984/1/17,-5.4,-3.8,-6.3
1984/1/18,-4.3,-1.6,-8.5
1984/1/19,-4.9,-2.1,-7.2
1984/1/20,-3.5,-0.1,-7.0
1984/1/21,-4.5,-0.7,-8.4
1984/1/22,-2.0,-0.2,-4.5
1984/1/23,-1.1,2.4,-5.3
1984/1/24,-2.8,0.6,-6.5
1984/1/25,-2.6,0.4,-4.5
1984/1/26,-3.3,-0.5,-5.5
1984/1/27,-1.8,1.8,-4.7
1984/1/28,-2.2,1.1,-4.1
1984/1/29,-1.6,2.1,-4.3
1984/1/30,-1.9,1.4,-5.5
1984/1/31,-3.1,-1.2,-6.0
1984/2/1,-0.4,4.1,-4.3
1984/2/2,-0.6,1.9,-4.5
1984/2/3,-3.6,-1.0,-6.5
1984/2/4,-6.3,-4.3,-7.5
1984/2/5,-4.5,-1.0,-7.6
1984/2/6,-6.5,-4.3,-8.2
1984/2/7,-6.4,-3.9,-8.2
1984/2/8,-5.3,-1.7,-8.4
1984/2/9,-4.9,-2.8,-6.5
1984/2/10,-3.9,-0.2,-7.4
1984/2/11,-2.2,1.9,-6.7
1984/2/12,-3.2,0.6,-8.9
1984/2/13,-1.4,3.6,-4.1
1984/2/14,-1.9,2.4,-6.0
1984/2/15,-3.6,-0.1,-6.7
1984/2/16,-4.5,-1.6,-7.4
1984/2/17,-4.4,-2.8,-6.6
1984/2/18,-4.0,-0.4,-6.8
1984/2/19,-2.9,0.2,-5.9
1984/2/20,-0.4,3.5,-4.4
1984/2/21,-0.5,4.5,-5.9
1984/2/22,-1.3,1.4,-4.4
1984/2/23,-2.5,-0.7,-5.3
1984/2/24,0.6,4.0,-1.9
1984/2/25,-0.6,2.3,-4.0
1984/2/26,-1.8,0.4,-4.3
1984/2/27,0.2,3.8,-3.9
1984/2/28,-3.0,-0.2,-5.6
1984/2/29,-4.3,-2.6,-6.6
1984/3/1,-2.8,0.4,-5.3
1984/3/2,-0.9,4.5,-7.3
1984/3/3,-0.2,3.5,-3.4
1984/3/4,-3.3,1.8,-7.9
1984/3/5,-2.5,2.3,-7.9
1984/3/6,-1.7,2.6,-5.9
1984/3/7,-1.2,2.3,-3.3
1984/3/8,-1.0,2.7,-4.8
1984/3/9,-0.8,4.1,-5.5
1984/3/10,-1.9,0.9,-5.7
1984/3/11,-1.5,1.7,-2.7
1984/3/12,-2.6,-1.1,-4.1
1984/3/13,-2.2,1.7,-6.0
1984/3/14,-1.8,2.4,-5.5
1984/3/15,-1.1,5.5,-9.0
1984/3/16,0.7,4.3,-2.5
1984/3/17,1.6,5.3,-0.2
1984/3/18,0.9,4.4,-0.7
1984/3/19,1.2,4.5,-2.3
1984/3/20,0.1,1.5,-0.9
1984/3/21,-0.6,4.3,-3.6
1984/3/22,-1.6,1.9,-4.4
1984/3/23,-1.3,4.1,-6.5
1984/3/24,-1.2,3.0,-7.1
1984/3/25,2.9,6.6,-0.2
1984/3/26,-0.1,5.0,-3.9
1984/3/27,-0.7,2.0,-4.6
1984/3/28,0.2,4.9,-3.5
1984/3/29,1.3,5.2,-3.8
1984/3/30,3.5,8.7,0.4
1984/3/31,3.7,6.9,1.1
