ダウンロードした時刻：2019/10/10 16:07:14

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/12/1,10.5,14.3,4.7
2005/12/2,12.9,15.3,10.3
2005/12/3,8.9,11.2,5.8
2005/12/4,6.8,10.3,3.6
2005/12/5,4.9,8.1,1.5
2005/12/6,5.3,8.3,3.1
2005/12/7,7.1,8.9,5.2
2005/12/8,6.1,7.8,2.8
2005/12/9,7.1,8.5,6.4
2005/12/10,8.5,10.5,3.9
2005/12/11,6.6,10.1,3.1
2005/12/12,3.9,6.1,1.6
2005/12/13,2.4,4.2,0.3
2005/12/14,3.6,5.2,1.5
2005/12/15,4.8,6.3,2.7
2005/12/16,4.3,6.8,1.9
2005/12/17,2.6,6.9,-1.7
2005/12/18,2.3,5.8,-1.4
2005/12/19,4.9,7.4,2.8
2005/12/20,4.3,7.6,2.4
2005/12/21,4.2,8.7,-0.5
2005/12/22,1.5,4.5,-2.3
2005/12/23,6.8,9.2,4.1
2005/12/24,4.4,7.1,1.6
2005/12/25,7.8,11.2,2.6
2005/12/26,5.2,8.9,3.7
2005/12/27,4.6,6.2,3.7
2005/12/28,5.1,7.6,2.3
2005/12/29,6.2,10.8,1.7
2005/12/30,8.5,10.3,5.9
2005/12/31,5.4,9.8,2.1
2006/1/1,5.2,10.5,0.3
2006/1/2,8.2,9.9,5.1
2006/1/3,6.5,8.4,5.2
2006/1/4,6.0,6.9,5.0
2006/1/5,1.0,5.0,-0.9
2006/1/6,1.6,3.7,-1.3
2006/1/7,2.3,4.3,0.0
2006/1/8,2.9,6.1,0.7
2006/1/9,4.7,9.4,0.9
2006/1/10,6.3,9.1,3.0
2006/1/11,5.5,10.5,0.7
2006/1/12,5.2,12.2,0.0
2006/1/13,10.0,16.3,3.7
2006/1/14,10.0,12.0,7.5
2006/1/15,7.1,10.3,3.4
2006/1/16,6.7,12.4,2.5
2006/1/17,7.9,12.8,5.7
2006/1/18,6.7,11.4,2.7
2006/1/19,3.9,8.5,2.1
2006/1/20,3.8,9.9,0.6
2006/1/21,3.8,8.6,0.6
2006/1/22,4.2,8.3,1.7
2006/1/23,3.7,7.2,0.8
2006/1/24,5.0,8.8,2.5
2006/1/25,5.3,9.4,1.7
2006/1/26,6.6,10.3,3.8
2006/1/27,7.0,8.3,3.4
2006/1/28,5.1,9.0,-0.4
2006/1/29,6.0,11.8,-0.2
2006/1/30,10.6,15.0,7.9
2006/1/31,9.6,13.0,7.2
2006/2/1,8.8,10.7,7.5
2006/2/2,7.8,10.2,5.8
2006/2/3,3.0,9.2,-1.7
2006/2/4,1.0,3.4,-2.2
2006/2/5,3.2,6.9,0.8
2006/2/6,3.4,5.5,2.2
2006/2/7,6.4,9.4,3.5
2006/2/8,3.1,6.6,0.3
2006/2/9,2.8,5.8,0.9
2006/2/10,6.1,8.6,2.1
2006/2/11,8.1,9.2,6.9
2006/2/12,3.7,8.2,0.5
2006/2/13,6.9,13.0,1.9
2006/2/14,13.2,17.1,1.0
2006/2/15,11.0,14.1,7.8
2006/2/16,8.0,9.7,6.2
2006/2/17,6.0,9.8,3.5
2006/2/18,4.4,7.6,1.8
2006/2/19,5.6,10.8,1.5
2006/2/20,5.7,11.5,1.9
2006/2/21,6.7,12.7,2.2
2006/2/22,10.0,14.1,5.4
2006/2/23,7.7,12.0,2.8
2006/2/24,6.6,13.2,2.2
2006/2/25,8.7,14.9,0.9
2006/2/26,10.6,13.3,7.5
2006/2/27,5.5,9.9,0.8
2006/2/28,5.3,11.5,-0.8
2006/3/1,5.6,7.3,3.6
2006/3/2,5.0,6.9,3.1
2006/3/3,4.3,8.4,2.7
2006/3/4,5.4,11.0,-0.1
2006/3/5,10.2,16.6,2.1
2006/3/6,10.7,13.8,7.2
2006/3/7,10.0,14.3,4.2
2006/3/8,11.0,14.2,5.2
2006/3/9,8.8,15.1,1.9
2006/3/10,10.6,15.8,6.5
2006/3/11,13.4,16.4,6.6
2006/3/12,7.6,14.1,2.9
2006/3/13,1.6,4.9,-0.5
2006/3/14,3.7,6.2,1.2
2006/3/15,9.5,12.9,4.7
2006/3/16,9.0,11.3,6.6
2006/3/17,10.3,15.3,5.4
2006/3/18,9.2,13.2,5.0
2006/3/19,7.0,12.2,0.8
2006/3/20,6.9,12.7,0.4
2006/3/21,9.2,15.8,3.5
2006/3/22,9.3,12.0,6.3
2006/3/23,9.8,13.7,4.1
2006/3/24,7.7,14.2,3.2
2006/3/25,9.4,16.6,1.9
2006/3/26,11.7,16.6,6.8
2006/3/27,11.0,16.0,5.7
2006/3/28,8.5,14.4,3.8
2006/3/29,6.5,9.6,2.0
2006/3/30,6.2,11.0,3.8
2006/3/31,5.7,11.8,-0.8
