ダウンロードした時刻：2019/10/10 15:53:44

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,9.6,13.5,6.0
2017/12/2,8.3,13.0,4.5
2017/12/3,8.3,15.1,2.9
2017/12/4,7.8,11.0,3.1
2017/12/5,7.5,11.1,4.8
2017/12/6,5.3,9.7,2.4
2017/12/7,6.6,11.4,2.5
2017/12/8,5.5,6.9,3.4
2017/12/9,4.1,7.5,-0.7
2017/12/10,6.9,11.9,1.6
2017/12/11,6.5,10.6,3.4
2017/12/12,3.6,7.2,1.8
2017/12/13,3.1,6.4,1.0
2017/12/14,3.8,8.6,-0.6
2017/12/15,5.0,10.9,-0.5
2017/12/16,6.3,9.3,3.1
2017/12/17,3.4,7.0,0.8
2017/12/18,4.7,8.6,2.0
2017/12/19,4.0,10.0,0.3
2017/12/20,4.7,9.4,0.8
2017/12/21,5.5,11.2,0.4
2017/12/22,5.3,12.2,-0.2
2017/12/23,6.8,13.2,0.5
2017/12/24,7.4,11.1,3.4
2017/12/25,8.3,11.0,4.6
2017/12/26,4.6,9.3,1.9
2017/12/27,1.5,3.8,0.3
2017/12/28,3.4,8.1,-1.0
2017/12/29,4.2,8.4,0.0
2017/12/30,6.3,9.8,2.5
2017/12/31,4.1,6.1,2.2
2018/1/1,4.7,9.2,1.4
2018/1/2,5.1,10.2,1.2
2018/1/3,3.3,6.4,-0.2
2018/1/4,3.0,8.2,-1.8
2018/1/5,3.3,6.9,0.5
2018/1/6,4.4,9.5,-0.7
2018/1/7,5.7,10.4,0.7
2018/1/8,5.6,7.0,3.3
2018/1/9,6.0,10.8,2.5
2018/1/10,3.7,8.6,-0.1
2018/1/11,2.1,5.6,-0.8
2018/1/12,0.5,6.6,-3.4
2018/1/13,0.9,5.9,-2.9
2018/1/14,2.6,8.1,-1.5
2018/1/15,3.9,8.7,-1.8
2018/1/16,7.5,13.6,1.0
2018/1/17,8.7,11.3,6.8
2018/1/18,9.8,14.9,5.4
2018/1/19,7.7,13.4,3.5
2018/1/20,6.0,11.9,0.5
2018/1/21,6.4,12.0,2.1
2018/1/22,3.2,5.6,1.3
2018/1/23,3.2,9.5,-0.1
2018/1/24,-0.1,3.9,-3.2
2018/1/25,-1.0,2.4,-3.7
2018/1/26,-0.6,3.5,-3.5
2018/1/27,0.4,5.1,-3.5
2018/1/28,-0.2,3.0,-2.7
2018/1/29,2.3,7.2,-0.3
2018/1/30,1.7,5.9,-1.3
2018/1/31,3.2,7.7,-1.2
2018/2/1,4.2,6.5,2.6
2018/2/2,4.9,10.1,0.4
2018/2/3,4.7,10.1,1.1
2018/2/4,2.7,6.9,-0.3
2018/2/5,1.0,3.8,-0.7
2018/2/6,0.8,5.8,-3.3
2018/2/7,0.4,4.6,-3.1
2018/2/8,1.7,7.4,-1.9
2018/2/9,3.1,9.8,-2.8
2018/2/10,4.5,9.4,0.2
2018/2/11,4.2,9.3,-0.9
2018/2/12,1.8,6.1,-1.4
2018/2/13,2.1,5.2,0.0
2018/2/14,4.1,9.4,-1.3
2018/2/15,6.9,12.6,3.2
2018/2/16,5.7,11.0,0.0
2018/2/17,3.2,8.7,0.0
2018/2/18,2.5,6.5,-0.4
2018/2/19,4.4,10.4,-2.0
2018/2/20,6.6,12.1,1.0
2018/2/21,5.7,9.6,1.5
2018/2/22,5.1,11.2,-1.0
2018/2/23,5.1,11.6,0.0
2018/2/24,5.4,10.4,-0.5
2018/2/25,6.7,10.5,2.0
2018/2/26,8.7,15.7,3.1
2018/2/27,7.8,15.6,1.0
2018/2/28,9.6,15.6,2.6
2018/3/1,10.9,14.5,6.9
2018/3/2,6.7,10.9,3.0
2018/3/3,8.5,15.8,0.7
2018/3/4,11.9,19.0,5.4
2018/3/5,11.9,14.3,8.8
2018/3/6,9.4,15.4,3.7
2018/3/7,6.9,11.7,2.0
2018/3/8,9.4,12.8,7.3
2018/3/9,9.9,13.0,4.6
2018/3/10,6.5,12.4,3.0
2018/3/11,6.9,14.1,0.1
2018/3/12,9.3,16.3,2.0
2018/3/13,11.4,19.3,3.2
2018/3/14,14.6,22.6,6.7
2018/3/15,15.6,21.5,8.5
2018/3/16,10.8,15.2,5.3
2018/3/17,7.7,14.1,1.8
2018/3/18,11.2,17.4,4.2
2018/3/19,12.2,13.1,10.8
2018/3/20,9.4,12.2,6.3
2018/3/21,7.3,8.7,5.9
2018/3/22,10.4,15.8,7.6
2018/3/23,9.6,15.3,5.4
2018/3/24,10.7,17.6,2.8
2018/3/25,13.1,20.7,5.9
2018/3/26,14.4,22.8,6.8
2018/3/27,15.3,22.7,8.1
2018/3/28,16.9,25.3,8.9
2018/3/29,17.2,25.4,10.1
2018/3/30,13.9,20.1,8.6
2018/3/31,13.3,19.8,6.2
