ダウンロードした時刻：2019/10/10 15:40:24

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,6.7,13.2,2.2
2018/12/2,6.4,10.5,1.5
2018/12/3,8.6,14.0,3.6
2018/12/4,12.3,16.9,8.4
2018/12/5,10.9,17.2,4.6
2018/12/6,4.0,5.2,2.8
2018/12/7,6.8,14.5,3.2
2018/12/8,2.3,5.6,-0.7
2018/12/9,0.5,4.3,-2.4
2018/12/10,2.3,5.7,-0.1
2018/12/11,2.7,6.6,-1.3
2018/12/12,3.7,9.0,0.4
2018/12/13,3.6,6.9,1.2
2018/12/14,2.8,5.7,0.4
2018/12/15,1.3,5.5,-1.1
2018/12/16,3.4,7.9,-1.9
2018/12/17,6.3,13.0,1.3
2018/12/18,5.0,7.4,2.9
2018/12/19,4.7,9.7,0.3
2018/12/20,6.1,9.6,2.1
2018/12/21,5.8,10.8,1.8
2018/12/22,6.4,12.7,1.7
2018/12/23,5.7,10.2,1.6
2018/12/24,4.5,6.9,2.3
2018/12/25,4.4,8.8,0.9
2018/12/26,5.8,8.1,3.3
2018/12/27,1.5,4.5,-2.0
2018/12/28,-0.5,1.5,-3.0
2018/12/29,-0.9,1.7,-2.5
2018/12/30,-0.4,2.8,-2.5
2018/12/31,1.7,5.9,-3.3
2019/1/1,3.0,6.7,0.3
2019/1/2,2.9,7.0,0.0
2019/1/3,1.6,5.3,-0.9
2019/1/4,3.8,8.4,-1.2
2019/1/5,3.3,7.8,0.3
2019/1/6,1.6,4.8,-1.1
2019/1/7,2.7,6.0,-0.1
2019/1/8,2.2,5.9,-0.2
2019/1/9,1.4,3.0,-0.8
2019/1/10,5.7,8.8,1.4
2019/1/11,3.9,6.5,1.0
2019/1/12,2.6,5.9,-1.0
2019/1/13,2.2,6.2,-0.9
2019/1/14,2.0,6.2,-1.2
2019/1/15,3.5,7.8,-2.3
2019/1/16,2.9,7.2,0.0
2019/1/17,2.2,6.5,-1.5
2019/1/18,1.2,4.0,-1.2
2019/1/19,2.9,7.2,-1.9
2019/1/20,3.2,7.6,-0.1
2019/1/21,0.4,3.2,-1.4
2019/1/22,1.8,5.6,-1.1
2019/1/23,3.3,9.7,-1.2
2019/1/24,0.3,2.6,-1.3
2019/1/25,-0.2,2.5,-2.0
2019/1/26,-0.5,1.4,-2.1
2019/1/27,1.1,5.0,-3.6
2019/1/28,3.8,10.1,-1.4
2019/1/29,2.7,5.9,-0.2
2019/1/30,3.0,8.3,-1.2
2019/1/31,3.4,10.1,-1.2
2019/2/1,0.4,2.8,-1.2
2019/2/2,3.1,6.6,-1.1
2019/2/3,5.9,10.9,-0.2
2019/2/4,6.6,12.3,0.9
2019/2/5,3.6,8.2,0.2
2019/2/6,3.1,6.1,0.6
2019/2/7,7.2,16.8,-0.2
2019/2/8,-0.4,3.5,-2.8
2019/2/9,-1.1,1.0,-3.3
2019/2/10,-0.8,2.4,-3.3
2019/2/11,1.6,5.3,-1.4
2019/2/12,0.5,4.3,-2.4
2019/2/13,0.2,4.5,-3.4
2019/2/14,-0.2,3.7,-3.1
2019/2/15,1.1,5.3,-2.2
2019/2/16,3.0,9.0,-1.7
2019/2/17,3.9,6.9,0.7
2019/2/18,6.0,11.6,1.1
2019/2/19,5.2,10.1,1.5
2019/2/20,5.6,7.6,4.5
2019/2/21,6.4,10.8,2.3
2019/2/22,6.6,11.8,1.2
2019/2/23,5.4,9.3,3.0
2019/2/24,5.2,10.3,-0.7
2019/2/25,8.5,14.8,1.5
2019/2/26,5.6,10.3,2.4
2019/2/27,4.8,9.2,0.2
2019/2/28,5.2,7.4,2.8
2019/3/1,6.7,12.5,2.0
2019/3/2,7.2,11.4,2.9
2019/3/3,6.8,11.9,1.0
2019/3/4,6.6,9.5,4.3
2019/3/5,6.6,11.3,3.5
2019/3/6,9.4,15.2,2.9
2019/3/7,5.2,11.0,1.4
2019/3/8,4.2,8.0,0.0
2019/3/9,8.1,13.7,1.3
2019/3/10,10.1,17.8,3.9
2019/3/11,8.9,11.4,6.2
2019/3/12,10.3,14.2,6.8
2019/3/13,6.7,13.2,1.5
2019/3/14,4.5,8.6,0.9
2019/3/15,6.2,10.1,1.2
2019/3/16,6.4,11.9,2.2
2019/3/17,5.6,10.5,1.1
2019/3/18,6.4,12.1,1.1
2019/3/19,9.1,16.6,3.0
2019/3/20,10.6,16.7,4.8
2019/3/21,10.9,14.0,7.4
2019/3/22,10.1,15.5,3.9
2019/3/23,3.7,7.9,0.1
2019/3/24,3.1,7.9,-0.7
2019/3/25,8.0,15.5,-1.0
2019/3/26,10.4,15.9,5.4
2019/3/27,9.0,13.9,5.1
2019/3/28,5.5,9.3,2.2
2019/3/29,5.7,11.3,0.7
2019/3/30,2.9,6.2,0.5
2019/3/31,3.4,7.5,0.5
