ダウンロードした時刻：2019/10/10 16:17:14

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,11.5,19.8,5.7
1980/12/2,11.5,16.0,6.5
1980/12/3,10.3,17.1,6.2
1980/12/4,8.4,12.3,4.0
1980/12/5,6.7,11.9,3.1
1980/12/6,6.8,14.2,1.0
1980/12/7,7.9,15.6,2.3
1980/12/8,6.8,14.2,1.7
1980/12/9,5.3,10.8,0.7
1980/12/10,5.9,13.2,0.3
1980/12/11,7.5,14.2,0.4
1980/12/12,7.2,11.8,2.5
1980/12/13,3.4,8.6,0.7
1980/12/14,3.4,8.1,-1.8
1980/12/15,4.1,9.7,0.1
1980/12/16,4.4,12.6,-1.0
1980/12/17,5.6,13.4,-0.4
1980/12/18,6.8,14.3,1.0
1980/12/19,6.5,13.3,2.2
1980/12/20,4.7,10.7,-0.5
1980/12/21,3.7,10.7,-1.7
1980/12/22,4.6,12.0,-1.6
1980/12/23,6.6,11.8,3.0
1980/12/24,6.5,10.6,1.1
1980/12/25,8.1,13.9,4.0
1980/12/26,3.9,10.8,1.1
1980/12/27,1.7,7.0,-2.6
1980/12/28,1.7,5.9,-1.5
1980/12/29,0.5,4.5,-2.3
1980/12/30,1.9,8.5,-3.7
1980/12/31,2.4,10.1,-3.6
1981/1/1,4.1,11.1,-2.5
1981/1/2,4.4,7.8,0.7
1981/1/3,1.8,6.2,-0.9
1981/1/4,0.9,8.7,-4.6
1981/1/5,1.1,8.1,-4.6
1981/1/6,0.7,8.1,-4.9
1981/1/7,2.4,10.7,-4.6
1981/1/8,3.6,11.8,-3.3
1981/1/9,5.4,14.3,-0.6
1981/1/10,5.1,10.3,0.5
1981/1/11,1.0,5.4,-2.6
1981/1/12,1.5,9.5,-3.8
1981/1/13,2.3,7.6,-3.0
1981/1/14,1.5,8.7,-4.6
1981/1/15,1.4,7.1,-3.1
1981/1/16,3.2,8.8,-0.8
1981/1/17,2.0,9.5,-3.8
1981/1/18,3.1,9.1,-2.9
1981/1/19,4.1,11.6,-0.8
1981/1/20,3.8,12.7,-2.5
1981/1/21,3.6,11.1,-0.9
1981/1/22,1.9,7.4,-1.9
1981/1/23,2.3,9.6,-3.8
1981/1/24,4.4,7.3,-0.8
1981/1/25,8.5,14.6,2.3
1981/1/26,4.9,11.0,0.5
1981/1/27,3.5,9.3,-0.6
1981/1/28,3.5,10.6,-2.5
1981/1/29,5.2,13.2,-2.9
1981/1/30,4.2,11.6,-1.5
1981/1/31,5.8,12.2,-1.9
1981/2/1,6.4,13.2,1.2
1981/2/2,4.5,11.8,-0.8
1981/2/3,5.5,12.6,1.0
1981/2/4,2.7,8.5,-1.3
1981/2/5,3.0,10.4,-3.2
1981/2/6,5.2,11.6,-1.5
1981/2/7,5.9,13.4,0.7
1981/2/8,6.1,12.6,-1.7
1981/2/9,6.1,13.7,0.3
1981/2/10,5.4,11.4,0.8
1981/2/11,6.4,13.5,0.4
1981/2/12,5.8,12.1,-1.6
1981/2/13,10.9,17.1,5.9
1981/2/14,13.1,18.3,9.6
1981/2/15,12.0,15.7,8.2
1981/2/16,14.7,20.9,9.1
1981/2/17,8.7,14.0,3.2
1981/2/18,8.0,13.5,1.4
1981/2/19,9.7,13.2,6.3
1981/2/20,7.0,12.9,1.4
1981/2/21,7.9,14.1,3.1
1981/2/22,8.6,14.3,2.0
1981/2/23,12.1,20.4,8.5
1981/2/24,10.9,17.2,5.5
1981/2/25,3.7,8.2,0.1
1981/2/26,-1.7,2.3,-5.6
1981/2/27,0.2,6.7,-5.5
1981/2/28,4.0,11.1,-2.9
1981/3/1,4.5,5.9,1.2
1981/3/2,8.6,15.2,4.6
1981/3/3,7.0,8.9,4.1
1981/3/4,12.0,18.2,7.5
1981/3/5,9.3,16.8,3.6
1981/3/6,5.9,14.2,0.1
1981/3/7,7.7,15.2,-0.1
1981/3/8,9.8,18.3,1.0
1981/3/9,10.9,18.9,7.0
1981/3/10,8.8,14.2,3.8
1981/3/11,7.7,14.8,0.2
1981/3/12,11.5,18.6,2.9
1981/3/13,13.4,15.0,11.9
1981/3/14,16.4,20.6,13.8
1981/3/15,12.2,16.1,7.0
1981/3/16,10.0,15.6,5.5
1981/3/17,10.7,17.9,2.9
1981/3/18,12.4,19.1,4.2
1981/3/19,13.6,18.8,8.5
1981/3/20,16.0,21.5,10.5
1981/3/21,13.8,15.2,12.3
1981/3/22,17.9,24.6,12.8
1981/3/23,14.9,21.7,8.9
1981/3/24,12.8,16.9,8.8
1981/3/25,18.1,21.2,16.0
1981/3/26,12.4,16.9,7.2
1981/3/27,11.0,17.7,4.8
1981/3/28,12.6,18.1,7.4
1981/3/29,12.4,14.2,11.0
1981/3/30,14.5,19.3,10.4
1981/3/31,12.6,15.4,10.8
