ダウンロードした時刻：2019/10/10 15:58:56

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,15.0,18.2,11.5
1982/12/2,13.5,17.2,9.1
1982/12/3,13.3,18.1,7.5
1982/12/4,13.0,16.2,10.7
1982/12/5,14.5,19.4,8.0
1982/12/6,8.0,12.7,4.5
1982/12/7,6.4,9.1,3.6
1982/12/8,8.0,12.3,2.5
1982/12/9,6.8,9.5,4.4
1982/12/10,9.4,14.8,2.9
1982/12/11,14.0,20.9,5.3
1982/12/12,13.0,14.6,10.3
1982/12/13,8.7,11.1,6.0
1982/12/14,6.5,8.5,4.2
1982/12/15,8.3,12.2,4.3
1982/12/16,9.0,12.3,4.6
1982/12/17,9.2,11.9,7.2
1982/12/18,8.8,11.4,5.5
1982/12/19,6.0,8.0,4.1
1982/12/20,6.6,11.1,1.4
1982/12/21,8.7,13.5,3.8
1982/12/22,8.3,9.4,7.4
1982/12/23,11.0,17.1,6.2
1982/12/24,10.5,14.3,4.6
1982/12/25,9.7,12.7,6.4
1982/12/26,5.6,8.6,4.5
1982/12/27,9.7,13.0,6.0
1982/12/28,9.4,12.4,5.6
1982/12/29,8.8,11.5,6.0
1982/12/30,8.5,12.9,3.7
1982/12/31,6.5,9.6,4.7
1983/1/1,6.0,10.2,3.6
1983/1/2,4.2,7.1,1.8
1983/1/3,5.0,9.5,0.2
1983/1/4,5.6,8.9,2.8
1983/1/5,6.2,10.1,2.4
1983/1/6,8.2,9.5,6.0
1983/1/7,8.2,10.2,5.9
1983/1/8,9.3,11.9,6.4
1983/1/9,7.7,10.3,5.7
1983/1/10,4.6,9.4,1.7
1983/1/11,4.4,8.4,-0.3
1983/1/12,6.7,11.5,0.6
1983/1/13,7.2,10.7,3.9
1983/1/14,5.9,9.5,3.1
1983/1/15,5.2,10.1,1.1
1983/1/16,4.8,8.3,2.6
1983/1/17,7.4,11.9,0.7
1983/1/18,4.3,7.9,2.6
1983/1/19,5.8,9.4,1.3
1983/1/20,5.0,8.6,2.8
1983/1/21,4.6,8.0,1.8
1983/1/22,2.4,6.1,-0.1
1983/1/23,3.0,7.1,-2.4
1983/1/24,5.9,11.4,-1.0
1983/1/25,6.6,10.8,2.8
1983/1/26,7.9,13.9,1.6
1983/1/27,8.4,12.1,5.0
1983/1/28,8.3,12.8,3.3
1983/1/29,8.5,13.5,3.3
1983/1/30,9.6,16.5,4.5
1983/1/31,6.5,10.5,3.6
1983/2/1,6.7,9.9,2.4
1983/2/2,5.4,7.7,4.8
1983/2/3,7.5,10.5,4.7
1983/2/4,6.5,10.0,3.4
1983/2/5,6.7,9.9,2.3
1983/2/6,8.1,15.0,1.6
1983/2/7,6.5,10.8,3.0
1983/2/8,6.2,10.7,2.9
1983/2/9,7.7,12.8,5.2
1983/2/10,6.6,9.7,1.5
1983/2/11,4.9,8.0,0.9
1983/2/12,5.5,10.3,1.4
1983/2/13,2.9,7.8,-0.9
1983/2/14,4.1,8.1,-0.2
1983/2/15,6.9,13.8,1.2
1983/2/16,8.1,12.3,4.4
1983/2/17,2.7,7.2,1.4
1983/2/18,6.4,10.5,3.8
1983/2/19,6.0,9.8,2.7
1983/2/20,5.5,9.7,0.6
1983/2/21,4.6,9.3,0.7
1983/2/22,6.1,10.0,1.8
1983/2/23,7.4,11.5,2.9
1983/2/24,3.8,7.8,1.7
1983/2/25,6.4,10.1,3.7
1983/2/26,5.4,9.2,3.0
1983/2/27,6.5,10.9,1.9
1983/2/28,8.4,13.1,4.2
1983/3/1,10.2,14.7,3.2
1983/3/2,7.8,11.4,6.7
1983/3/3,11.4,17.2,5.9
1983/3/4,7.2,9.4,6.0
1983/3/5,6.9,10.8,3.9
1983/3/6,7.0,11.1,1.8
1983/3/7,6.5,9.8,3.1
1983/3/8,5.3,9.4,2.4
1983/3/9,6.6,9.8,1.3
1983/3/10,6.3,9.0,4.8
1983/3/11,11.1,16.1,5.8
1983/3/12,10.1,13.0,6.8
1983/3/13,8.3,10.1,7.2
1983/3/14,6.9,10.8,3.8
1983/3/15,7.8,11.3,3.2
1983/3/16,7.8,10.6,5.5
1983/3/17,8.0,15.3,5.4
1983/3/18,7.0,10.5,3.1
1983/3/19,8.3,12.2,2.9
1983/3/20,9.8,13.8,3.6
1983/3/21,8.5,9.8,6.8
1983/3/22,11.5,17.1,5.5
1983/3/23,12.6,17.0,8.3
1983/3/24,10.7,13.3,8.4
1983/3/25,8.5,10.3,6.8
1983/3/26,9.6,12.6,7.3
1983/3/27,6.3,8.9,4.2
1983/3/28,9.0,12.3,6.3
1983/3/29,9.2,11.9,7.4
1983/3/30,9.2,11.7,6.7
1983/3/31,10.2,14.9,6.7
