ダウンロードした時刻：2019/10/10 15:43:36

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,11.1,14.9,7.1
1991/12/2,9.8,11.9,5.1
1991/12/3,8.9,14.3,3.1
1991/12/4,8.6,11.1,5.2
1991/12/5,9.1,14.9,5.4
1991/12/6,9.3,15.7,4.3
1991/12/7,8.9,14.4,5.3
1991/12/8,7.1,8.6,5.3
1991/12/9,5.1,6.9,2.6
1991/12/10,2.8,4.4,0.9
1991/12/11,5.9,11.6,2.1
1991/12/12,3.0,5.7,1.1
1991/12/13,3.5,5.7,1.6
1991/12/14,6.1,8.5,3.9
1991/12/15,7.5,11.0,5.2
1991/12/16,7.8,13.6,3.8
1991/12/17,9.1,14.9,3.2
1991/12/18,8.1,11.4,5.9
1991/12/19,4.9,6.2,3.2
1991/12/20,4.4,6.6,3.4
1991/12/21,6.1,11.3,0.7
1991/12/22,7.0,10.6,2.9
1991/12/23,9.4,14.6,4.7
1991/12/24,9.1,12.3,6.0
1991/12/25,5.0,6.0,3.6
1991/12/26,3.7,4.4,2.0
1991/12/27,3.9,5.4,2.3
1991/12/28,6.0,9.8,3.8
1991/12/29,2.1,5.3,0.2
1991/12/30,1.7,3.6,-1.0
1991/12/31,4.4,6.1,2.9
1992/1/1,3.6,4.8,2.0
1992/1/2,5.0,9.0,1.5
1992/1/3,4.0,5.6,2.7
1992/1/4,5.1,7.4,1.9
1992/1/5,5.4,7.7,2.7
1992/1/6,5.4,7.3,3.8
1992/1/7,6.3,10.6,4.1
1992/1/8,7.7,9.9,5.0
1992/1/9,4.8,5.8,3.8
1992/1/10,4.1,5.5,1.9
1992/1/11,4.3,8.4,1.5
1992/1/12,5.2,10.5,-0.2
1992/1/13,7.0,8.7,5.3
1992/1/14,2.6,5.3,-1.0
1992/1/15,1.3,2.1,-0.4
1992/1/16,3.8,8.1,0.4
1992/1/17,4.1,7.9,0.4
1992/1/18,3.0,5.1,1.3
1992/1/19,2.7,5.4,1.1
1992/1/20,3.0,5.1,1.1
1992/1/21,3.8,8.3,1.0
1992/1/22,3.1,5.1,0.0
1992/1/23,2.0,4.4,-0.3
1992/1/24,0.9,3.2,-1.0
1992/1/25,2.6,6.7,-1.0
1992/1/26,4.1,6.5,-0.1
1992/1/27,3.7,8.9,-1.1
1992/1/28,4.0,7.6,1.7
1992/1/29,3.4,6.5,0.7
1992/1/30,2.1,4.2,0.5
1992/1/31,2.2,3.8,0.7
1992/2/1,0.8,3.2,-0.7
1992/2/2,2.5,4.5,0.1
1992/2/3,3.0,7.1,-0.3
1992/2/4,4.2,5.9,2.4
1992/2/5,2.7,4.5,0.6
1992/2/6,2.9,6.7,0.5
1992/2/7,3.2,5.6,1.0
1992/2/8,0.7,1.5,-0.5
1992/2/9,0.8,2.5,-0.9
1992/2/10,1.8,6.6,-3.6
1992/2/11,1.4,3.7,-0.4
1992/2/12,3.0,8.8,-3.0
1992/2/13,3.4,5.4,1.7
1992/2/14,3.0,4.6,0.8
1992/2/15,5.5,10.8,1.0
1992/2/16,2.7,6.2,-0.7
1992/2/17,2.1,4.5,-0.7
1992/2/18,3.2,9.3,-1.4
1992/2/19,1.6,4.0,-1.0
1992/2/20,-0.6,0.6,-1.6
1992/2/21,0.1,2.4,-2.3
1992/2/22,1.9,3.8,-0.1
1992/2/23,3.6,6.8,1.4
1992/2/24,2.5,4.7,0.3
1992/2/25,2.2,5.5,-0.4
1992/2/26,2.9,5.7,-0.1
1992/2/27,5.8,11.8,-0.1
1992/2/28,8.2,15.4,1.5
1992/2/29,8.2,12.0,6.3
1992/3/1,7.8,12.1,5.5
1992/3/2,2.9,5.6,0.6
1992/3/3,1.9,4.7,-0.2
1992/3/4,3.5,7.1,0.6
1992/3/5,4.4,7.6,1.3
1992/3/6,4.8,6.6,2.7
1992/3/7,3.6,6.9,0.5
1992/3/8,4.5,9.9,-0.8
1992/3/9,7.7,14.2,1.6
1992/3/10,7.9,12.3,5.2
1992/3/11,7.0,9.9,2.6
1992/3/12,6.3,10.7,0.2
1992/3/13,9.3,13.6,5.5
1992/3/14,9.2,13.8,5.6
1992/3/15,9.3,10.7,7.7
1992/3/16,6.3,9.0,3.3
1992/3/17,4.3,6.8,2.7
1992/3/18,3.7,6.1,0.8
1992/3/19,7.1,10.2,5.5
1992/3/20,5.4,7.4,3.2
1992/3/21,2.6,5.3,0.7
1992/3/22,3.5,6.3,1.1
1992/3/23,4.6,8.8,0.6
1992/3/24,7.9,12.2,4.4
1992/3/25,8.0,9.6,7.0
1992/3/26,8.8,11.4,7.4
1992/3/27,7.7,10.0,4.5
1992/3/28,7.7,11.8,2.0
1992/3/29,12.8,18.1,7.4
1992/3/30,10.0,11.2,9.0
1992/3/31,9.6,12.7,7.4
