ダウンロードした時刻：2019/10/10 16:00:28

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,8.9,13.3,3.4
1989/12/2,10.0,15.5,4.6
1989/12/3,11.4,17.5,5.6
1989/12/4,13.9,20.2,6.8
1989/12/5,13.3,16.6,10.4
1989/12/6,12.4,16.8,9.0
1989/12/7,10.5,12.9,7.7
1989/12/8,9.5,14.2,6.1
1989/12/9,7.5,13.1,4.6
1989/12/10,7.3,12.3,3.4
1989/12/11,8.4,13.3,3.7
1989/12/12,8.6,11.1,6.2
1989/12/13,7.1,9.8,5.0
1989/12/14,5.3,6.9,3.2
1989/12/15,8.6,13.7,3.4
1989/12/16,9.9,13.0,6.2
1989/12/17,10.0,15.5,4.9
1989/12/18,9.3,13.4,6.0
1989/12/19,5.3,8.4,3.5
1989/12/20,6.6,12.2,2.7
1989/12/21,7.3,11.1,4.6
1989/12/22,7.5,10.9,3.8
1989/12/23,9.1,13.3,4.6
1989/12/24,5.8,8.8,4.4
1989/12/25,6.9,8.8,4.4
1989/12/26,8.3,10.5,5.8
1989/12/27,9.7,12.1,7.9
1989/12/28,7.6,10.5,6.1
1989/12/29,7.4,10.3,4.5
1989/12/30,6.4,10.1,2.6
1989/12/31,6.0,11.2,2.0
1990/1/1,5.2,9.3,1.5
1990/1/2,5.7,9.1,1.1
1990/1/3,5.8,10.3,1.7
1990/1/4,5.7,10.1,2.9
1990/1/5,5.9,10.2,0.5
1990/1/6,9.1,15.7,1.3
1990/1/7,6.0,9.6,3.9
1990/1/8,5.9,10.4,2.4
1990/1/9,6.1,10.8,2.1
1990/1/10,9.0,16.2,4.5
1990/1/11,9.7,12.8,7.0
1990/1/12,7.2,10.5,4.4
1990/1/13,5.7,9.7,2.2
1990/1/14,3.4,5.8,1.4
1990/1/15,5.3,8.8,-0.4
1990/1/16,1.0,5.2,0.4
1990/1/17,3.4,7.5,-0.3
1990/1/18,8.1,14.7,-0.5
1990/1/19,8.8,15.0,4.8
1990/1/20,4.1,5.3,2.1
1990/1/21,3.2,6.5,-0.2
1990/1/22,5.9,11.6,0.3
1990/1/23,3.3,7.8,0.1
1990/1/24,2.9,8.2,-0.2
1990/1/25,2.5,6.6,-0.3
1990/1/26,2.1,6.1,-1.5
1990/1/27,2.0,6.6,-2.3
1990/1/28,3.4,7.4,-1.7
1990/1/29,5.3,11.7,1.2
1990/1/30,7.1,12.2,2.9
1990/1/31,1.3,3.3,0.4
1990/2/1,0.7,1.0,0.3
1990/2/2,2.6,5.6,0.3
1990/2/3,2.8,6.3,0.4
1990/2/4,4.0,5.6,2.2
1990/2/5,3.2,5.1,1.7
1990/2/6,4.7,7.7,1.6
1990/2/7,5.4,7.0,3.8
1990/2/8,7.4,10.4,3.4
1990/2/9,5.0,8.5,2.4
1990/2/10,4.8,7.6,1.3
1990/2/11,13.0,16.8,5.8
1990/2/12,11.0,15.1,7.6
1990/2/13,7.7,10.5,5.5
1990/2/14,3.9,6.3,1.6
1990/2/15,4.3,6.1,1.5
1990/2/16,5.7,6.7,5.1
1990/2/17,8.1,13.0,3.3
1990/2/18,8.9,12.5,4.8
1990/2/19,7.9,9.6,6.8
1990/2/20,12.5,16.8,7.3
1990/2/21,12.3,16.9,8.4
1990/2/22,12.3,16.9,7.5
1990/2/23,11.6,14.1,10.1
1990/2/24,13.0,17.7,9.7
1990/2/25,11.3,13.9,9.6
1990/2/26,9.2,10.6,7.1
1990/2/27,7.6,9.3,7.0
1990/2/28,7.7,10.4,5.7
1990/3/1,7.3,9.3,5.5
1990/3/2,7.1,8.4,5.5
1990/3/3,7.2,9.0,5.7
1990/3/4,10.1,15.1,6.9
1990/3/5,9.3,11.4,7.4
1990/3/6,8.6,11.4,6.3
1990/3/7,9.4,14.8,5.0
1990/3/8,7.0,12.2,4.2
1990/3/9,9.3,14.0,3.1
1990/3/10,11.0,15.0,7.2
1990/3/11,13.0,17.2,6.9
1990/3/12,14.2,19.7,7.0
1990/3/13,8.0,13.7,5.1
1990/3/14,9.6,13.7,3.6
1990/3/15,14.8,20.7,10.8
1990/3/16,11.8,16.1,8.3
1990/3/17,10.3,14.0,7.3
1990/3/18,9.1,13.5,5.7
1990/3/19,11.2,15.9,5.5
1990/3/20,12.4,19.1,6.4
1990/3/21,11.0,16.4,7.6
1990/3/22,11.5,16.6,5.5
1990/3/23,13.2,18.5,8.7
1990/3/24,15.8,20.1,10.8
1990/3/25,9.8,13.6,5.7
1990/3/26,8.0,13.0,5.2
1990/3/27,9.9,14.3,3.8
1990/3/28,12.6,16.7,9.4
1990/3/29,8.9,11.7,8.3
1990/3/30,11.2,14.8,8.5
1990/3/31,10.0,11.2,9.1
