ダウンロードした時刻：2017/07/24 15:37:34

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,0.2,4.6,-3.0
1987/1/2,-0.8,0.4,-2.7
1987/1/3,3.2,7.9,-0.5
1987/1/4,-0.9,2.7,-2.8
1987/1/5,-0.7,1.1,-2.4
1987/1/6,0.2,3.7,-3.5
1987/1/7,2.3,4.5,-0.2
1987/1/8,3.8,7.2,0.4
1987/1/9,0.0,6.5,-3.0
1987/1/10,-3.6,-2.0,-5.5
1987/1/11,-0.4,0.6,-5.0
1987/1/12,1.6,3.2,-1.6
1987/1/13,1.9,5.2,-1.2
1987/1/14,0.6,4.3,-2.1
1987/1/15,2.3,3.6,0.5
1987/1/16,2.8,5.6,0.2
1987/1/17,6.0,10.6,1.7
1987/1/18,1.0,2.8,-0.4
1987/1/19,-1.5,0.0,-3.4
1987/1/20,-3.3,-2.2,-4.7
1987/1/21,0.0,2.2,-2.8
1987/1/22,1.6,4.9,-2.4
1987/1/23,1.8,5.4,-3.0
1987/1/24,4.1,10.0,0.3
1987/1/25,-2.0,0.7,-4.2
1987/1/26,-0.5,1.5,-3.9
1987/1/27,2.3,4.0,-0.9
1987/1/28,4.9,7.0,2.3
1987/1/29,6.4,9.3,2.5
1987/1/30,2.8,9.1,-1.5
1987/1/31,-1.4,-0.2,-3.8
1987/2/1,-1.9,0.0,-4.5
1987/2/2,-0.4,2.0,-3.9
1987/2/3,0.0,2.3,-2.0
1987/2/4,1.1,2.5,-1.7
1987/2/5,2.8,4.1,1.3
1987/2/6,3.1,5.3,0.7
1987/2/7,6.1,10.7,0.5
1987/2/8,3.9,7.5,-1.1
1987/2/9,5.6,10.4,-1.5
1987/2/10,10.7,14.1,8.6
1987/2/11,9.9,11.6,8.2
1987/2/12,2.3,8.4,-0.5
1987/2/13,0.5,2.8,-1.0
1987/2/14,1.3,5.6,-2.9
1987/2/15,-1.8,-0.6,-3.2
1987/2/16,-1.3,-0.3,-2.9
1987/2/17,0.4,2.9,-1.8
1987/2/18,0.9,4.8,-2.0
1987/2/19,-1.4,0.4,-2.4
1987/2/20,-0.6,1.1,-1.7
1987/2/21,1.0,4.0,-2.0
1987/2/22,1.6,6.5,-3.4
1987/2/23,3.2,7.9,0.0
1987/2/24,7.1,12.7,3.7
1987/2/25,0.9,7.7,-2.9
1987/2/26,-0.8,1.3,-2.7
1987/2/27,0.3,1.4,-2.1
1987/2/28,-0.1,1.3,-2.5
1987/3/1,-0.6,2.2,-4.7
1987/3/2,0.7,3.1,-1.6
1987/3/3,3.8,6.9,-0.4
1987/3/4,5.0,6.4,3.5
1987/3/5,5.9,9.6,1.3
1987/3/6,-0.4,1.5,-2.1
1987/3/7,0.2,2.4,-1.8
1987/3/8,1.9,5.8,-3.5
1987/3/9,2.5,7.1,-1.2
1987/3/10,0.9,2.9,-1.5
1987/3/11,0.6,3.1,-1.0
1987/3/12,3.1,7.5,-0.3
1987/3/13,5.8,9.2,-0.5
1987/3/14,7.5,13.1,3.1
1987/3/15,2.5,4.0,1.0
1987/3/16,2.1,3.8,0.5
1987/3/17,4.9,8.1,1.2
1987/3/18,5.4,9.5,2.4
1987/3/19,6.9,10.5,2.4
1987/3/20,5.3,6.7,3.6
1987/3/21,7.0,12.2,3.6
1987/3/22,8.0,13.7,1.1
1987/3/23,9.5,12.1,7.2
1987/3/24,10.6,14.4,6.0
1987/3/25,4.8,8.5,1.3
1987/3/26,2.3,4.5,0.6
1987/3/27,2.7,6.3,0.6
1987/3/28,5.2,10.9,0.4
1987/3/29,7.0,13.2,1.1
1987/3/30,8.9,16.4,-0.2
1987/3/31,2.0,10.4,0.2
1987/4/1,4.2,7.8,0.8
1987/4/2,5.1,9.9,0.7
1987/4/3,6.5,12.5,1.4
1987/4/4,8.9,12.1,3.1
1987/4/5,9.0,12.9,4.1
1987/4/6,11.1,18.1,2.2
1987/4/7,11.2,12.6,9.9
1987/4/8,8.1,10.8,4.7
1987/4/9,13.2,23.3,3.1
1987/4/10,12.6,16.2,9.2
1987/4/11,5.3,9.2,3.2
1987/4/12,3.6,6.8,-0.3
1987/4/13,2.2,5.0,-0.6
1987/4/14,4.4,7.7,0.3
1987/4/15,6.0,11.3,-1.0
1987/4/16,9.2,14.1,2.9
1987/4/17,11.6,18.4,5.5
1987/4/18,13.6,21.4,6.5
1987/4/19,11.6,16.8,6.7
1987/4/20,13.7,21.0,6.1
1987/4/21,20.1,28.6,9.9
1987/4/22,12.4,19.7,7.0
1987/4/23,12.7,18.5,4.3
1987/4/24,8.5,13.3,4.6
1987/4/25,5.4,8.1,3.6
1987/4/26,5.2,6.6,4.1
1987/4/27,7.2,11.4,3.6
1987/4/28,10.0,15.5,2.7
1987/4/29,12.5,20.5,4.5
1987/4/30,16.0,23.6,7.2
1987/5/1,17.2,21.8,11.8
