ダウンロードした時刻：2019/10/10 16:06:01

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,7.9,13.5,4.6
2006/12/2,5.9,11.9,1.9
2006/12/3,4.4,8.1,2.6
2006/12/4,4.8,9.8,2.8
2006/12/5,6.8,12.8,3.6
2006/12/6,6.3,12.3,3.0
2006/12/7,6.1,9.0,2.1
2006/12/8,8.6,9.9,7.4
2006/12/9,8.9,11.4,7.3
2006/12/10,7.9,9.3,5.1
2006/12/11,6.2,11.7,3.9
2006/12/12,7.2,12.3,4.3
2006/12/13,6.7,8.3,4.1
2006/12/14,8.5,9.9,7.2
2006/12/15,8.2,12.9,3.5
2006/12/16,6.9,14.1,1.9
2006/12/17,7.5,12.7,0.7
2006/12/18,3.2,5.9,0.7
2006/12/19,4.9,12.1,1.7
2006/12/20,5.2,13.0,1.8
2006/12/21,6.4,10.4,3.3
2006/12/22,7.8,12.5,5.6
2006/12/23,8.4,13.2,4.8
2006/12/24,7.7,10.1,2.7
2006/12/25,5.0,12.8,0.6
2006/12/26,5.8,8.5,2.4
2006/12/27,10.7,13.2,6.4
2006/12/28,5.0,10.5,-1.1
2006/12/29,1.8,4.7,-1.0
2006/12/30,2.2,3.4,1.1
2006/12/31,2.7,8.1,-0.2
2007/1/1,3.2,10.3,-1.0
2007/1/2,4.8,7.5,2.4
2007/1/3,6.1,10.5,2.8
2007/1/4,5.2,10.7,1.3
2007/1/5,5.5,10.2,2.0
2007/1/6,5.6,12.2,2.7
2007/1/7,4.0,7.3,0.3
2007/1/8,2.6,7.1,0.3
2007/1/9,2.2,5.4,0.3
2007/1/10,2.8,7.1,-1.3
2007/1/11,4.2,7.7,2.5
2007/1/12,5.3,10.7,2.6
2007/1/13,3.6,7.5,1.7
2007/1/14,3.2,6.0,1.1
2007/1/15,4.7,11.6,1.2
2007/1/16,5.4,13.4,-0.4
2007/1/17,6.7,8.0,5.6
2007/1/18,6.0,11.7,4.4
2007/1/19,4.3,8.6,-0.5
2007/1/20,3.6,10.6,-1.6
2007/1/21,4.2,10.7,-0.1
2007/1/22,3.4,6.3,0.2
2007/1/23,4.9,8.7,1.1
2007/1/24,3.1,7.2,-0.2
2007/1/25,4.9,10.0,-0.2
2007/1/26,4.5,13.2,-2.2
2007/1/27,5.0,9.1,1.9
2007/1/28,4.4,9.9,0.9
2007/1/29,4.0,11.5,-2.6
2007/1/30,6.8,14.9,2.5
2007/1/31,6.4,10.8,1.7
2007/2/1,2.9,8.9,0.1
2007/2/2,0.7,1.6,0.1
2007/2/3,3.4,9.0,-1.9
2007/2/4,4.8,8.6,-1.4
2007/2/5,3.5,14.4,-4.2
2007/2/6,7.3,16.3,0.3
2007/2/7,5.9,12.6,1.5
2007/2/8,4.8,11.4,-1.9
2007/2/9,9.0,11.6,6.8
2007/2/10,7.7,10.1,3.8
2007/2/11,4.8,8.4,2.7
2007/2/12,5.5,13.6,0.6
2007/2/13,5.9,14.7,0.1
2007/2/14,13.4,18.3,7.9
2007/2/15,5.8,8.0,3.0
2007/2/16,5.2,9.7,0.0
2007/2/17,2.3,6.0,-1.9
2007/2/18,7.0,11.6,4.3
2007/2/19,6.7,11.4,2.3
2007/2/20,5.0,14.0,-0.9
2007/2/21,5.8,15.0,-0.7
2007/2/22,8.5,18.3,0.5
2007/2/23,9.3,16.2,6.0
2007/2/24,5.1,7.7,1.1
2007/2/25,3.6,7.9,-0.9
2007/2/26,5.9,15.2,-0.9
2007/2/27,8.6,17.1,1.9
2007/2/28,6.4,8.2,4.1
2007/3/1,5.0,12.3,-0.2
2007/3/2,6.3,16.8,-0.7
2007/3/3,10.5,15.9,5.2
2007/3/4,15.4,24.6,8.7
2007/3/5,16.4,21.6,9.9
2007/3/6,4.4,9.9,1.0
2007/3/7,2.5,6.8,-0.4
2007/3/8,1.6,5.1,-0.7
2007/3/9,4.8,11.4,-0.8
2007/3/10,7.5,16.1,-0.5
2007/3/11,4.3,9.0,0.4
2007/3/12,4.2,8.0,0.6
2007/3/13,3.1,7.2,0.7
2007/3/14,5.2,12.2,0.6
2007/3/15,4.8,8.5,1.7
2007/3/16,4.6,10.4,0.5
2007/3/17,5.6,9.0,3.5
2007/3/18,4.4,9.6,0.3
2007/3/19,1.7,4.7,-0.8
2007/3/20,3.5,9.9,-0.3
2007/3/21,5.2,14.1,-2.5
2007/3/22,7.3,17.2,0.2
2007/3/23,10.5,18.9,5.3
2007/3/24,12.3,17.0,6.4
2007/3/25,12.8,17.5,5.4
2007/3/26,10.1,18.2,3.0
2007/3/27,10.2,18.4,5.5
2007/3/28,12.1,18.7,6.8
2007/3/29,12.1,17.7,9.2
2007/3/30,10.3,17.9,4.7
2007/3/31,12.6,19.7,4.2
