É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:19

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2005/12/1,7.8,13.2,3.7
2005/12/2,7.3,13.0,1.5
2005/12/3,7.2,11.8,3.1
2005/12/4,4.9,8.0,2.7
2005/12/5,6.3,11.1,0.6
2005/12/6,5.4,10.3,2.5
2005/12/7,6.0,10.1,1.9
2005/12/8,5.9,11.3,1.7
2005/12/9,7.4,14.7,1.3
2005/12/10,7.4,14.1,0.6
2005/12/11,4.5,8.9,-0.7
2005/12/12,1.5,7.0,-2.7
2005/12/13,3.2,8.9,-0.9
2005/12/14,3.2,9.9,-3.3
2005/12/15,2.9,8.5,-2.0
2005/12/16,3.9,11.7,-2.5
2005/12/17,4.4,10.7,-2.1
2005/12/18,1.7,5.2,-1.4
2005/12/19,2.1,7.1,-2.7
2005/12/20,4.2,11.3,-1.5
2005/12/21,3.4,9.2,0.0
2005/12/22,2.6,7.7,-2.3
2005/12/23,3.3,9.6,-3.7
2005/12/24,2.4,7.4,-1.4
2005/12/25,1.8,8.9,-4.6
2005/12/26,3.3,7.6,-1.1
2005/12/27,1.5,7.6,-3.7
2005/12/28,1.5,6.9,-4.4
2005/12/29,3.0,8.7,-1.9
2005/12/30,2.3,8.1,-2.9
2005/12/31,3.1,7.6,-1.9
2006/1/1,2.2,5.5,-1.9
2006/1/2,3.4,7.0,0.8
2006/1/3,2.7,8.9,-1.8
2006/1/4,2.7,7.6,-0.7
2006/1/5,1.9,6.9,-2.0
2006/1/6,0.1,4.1,-3.5
2006/1/7,0.5,7.1,-4.9
2006/1/8,1.3,8.0,-4.4
2006/1/9,2.1,7.6,-2.3
2006/1/10,3.3,8.3,0.2
2006/1/11,4.2,10.8,-1.6
2006/1/12,4.1,9.9,-0.2
2006/1/13,1.8,5.0,-2.7
2006/1/14,4.5,11.2,-0.2
2006/1/15,9.9,14.2,7.1
2006/1/16,7.4,11.3,3.8
2006/1/17,6.1,9.8,2.6
2006/1/18,4.2,8.4,1.8
2006/1/19,2.6,6.8,0.2
2006/1/20,2.4,8.0,-0.6
2006/1/21,1.1,4.3,-0.6
2006/1/22,3.3,8.6,0.0
2006/1/23,1.4,4.6,-2.1
2006/1/24,3.3,8.3,-1.4
2006/1/25,3.8,9.5,-0.8
2006/1/26,4.5,10.6,-1.0
2006/1/27,5.1,11.4,-0.6
2006/1/28,3.9,8.5,0.6
2006/1/29,3.8,10.2,-2.3
2006/1/30,5.8,14.7,-1.7
2006/1/31,4.7,6.6,1.9
2006/2/1,4.9,7.3,3.9
2006/2/2,6.4,10.7,3.6
2006/2/3,3.8,13.6,-1.6
2006/2/4,0.0,4.8,-2.8
2006/2/5,-0.1,5.9,-5.3
2006/2/6,0.4,4.6,-3.3
2006/2/7,3.6,8.3,-0.6
2006/2/8,6.7,12.0,2.0
2006/2/9,2.7,6.9,-1.0
2006/2/10,2.6,9.7,-4.1
2006/2/11,6.2,13.1,-0.5
2006/2/12,3.1,7.5,-0.6
2006/2/13,4.0,11.3,-3.0
2006/2/14,6.8,15.0,-1.9
2006/2/15,12.0,22.1,2.1
2006/2/16,8.1,10.4,6.1
2006/2/17,6.2,11.5,1.0
2006/2/18,3.6,8.8,-0.5
2006/2/19,4.9,9.8,-0.9
2006/2/20,4.4,8.0,1.6
2006/2/21,7.3,11.7,3.2
2006/2/22,8.9,12.4,6.1
2006/2/23,10.5,17.1,5.4
2006/2/24,6.1,7.9,4.6
2006/2/25,7.0,13.0,1.1
2006/2/26,6.4,7.7,4.8
2006/2/27,6.9,10.2,3.5
2006/2/28,3.4,5.0,2.0
2006/3/1,5.2,8.3,2.2
2006/3/2,7.3,10.3,5.0
2006/3/3,5.3,11.5,1.7
2006/3/4,5.0,10.8,-1.2
2006/3/5,6.6,13.0,0.3
2006/3/6,9.9,17.5,1.6
2006/3/7,9.1,11.2,7.4
2006/3/8,10.1,19.6,2.1
2006/3/9,7.9,13.1,3.5
2006/3/10,7.3,9.8,6.1
2006/3/11,10.4,18.6,2.9
2006/3/12,10.6,19.3,4.7
2006/3/13,4.6,8.8,0.5
2006/3/14,3.8,10.1,-0.7
2006/3/15,7.3,15.4,-0.8
2006/3/16,8.6,14.3,1.3
2006/3/17,10.8,14.8,7.3
2006/3/18,10.0,15.6,2.6
2006/3/19,8.1,15.6,2.7
2006/3/20,7.3,13.5,1.5
2006/3/21,10.7,18.3,5.3
2006/3/22,9.7,14.5,5.8
2006/3/23,10.5,17.4,6.3
2006/3/24,9.7,14.9,6.3
2006/3/25,10.1,16.3,3.5
2006/3/26,10.6,15.8,5.1
2006/3/27,11.5,18.2,6.0
2006/3/28,13.0,18.4,9.1
2006/3/29,7.7,11.9,3.1
2006/3/30,5.8,12.6,0.7
2006/3/31,6.8,12.6,1.4
