ダウンロードした時刻：2017/07/24 15:44:04

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,3.0,7.2,-1.4
2007/1/2,5.8,8.3,3.6
2007/1/3,7.8,11.0,3.6
2007/1/4,7.0,9.3,2.2
2007/1/5,4.7,9.1,-0.6
2007/1/6,6.1,8.0,4.8
2007/1/7,4.0,7.8,0.4
2007/1/8,3.6,6.5,2.1
2007/1/9,3.6,7.0,0.9
2007/1/10,4.2,7.9,-0.1
2007/1/11,5.3,6.4,3.5
2007/1/12,4.8,8.7,1.9
2007/1/13,4.4,6.5,1.6
2007/1/14,4.6,6.6,1.9
2007/1/15,3.4,7.4,0.5
2007/1/16,4.5,7.2,0.3
2007/1/17,7.0,8.4,5.7
2007/1/18,6.2,8.7,3.9
2007/1/19,5.5,8.2,4.1
2007/1/20,3.5,7.3,-0.4
2007/1/21,5.1,8.4,0.7
2007/1/22,4.9,7.1,1.1
2007/1/23,6.1,8.6,1.8
2007/1/24,4.3,7.9,0.7
2007/1/25,6.1,8.9,2.3
2007/1/26,4.9,11.0,-0.7
2007/1/27,5.8,8.0,2.7
2007/1/28,5.1,8.5,1.7
2007/1/29,5.1,9.6,0.6
2007/1/30,6.0,11.6,0.1
2007/1/31,7.0,10.6,4.6
2007/2/1,4.3,8.9,0.4
2007/2/2,1.5,3.2,0.1
2007/2/3,4.1,8.9,0.1
2007/2/4,4.9,7.7,0.2
2007/2/5,3.6,9.1,-2.7
2007/2/6,7.5,13.1,2.1
2007/2/7,7.6,11.6,2.3
2007/2/8,5.2,8.9,0.1
2007/2/9,7.5,9.3,5.8
2007/2/10,8.7,11.5,5.7
2007/2/11,4.1,5.9,2.2
2007/2/12,5.8,10.3,2.5
2007/2/13,5.9,11.9,0.8
2007/2/14,9.7,12.4,5.2
2007/2/15,5.6,8.7,3.9
2007/2/16,5.6,8.4,3.3
2007/2/17,3.5,5.5,-0.4
2007/2/18,8.2,11.7,5.5
2007/2/19,7.2,10.0,3.1
2007/2/20,5.3,11.9,0.1
2007/2/21,6.6,12.5,0.8
2007/2/22,7.7,14.2,1.6
2007/2/23,9.1,12.2,5.6
2007/2/24,4.7,7.7,2.7
2007/2/25,4.5,7.6,0.4
2007/2/26,7.1,12.0,3.1
2007/2/27,7.6,13.4,2.4
2007/2/28,7.0,9.8,4.9
2007/3/1,6.7,11.2,3.3
2007/3/2,6.5,13.0,1.5
2007/3/3,9.5,13.7,5.2
2007/3/4,13.9,19.9,9.5
2007/3/5,14.2,19.0,9.5
2007/3/6,5.1,9.9,0.8
2007/3/7,3.5,7.2,0.2
2007/3/8,3.3,6.9,1.0
2007/3/9,5.2,10.5,0.9
2007/3/10,7.2,12.7,0.8
2007/3/11,4.4,9.3,1.2
2007/3/12,2.3,5.6,0.3
2007/3/13,4.0,6.9,1.4
2007/3/14,5.7,9.2,2.3
2007/3/15,4.6,7.1,0.8
2007/3/16,5.2,10.0,0.7
2007/3/17,4.8,8.4,2.4
2007/3/18,4.4,8.6,-0.3
2007/3/19,4.3,8.7,-0.5
2007/3/20,4.9,9.3,1.4
2007/3/21,5.7,12.1,-0.5
2007/3/22,7.1,14.1,1.7
2007/3/23,9.9,16.0,3.9
2007/3/24,9.5,12.4,6.4
2007/3/25,10.8,13.7,6.6
2007/3/26,9.9,15.6,3.8
2007/3/27,9.2,14.0,6.1
2007/3/28,11.8,17.4,7.9
2007/3/29,12.3,16.4,8.6
2007/3/30,10.5,13.4,6.6
2007/3/31,11.1,17.2,4.5
2007/4/1,13.2,16.5,11.2
2007/4/2,11.8,15.1,9.2
2007/4/3,7.9,11.3,3.8
2007/4/4,5.1,9.3,2.0
2007/4/5,7.3,12.2,1.4
2007/4/6,8.9,15.5,1.9
2007/4/7,9.7,13.9,6.0
2007/4/8,10.3,15.8,5.0
2007/4/9,10.4,15.0,6.6
2007/4/10,10.1,17.6,4.1
2007/4/11,10.8,15.5,7.1
2007/4/12,11.9,18.4,4.8
2007/4/13,14.9,21.8,9.2
2007/4/14,12.4,15.3,9.7
2007/4/15,11.7,18.5,6.3
2007/4/16,11.0,12.7,10.0
2007/4/17,10.1,13.9,8.9
2007/4/18,8.7,11.5,6.9
2007/4/19,10.8,15.9,6.9
2007/4/20,13.0,21.8,4.6
2007/4/21,17.7,23.1,13.3
2007/4/22,17.4,21.5,14.0
2007/4/23,12.9,15.4,9.7
2007/4/24,13.5,19.8,8.4
2007/4/25,13.8,17.6,11.1
2007/4/26,12.3,17.8,8.1
2007/4/27,13.7,18.4,6.7
2007/4/28,14.1,19.1,9.2
2007/4/29,13.9,22.4,6.3
2007/4/30,17.0,25.9,8.0
2007/5/1,15.4,18.5,12.9
