ダウンロードした時刻：2019/10/10 15:46:39

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,3.8,8.9,0.3
2017/12/2,3.0,8.5,-0.3
2017/12/3,3.2,10.7,-2.5
2017/12/4,2.8,6.7,-2.2
2017/12/5,3.3,8.0,0.4
2017/12/6,1.3,5.9,-1.4
2017/12/7,1.5,8.1,-2.2
2017/12/8,0.7,4.7,-2.2
2017/12/9,-0.1,5.2,-3.7
2017/12/10,1.7,7.3,-4.7
2017/12/11,3.4,9.2,-1.0
2017/12/12,0.5,3.7,-1.2
2017/12/13,-0.3,4.2,-3.1
2017/12/14,-0.8,3.8,-4.2
2017/12/15,0.1,5.8,-4.5
2017/12/16,2.5,8.7,-3.0
2017/12/17,-1.0,2.1,-2.3
2017/12/18,-0.6,4.4,-4.3
2017/12/19,-0.3,5.1,-4.1
2017/12/20,0.0,6.1,-4.5
2017/12/21,-0.1,6.5,-5.2
2017/12/22,0.6,8.0,-5.2
2017/12/23,1.9,9.3,-3.5
2017/12/24,4.1,10.5,-2.9
2017/12/25,4.1,8.4,-0.4
2017/12/26,0.6,6.7,-2.4
2017/12/27,-2.7,-1.8,-3.3
2017/12/28,-1.9,2.5,-5.2
2017/12/29,-2.0,2.9,-7.3
2017/12/30,0.4,4.9,-3.6
2017/12/31,1.7,7.2,-2.3
2018/1/1,1.0,5.4,-0.6
2018/1/2,0.5,3.2,-1.2
2018/1/3,-1.2,1.4,-2.8
2018/1/4,-1.3,1.4,-2.9
2018/1/5,-1.5,2.0,-4.5
2018/1/6,-1.6,4.4,-6.6
2018/1/7,-0.4,3.3,-4.1
2018/1/8,2.1,6.9,-3.1
2018/1/9,3.2,8.6,-1.9
2018/1/10,1.4,5.3,-1.5
2018/1/11,-0.2,4.4,-2.4
2018/1/12,-2.4,2.6,-5.2
2018/1/13,-2.3,4.5,-7.5
2018/1/14,-2.0,1.9,-6.3
2018/1/15,0.0,8.1,-6.3
2018/1/16,4.0,9.7,-1.4
2018/1/17,4.2,6.0,2.4
2018/1/18,4.6,9.1,0.4
2018/1/19,1.9,5.7,-1.4
2018/1/20,2.0,9.1,-3.3
2018/1/21,1.1,8.6,-3.2
2018/1/22,-1.4,0.3,-2.9
2018/1/23,-1.8,2.2,-4.9
2018/1/24,-4.1,-2.5,-7.1
2018/1/25,-5.8,-2.1,-8.0
2018/1/26,-5.9,-2.8,-8.1
2018/1/27,-5.0,1.7,-11.1
2018/1/28,-4.0,0.3,-8.8
2018/1/29,-0.6,3.7,-5.0
2018/1/30,-3.0,0.0,-6.5
2018/1/31,-2.5,4.6,-8.8
2018/2/1,-0.7,1.7,-2.9
2018/2/2,0.2,4.0,-3.6
2018/2/3,0.5,6.0,-3.2
2018/2/4,-1.1,3.9,-6.1
2018/2/5,-2.5,1.9,-5.5
2018/2/6,-3.0,1.2,-6.6
2018/2/7,-3.3,3.3,-8.4
2018/2/8,-2.9,2.7,-7.3
2018/2/9,-2.0,4.7,-8.2
2018/2/10,1.2,7.9,-5.8
2018/2/11,1.4,5.4,-2.7
2018/2/12,-2.2,0.6,-4.6
2018/2/13,-2.0,0.4,-4.3
2018/2/14,1.3,8.8,-6.9
2018/2/15,1.2,6.3,-2.1
2018/2/16,0.6,5.7,-2.1
2018/2/17,-2.4,0.8,-5.2
2018/2/18,-2.9,2.3,-7.2
2018/2/19,-1.6,5.1,-7.2
2018/2/20,0.9,7.1,-4.2
2018/2/21,-0.4,4.0,-3.5
2018/2/22,0.5,6.8,-4.0
2018/2/23,2.1,8.0,-2.5
2018/2/24,1.2,9.0,-3.0
2018/2/25,0.9,5.7,-1.3
2018/2/26,1.1,8.5,-3.6
2018/2/27,2.2,10.7,-4.6
2018/2/28,5.4,11.4,-1.6
2018/3/1,7.0,13.7,3.6
2018/3/2,2.0,6.4,-1.3
2018/3/3,4.4,14.3,-3.5
2018/3/4,8.8,20.2,-1.2
2018/3/5,6.8,13.3,2.7
2018/3/6,1.2,4.9,-1.3
2018/3/7,2.7,9.8,-2.3
2018/3/8,7.2,11.8,2.9
2018/3/9,5.3,11.8,1.2
2018/3/10,0.9,4.7,-1.5
2018/3/11,2.7,12.0,-3.5
2018/3/12,3.4,8.7,-0.5
2018/3/13,6.8,18.6,-2.3
2018/3/14,10.0,20.4,0.8
2018/3/15,11.7,22.0,3.3
2018/3/16,4.6,11.3,0.2
2018/3/17,2.7,8.5,-0.8
2018/3/18,6.3,16.0,-2.0
2018/3/19,5.6,10.2,1.8
2018/3/20,2.9,5.2,0.8
2018/3/21,2.9,5.2,0.4
2018/3/22,6.8,11.8,3.5
2018/3/23,5.6,10.9,2.1
2018/3/24,6.1,15.1,-0.1
2018/3/25,8.2,15.8,0.8
2018/3/26,10.1,21.3,1.2
2018/3/27,11.9,22.8,4.0
2018/3/28,12.8,23.0,4.2
2018/3/29,11.6,21.9,4.6
2018/3/30,6.3,12.1,0.9
2018/3/31,8.3,19.0,-1.3
