ダウンロードした時刻：2019/10/10 16:09:55

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,8.0,11.0,5.7
1983/12/2,10.1,14.7,5.2
1983/12/3,10.9,15.3,7.0
1983/12/4,8.4,12.0,4.5
1983/12/5,9.7,14.2,6.1
1983/12/6,8.1,11.3,4.1
1983/12/7,7.4,12.1,2.8
1983/12/8,8.6,13.0,4.2
1983/12/9,8.6,14.1,2.6
1983/12/10,8.9,14.5,3.0
1983/12/11,7.5,14.0,2.8
1983/12/12,5.4,9.8,2.3
1983/12/13,6.8,12.3,0.2
1983/12/14,9.6,15.3,5.6
1983/12/15,6.9,11.3,3.1
1983/12/16,6.5,10.2,3.6
1983/12/17,4.2,9.1,1.2
1983/12/18,2.9,7.5,-0.8
1983/12/19,5.1,8.8,1.7
1983/12/20,5.2,8.7,2.5
1983/12/21,3.9,8.9,-0.9
1983/12/22,5.4,7.3,1.9
1983/12/23,4.4,7.8,1.0
1983/12/24,2.7,7.7,-1.5
1983/12/25,1.8,5.8,-1.5
1983/12/26,1.9,7.1,-2.4
1983/12/27,2.8,7.4,-1.1
1983/12/28,1.4,5.7,-1.6
1983/12/29,2.6,7.5,-1.8
1983/12/30,3.1,8.3,-1.5
1983/12/31,3.5,7.8,1.0
1984/1/1,3.3,9.0,-1.3
1984/1/2,4.1,9.6,-0.7
1984/1/3,4.9,10.2,1.8
1984/1/4,2.7,7.5,0.6
1984/1/5,1.6,5.9,-0.5
1984/1/6,3.0,7.0,-2.8
1984/1/7,3.2,7.0,-0.4
1984/1/8,3.2,7.8,0.2
1984/1/9,3.8,8.4,-1.8
1984/1/10,7.6,11.6,3.0
1984/1/11,5.0,8.4,2.8
1984/1/12,4.2,8.1,1.2
1984/1/13,4.8,9.8,0.8
1984/1/14,5.4,10.5,0.2
1984/1/15,3.4,5.7,0.8
1984/1/16,1.7,4.2,-0.2
1984/1/17,1.5,5.1,-0.3
1984/1/18,1.8,5.9,-2.0
1984/1/19,2.2,5.3,0.3
1984/1/20,1.7,5.5,-2.7
1984/1/21,2.7,4.6,0.5
1984/1/22,3.5,9.2,0.1
1984/1/23,2.4,7.4,-1.5
1984/1/24,1.9,7.1,-2.7
1984/1/25,1.0,4.9,-2.2
1984/1/26,-0.4,3.4,-3.4
1984/1/27,0.4,4.8,-2.9
1984/1/28,1.0,4.7,-1.3
1984/1/29,0.7,5.0,-3.3
1984/1/30,2.7,6.3,-1.0
1984/1/31,1.2,3.4,0.5
1984/2/1,2.5,6.7,-2.0
1984/2/2,2.8,7.7,-0.5
1984/2/3,0.0,3.1,-2.4
1984/2/4,-0.4,2.9,-3.4
1984/2/5,1.6,5.9,-3.5
1984/2/6,0.2,3.8,-3.8
1984/2/7,-2.3,0.5,-4.4
1984/2/8,-1.2,3.2,-5.0
1984/2/9,-0.4,4.1,-4.3
1984/2/10,1.0,5.5,-3.3
1984/2/11,1.6,6.1,-2.3
1984/2/12,0.3,2.5,-2.2
1984/2/13,2.3,8.0,-3.0
1984/2/14,4.2,9.6,0.7
1984/2/15,2.8,7.4,-0.5
1984/2/16,2.6,7.1,-2.3
1984/2/17,1.0,1.7,0.2
1984/2/18,3.1,5.8,-0.5
1984/2/19,3.6,7.1,0.7
1984/2/20,3.4,9.1,-1.6
1984/2/21,5.3,11.3,-1.1
1984/2/22,4.7,8.9,0.6
1984/2/23,5.8,7.9,3.6
1984/2/24,5.6,9.2,1.9
1984/2/25,5.6,8.8,1.2
1984/2/26,6.8,10.8,4.0
1984/2/27,2.1,5.7,-0.7
1984/2/28,2.0,6.3,-2.2
1984/2/29,1.4,5.2,-1.5
1984/3/1,1.1,5.9,-3.2
1984/3/2,4.1,9.1,-1.1
1984/3/3,1.4,4.8,-0.6
1984/3/4,2.2,7.4,-2.5
1984/3/5,2.8,8.1,-2.8
1984/3/6,3.4,8.3,-0.3
1984/3/7,3.9,8.3,-1.7
1984/3/8,4.4,9.4,-1.5
1984/3/9,4.7,9.4,0.4
1984/3/10,5.2,11.5,0.6
1984/3/11,3.2,8.1,-1.4
1984/3/12,5.4,11.7,-2.6
1984/3/13,6.1,8.8,3.3
1984/3/14,3.0,6.0,1.6
1984/3/15,4.4,7.8,-0.2
1984/3/16,7.8,9.8,5.5
1984/3/17,7.5,11.8,4.0
1984/3/18,8.1,13.4,2.0
1984/3/19,3.0,7.1,1.0
1984/3/20,5.8,11.5,2.7
1984/3/21,2.5,6.8,0.2
1984/3/22,3.0,7.1,-1.6
1984/3/23,4.4,9.6,-1.6
1984/3/24,5.0,8.2,1.8
1984/3/25,8.1,13.1,2.1
1984/3/26,9.2,14.8,5.3
1984/3/27,9.2,15.8,1.7
1984/3/28,10.2,15.1,6.2
1984/3/29,10.5,18.0,2.2
1984/3/30,12.5,19.0,4.9
1984/3/31,12.5,17.0,9.6
