ダウンロードした時刻：2019/10/10 16:02:02

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,12.4,14.5,9.9
1999/12/2,11.5,12.3,10.8
1999/12/3,11.0,14.4,7.1
1999/12/4,12.8,15.5,9.2
1999/12/5,15.2,18.3,11.7
1999/12/6,13.7,16.8,10.7
1999/12/7,10.3,14.5,5.9
1999/12/8,10.2,14.1,7.6
1999/12/9,12.7,16.4,7.3
1999/12/10,13.5,16.9,7.5
1999/12/11,13.3,16.6,8.4
1999/12/12,9.9,14.3,5.4
1999/12/13,10.3,13.8,5.3
1999/12/14,8.7,13.0,5.5
1999/12/15,8.0,13.1,3.4
1999/12/16,10.0,13.3,4.5
1999/12/17,13.2,14.9,11.2
1999/12/18,10.3,13.1,6.9
1999/12/19,7.7,11.1,5.3
1999/12/20,7.0,8.9,4.9
1999/12/21,6.2,9.7,0.3
1999/12/22,5.4,10.8,0.4
1999/12/23,5.1,11.2,0.5
1999/12/24,9.3,12.7,3.6
1999/12/25,10.5,13.4,7.8
1999/12/26,7.4,11.3,3.7
1999/12/27,7.2,11.5,3.9
1999/12/28,10.9,13.3,5.0
1999/12/29,10.4,15.6,5.8
1999/12/30,10.4,13.6,8.0
1999/12/31,10.5,12.8,7.6
2000/1/1,10.2,14.0,7.6
2000/1/2,8.4,10.7,6.4
2000/1/3,11.0,16.6,4.8
2000/1/4,9.9,14.6,4.7
2000/1/5,10.3,13.3,8.3
2000/1/6,11.6,14.3,9.9
2000/1/7,15.3,18.7,8.0
2000/1/8,11.2,13.9,7.7
2000/1/9,10.0,12.5,7.9
2000/1/10,11.0,15.3,7.9
2000/1/11,9.4,12.5,7.6
2000/1/12,6.4,7.7,5.3
2000/1/13,9.7,14.0,6.2
2000/1/14,12.9,16.4,8.1
2000/1/15,9.7,11.6,8.1
2000/1/16,8.9,10.1,7.6
2000/1/17,6.6,7.9,5.6
2000/1/18,8.7,11.2,6.5
2000/1/19,7.4,9.3,5.2
2000/1/20,7.7,10.4,3.8
2000/1/21,4.5,8.3,0.6
2000/1/22,4.6,10.0,-2.2
2000/1/23,10.0,12.3,6.3
2000/1/24,11.7,16.2,7.6
2000/1/25,6.3,9.7,3.5
2000/1/26,4.0,7.3,0.5
2000/1/27,1.9,5.3,0.1
2000/1/28,2.5,8.2,-1.1
2000/1/29,5.5,11.7,-1.1
2000/1/30,10.7,14.6,7.0
2000/1/31,6.8,8.9,4.5
2000/2/1,5.6,9.3,3.3
2000/2/2,6.5,10.8,2.7
2000/2/3,8.3,12.6,2.1
2000/2/4,8.5,12.0,5.8
2000/2/5,7.1,11.4,4.0
2000/2/6,8.1,12.3,2.3
2000/2/7,9.0,14.1,4.8
2000/2/8,7.8,12.2,2.3
2000/2/9,6.3,12.2,-1.2
2000/2/10,3.1,10.5,-2.0
2000/2/11,7.2,12.1,-0.5
2000/2/12,7.4,13.1,1.7
2000/2/13,7.7,11.5,3.1
2000/2/14,9.3,12.1,6.4
2000/2/15,8.2,12.0,3.4
2000/2/16,4.1,7.0,0.6
2000/2/17,4.3,8.9,-1.4
2000/2/18,5.8,9.9,1.3
2000/2/19,5.7,8.8,3.6
2000/2/20,5.8,6.8,4.7
2000/2/21,6.3,11.5,3.2
2000/2/22,4.6,9.2,-1.3
2000/2/23,6.8,10.5,3.1
2000/2/24,7.4,12.2,2.5
2000/2/25,4.4,8.8,1.9
2000/2/26,5.0,6.9,3.6
2000/2/27,6.4,11.7,2.0
2000/2/28,6.8,11.3,0.9
2000/2/29,4.7,8.9,-0.6
2000/3/1,6.1,10.9,0.6
2000/3/2,7.7,13.4,2.3
2000/3/3,11.1,16.2,6.2
2000/3/4,14.0,17.3,8.6
2000/3/5,12.9,15.8,10.1
2000/3/6,8.6,12.0,4.5
2000/3/7,11.2,15.9,4.6
2000/3/8,8.2,11.1,4.1
2000/3/9,6.7,10.7,4.1
2000/3/10,6.1,11.6,1.1
2000/3/11,8.0,12.4,3.1
2000/3/12,6.3,8.3,4.3
2000/3/13,10.1,15.2,5.7
2000/3/14,8.5,12.6,4.4
2000/3/15,8.1,12.2,4.8
2000/3/16,9.7,12.8,6.8
2000/3/17,10.5,16.4,6.7
2000/3/18,10.6,15.4,4.2
2000/3/19,13.2,15.2,10.5
2000/3/20,10.9,15.7,6.5
2000/3/21,9.3,13.9,5.7
2000/3/22,9.9,14.5,7.2
2000/3/23,11.4,16.1,7.1
2000/3/24,12.8,15.6,8.0
2000/3/25,8.9,12.3,6.7
2000/3/26,8.9,12.2,6.4
2000/3/27,9.7,16.0,1.0
2000/3/28,13.5,18.8,9.5
2000/3/29,13.7,17.5,10.1
2000/3/30,11.8,16.9,6.7
2000/3/31,12.5,16.9,6.7
