ダウンロードした時刻：2019/10/10 15:54:31

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,12.0,15.1,8.5
2016/12/2,11.0,14.9,7.4
2016/12/3,9.8,16.3,4.6
2016/12/4,10.8,16.7,6.1
2016/12/5,13.2,17.9,10.5
2016/12/6,9.7,14.9,5.6
2016/12/7,7.6,12.1,2.6
2016/12/8,8.5,13.8,5.4
2016/12/9,9.0,15.6,4.5
2016/12/10,7.5,11.4,3.6
2016/12/11,5.7,11.7,1.0
2016/12/12,5.7,9.2,0.6
2016/12/13,7.0,8.9,4.9
2016/12/14,8.7,12.9,4.1
2016/12/15,5.3,9.7,1.5
2016/12/16,4.3,8.7,1.2
2016/12/17,5.4,10.7,2.2
2016/12/18,7.9,14.5,2.1
2016/12/19,9.3,15.6,4.3
2016/12/20,8.9,12.7,6.2
2016/12/21,9.6,16.0,3.9
2016/12/22,12.2,18.0,7.5
2016/12/23,10.5,14.3,6.5
2016/12/24,7.7,12.3,4.8
2016/12/25,7.4,12.9,4.4
2016/12/26,7.8,11.3,3.5
2016/12/27,9.4,14.4,6.1
2016/12/28,4.9,8.8,2.0
2016/12/29,4.8,9.7,0.9
2016/12/30,5.1,9.4,1.7
2016/12/31,5.6,11.9,0.3
2017/1/1,7.4,13.3,2.6
2017/1/2,7.6,13.1,2.0
2017/1/3,8.6,12.3,4.9
2017/1/4,6.9,12.2,2.7
2017/1/5,5.8,9.8,2.8
2017/1/6,4.9,9.5,1.8
2017/1/7,5.4,11.5,0.1
2017/1/8,4.4,6.1,3.0
2017/1/9,8.1,14.0,4.6
2017/1/10,7.4,12.0,3.6
2017/1/11,4.9,8.3,3.3
2017/1/12,5.2,7.7,2.7
2017/1/13,4.4,9.9,1.1
2017/1/14,0.2,2.9,-2.4
2017/1/15,-0.4,3.0,-3.6
2017/1/16,1.8,5.2,-0.6
2017/1/17,3.4,9.0,-1.0
2017/1/18,4.2,9.2,-1.4
2017/1/19,5.8,10.6,1.8
2017/1/20,3.9,8.8,0.2
2017/1/21,4.6,8.6,1.7
2017/1/22,4.0,11.5,-0.3
2017/1/23,2.0,6.1,-0.4
2017/1/24,1.0,5.1,-2.5
2017/1/25,2.2,8.4,-2.5
2017/1/26,3.5,10.1,-1.7
2017/1/27,5.3,12.7,-0.3
2017/1/28,6.5,12.9,1.3
2017/1/29,6.8,13.0,0.9
2017/1/30,7.5,13.3,4.8
2017/1/31,4.1,8.5,1.3
2017/2/1,3.2,7.5,-1.5
2017/2/2,4.0,8.5,0.3
2017/2/3,5.8,11.9,0.7
2017/2/4,6.6,14.2,0.3
2017/2/5,4.4,5.5,2.5
2017/2/6,6.2,10.4,2.5
2017/2/7,3.6,7.5,1.7
2017/2/8,4.4,9.4,-0.3
2017/2/9,3.2,4.5,1.9
2017/2/10,3.6,8.7,0.8
2017/2/11,1.1,4.3,-1.0
2017/2/12,2.8,8.3,-0.6
2017/2/13,3.4,10.2,-0.8
2017/2/14,3.3,8.4,-0.8
2017/2/15,4.7,11.0,-0.3
2017/2/16,6.8,13.8,-0.4
2017/2/17,7.1,9.1,4.6
2017/2/18,7.2,12.3,3.3
2017/2/19,5.7,10.8,1.7
2017/2/20,6.6,11.9,4.2
2017/2/21,3.7,7.5,1.3
2017/2/22,5.8,12.2,-0.5
2017/2/23,9.3,15.3,6.5
2017/2/24,5.7,10.1,2.7
2017/2/25,5.9,11.4,0.1
2017/2/26,7.0,13.5,1.9
2017/2/27,6.8,13.0,2.9
2017/2/28,6.7,13.1,1.2
2017/3/1,6.3,13.6,0.8
2017/3/2,6.8,9.6,5.5
2017/3/3,7.6,11.9,3.7
2017/3/4,7.8,15.4,0.9
2017/3/5,10.0,16.7,2.8
2017/3/6,9.9,12.9,6.9
2017/3/7,4.9,9.4,2.0
2017/3/8,4.4,9.7,1.3
2017/3/9,6.0,11.7,0.9
2017/3/10,6.4,11.8,2.2
2017/3/11,6.9,13.4,1.7
2017/3/12,7.9,15.5,1.4
2017/3/13,9.6,15.2,5.5
2017/3/14,9.4,14.4,5.3
2017/3/15,7.1,12.3,3.2
2017/3/16,8.1,14.0,4.4
2017/3/17,8.4,15.1,3.2
2017/3/18,9.5,15.5,3.6
2017/3/19,11.3,17.6,5.2
2017/3/20,12.0,18.5,6.2
2017/3/21,8.8,11.3,7.0
2017/3/22,8.9,14.0,4.4
2017/3/23,9.3,15.3,4.8
2017/3/24,8.2,12.5,4.7
2017/3/25,7.9,13.8,2.7
2017/3/26,7.9,9.2,6.7
2017/3/27,9.0,14.1,4.9
2017/3/28,9.5,16.3,3.9
2017/3/29,10.5,17.1,4.6
2017/3/30,13.0,20.2,7.2
2017/3/31,8.6,12.0,6.1
