ダウンロードした時刻：2019/10/10 16:20:58

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,14.7,17.3,12.4
2011/12/2,12.8,14.2,11.6
2011/12/3,13.0,16.0,9.8
2011/12/4,11.3,14.8,7.2
2011/12/5,11.8,15.6,8.3
2011/12/6,12.4,17.3,8.4
2011/12/7,12.2,15.1,9.9
2011/12/8,10.9,13.2,8.6
2011/12/9,7.7,9.0,6.8
2011/12/10,7.8,9.1,7.0
2011/12/11,8.8,9.8,7.7
2011/12/12,9.9,12.6,7.5
2011/12/13,10.3,15.8,5.2
2011/12/14,11.1,16.2,6.8
2011/12/15,10.0,13.1,8.1
2011/12/16,5.9,8.5,4.2
2011/12/17,5.5,6.9,3.1
2011/12/18,7.0,9.0,3.3
2011/12/19,7.4,10.6,3.0
2011/12/20,6.7,11.1,2.0
2011/12/21,8.9,12.4,5.6
2011/12/22,7.7,9.9,5.1
2011/12/23,4.4,7.6,1.4
2011/12/24,4.7,8.6,1.2
2011/12/25,4.4,6.4,2.8
2011/12/26,4.2,6.4,0.4
2011/12/27,4.0,9.3,-0.2
2011/12/28,5.6,10.4,1.5
2011/12/29,6.7,11.9,2.6
2011/12/30,7.1,12.5,3.6
2011/12/31,7.5,12.0,2.3
2012/1/1,8.4,10.4,6.1
2012/1/2,6.1,9.7,2.3
2012/1/3,7.2,9.5,5.4
2012/1/4,4.3,7.1,2.3
2012/1/5,4.9,7.4,3.4
2012/1/6,5.5,8.7,2.9
2012/1/7,5.4,10.9,1.2
2012/1/8,7.4,13.5,1.5
2012/1/9,7.9,10.7,4.0
2012/1/10,5.5,8.6,2.7
2012/1/11,5.5,8.1,2.4
2012/1/12,4.0,9.1,-0.4
2012/1/13,6.0,7.9,3.9
2012/1/14,7.0,12.5,3.6
2012/1/15,7.3,8.4,5.8
2012/1/16,6.0,8.0,3.3
2012/1/17,7.3,13.2,2.3
2012/1/18,8.6,14.1,4.6
2012/1/19,9.5,10.3,8.6
2012/1/20,11.0,15.0,9.2
2012/1/21,10.3,15.2,6.9
2012/1/22,8.2,10.2,4.9
2012/1/23,4.1,6.0,2.5
2012/1/24,2.7,4.9,0.7
2012/1/25,2.3,4.0,-0.5
2012/1/26,2.1,5.6,-0.4
2012/1/27,5.5,10.9,0.2
2012/1/28,7.7,11.2,5.5
2012/1/29,7.5,11.8,4.0
2012/1/30,5.8,9.9,2.6
2012/1/31,4.8,9.6,0.3
2012/2/1,7.3,11.4,2.5
2012/2/2,-0.3,2.7,-2.5
2012/2/3,0.9,3.0,-3.0
2012/2/4,4.8,8.3,2.7
2012/2/5,5.2,6.9,2.6
2012/2/6,9.1,13.0,5.5
2012/2/7,6.8,10.1,2.2
2012/2/8,1.7,2.9,0.4
2012/2/9,3.5,6.9,1.7
2012/2/10,4.4,6.3,2.6
2012/2/11,4.6,9.5,0.5
2012/2/12,5.8,11.9,-0.3
2012/2/13,6.9,9.0,4.8
2012/2/14,9.8,12.1,8.1
2012/2/15,9.3,11.8,5.9
2012/2/16,7.1,10.4,3.2
2012/2/17,4.1,6.4,1.3
2012/2/18,1.5,3.4,0.0
2012/2/19,2.5,4.5,-0.1
2012/2/20,5.1,10.3,-0.5
2012/2/21,7.5,9.9,5.0
2012/2/22,9.4,13.5,6.9
2012/2/23,13.9,17.5,10.5
2012/2/24,11.6,16.3,7.8
2012/2/25,9.0,11.2,6.0
2012/2/26,7.0,9.5,4.2
2012/2/27,7.2,11.9,3.1
2012/2/28,6.9,9.0,5.2
2012/2/29,9.7,15.4,4.7
2012/3/1,9.7,10.7,8.6
2012/3/2,10.8,12.0,9.6
2012/3/3,11.8,16.5,7.9
2012/3/4,10.0,11.8,8.9
2012/3/5,11.8,15.3,9.9
2012/3/6,12.4,15.2,9.9
2012/3/7,9.4,10.5,7.4
2012/3/8,9.6,12.6,6.9
2012/3/9,10.4,13.4,8.2
2012/3/10,10.2,14.3,6.3
2012/3/11,6.9,10.3,4.7
2012/3/12,4.9,8.3,1.8
2012/3/13,6.1,11.9,1.4
2012/3/14,7.8,14.0,1.6
2012/3/15,10.6,16.9,5.3
2012/3/16,11.9,14.8,9.6
2012/3/17,15.1,17.6,13.7
2012/3/18,12.7,15.1,10.5
2012/3/19,10.6,14.2,7.6
2012/3/20,10.0,15.3,6.6
2012/3/21,9.9,16.3,4.3
2012/3/22,11.5,16.0,6.1
2012/3/23,15.4,20.1,11.3
2012/3/24,10.2,11.8,9.2
2012/3/25,9.0,11.5,6.4
2012/3/26,8.2,11.3,5.1
2012/3/27,10.3,16.1,4.5
2012/3/28,14.4,18.7,10.0
2012/3/29,14.8,21.1,7.4
2012/3/30,18.0,21.0,15.8
2012/3/31,12.6,16.5,10.4
