ダウンロードした時刻：2017/07/24 15:43:47

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,2.6,7.2,-1.0
1984/1/2,3.0,9.8,-2.1
1984/1/3,4.0,6.9,0.2
1984/1/4,3.3,6.9,0.4
1984/1/5,1.5,6.0,-0.5
1984/1/6,1.7,5.4,-1.3
1984/1/7,2.2,6.6,-0.9
1984/1/8,1.5,7.3,-2.4
1984/1/9,2.7,8.4,-2.6
1984/1/10,6.5,10.2,3.0
1984/1/11,3.7,6.8,0.5
1984/1/12,2.4,6.2,-0.5
1984/1/13,3.3,7.9,-1.0
1984/1/14,4.4,9.8,0.5
1984/1/15,4.2,7.4,0.9
1984/1/16,1.6,4.6,-1.2
1984/1/17,0.7,4.2,-2.0
1984/1/18,2.2,5.6,-1.9
1984/1/19,1.4,3.1,-0.3
1984/1/20,1.0,5.1,-1.1
1984/1/21,1.2,2.3,-0.3
1984/1/22,2.6,6.6,0.3
1984/1/23,2.1,6.2,-0.7
1984/1/24,2.7,6.3,-0.6
1984/1/25,1.7,5.8,-1.0
1984/1/26,-0.2,3.8,-3.3
1984/1/27,0.7,5.9,-2.7
1984/1/28,0.9,5.7,-2.7
1984/1/29,-0.6,3.5,-3.1
1984/1/30,1.2,4.2,-1.4
1984/1/31,1.5,3.2,0.1
1984/2/1,3.3,7.9,0.1
1984/2/2,2.9,8.7,-0.1
1984/2/3,-0.2,4.1,-2.8
1984/2/4,-0.5,2.0,-3.1
1984/2/5,1.8,6.0,-3.0
1984/2/6,0.2,4.4,-3.8
1984/2/7,-2.7,0.9,-5.1
1984/2/8,-0.3,4.4,-4.5
1984/2/9,-0.2,3.6,-3.3
1984/2/10,0.4,4.5,-2.1
1984/2/11,1.4,6.3,-2.0
1984/2/12,1.0,6.2,-3.0
1984/2/13,4.1,8.7,0.9
1984/2/14,4.1,8.9,0.9
1984/2/15,2.7,6.5,0.4
1984/2/16,1.6,5.8,-0.7
1984/2/17,0.8,1.8,-0.8
1984/2/18,1.9,4.6,0.4
1984/2/19,2.2,4.8,0.4
1984/2/20,3.0,9.3,-2.8
1984/2/21,4.9,12.1,-0.2
1984/2/22,5.4,11.3,0.2
1984/2/23,7.0,8.6,4.5
1984/2/24,5.5,8.8,2.7
1984/2/25,5.8,10.3,1.3
1984/2/26,7.0,8.6,5.1
1984/2/27,2.4,5.4,-0.8
1984/2/28,0.9,3.9,-1.3
1984/2/29,1.1,6.0,-1.6
1984/3/1,0.8,5.2,-3.1
1984/3/2,3.5,9.8,-2.0
1984/3/3,1.4,4.1,-1.4
1984/3/4,2.9,8.1,-1.6
1984/3/5,2.8,8.4,-1.3
1984/3/6,3.0,8.8,-1.2
1984/3/7,2.8,7.5,-1.4
1984/3/8,3.9,8.6,0.2
1984/3/9,4.2,9.8,-0.5
1984/3/10,3.4,5.5,1.1
1984/3/11,2.1,7.7,-0.7
1984/3/12,3.6,12.7,-2.4
1984/3/13,4.4,8.0,1.0
1984/3/14,3.6,6.0,1.5
1984/3/15,6.2,12.2,0.0
1984/3/16,8.4,9.8,6.4
1984/3/17,7.8,12.2,3.6
1984/3/18,6.1,12.0,1.9
1984/3/19,2.8,4.1,0.9
1984/3/20,5.5,9.2,2.5
1984/3/21,2.7,7.7,0.0
1984/3/22,2.3,6.9,-0.9
1984/3/23,4.3,11.6,-1.7
1984/3/24,4.9,6.7,2.2
1984/3/25,8.0,14.4,3.3
1984/3/26,7.1,12.4,2.2
1984/3/27,7.9,15.4,0.3
1984/3/28,7.7,13.2,2.8
1984/3/29,9.5,17.3,1.2
1984/3/30,13.4,20.3,5.3
1984/3/31,10.8,15.5,7.9
1984/4/1,8.4,12.7,6.3
1984/4/2,8.6,15.6,4.4
1984/4/3,11.2,16.0,4.3
1984/4/4,13.4,17.9,10.7
1984/4/5,14.4,16.8,12.1
1984/4/6,9.9,15.4,6.0
1984/4/7,7.7,14.9,3.0
1984/4/8,7.2,13.1,1.6
1984/4/9,9.9,14.8,2.8
1984/4/10,11.7,13.5,10.1
1984/4/11,12.2,16.3,9.2
1984/4/12,10.0,15.7,6.2
1984/4/13,10.7,18.3,4.1
1984/4/14,12.2,20.3,4.6
1984/4/15,14.0,20.8,8.1
1984/4/16,13.6,15.6,11.8
1984/4/17,18.0,25.2,11.7
1984/4/18,20.2,26.1,15.4
1984/4/19,16.0,18.2,10.7
1984/4/20,10.6,13.3,9.5
1984/4/21,12.3,15.2,8.7
1984/4/22,11.3,14.1,8.3
1984/4/23,11.6,20.3,5.0
1984/4/24,13.7,22.4,4.6
1984/4/25,16.2,22.2,9.0
1984/4/26,17.6,23.4,13.5
1984/4/27,18.3,25.0,12.5
1984/4/28,17.7,24.2,11.2
1984/4/29,17.4,22.7,12.5
1984/4/30,15.5,18.3,13.9
1984/5/1,14.1,16.1,9.9
