ダウンロードした時刻：2019/10/10 15:58:05

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,12.2,18.2,5.8
1980/12/2,14.5,19.1,8.5
1980/12/3,15.4,20.3,12.4
1980/12/4,10.9,14.7,7.0
1980/12/5,9.1,14.2,4.0
1980/12/6,7.9,13.1,1.9
1980/12/7,8.2,14.3,1.9
1980/12/8,8.8,15.2,2.6
1980/12/9,8.8,14.2,2.8
1980/12/10,9.3,13.8,4.5
1980/12/11,9.2,15.1,2.9
1980/12/12,10.5,15.0,6.9
1980/12/13,4.6,7.6,2.0
1980/12/14,5.0,7.9,1.6
1980/12/15,5.5,11.0,0.9
1980/12/16,4.7,10.6,-1.6
1980/12/17,5.5,11.6,-0.3
1980/12/18,8.5,14.5,1.2
1980/12/19,8.3,12.0,2.7
1980/12/20,5.1,10.4,-0.3
1980/12/21,3.7,9.4,-1.7
1980/12/22,4.6,10.1,-1.2
1980/12/23,6.3,9.4,0.9
1980/12/24,6.5,8.7,3.8
1980/12/25,7.7,13.9,1.7
1980/12/26,6.7,12.8,0.8
1980/12/27,4.1,7.1,2.0
1980/12/28,3.1,6.2,1.5
1980/12/29,3.4,8.0,-1.9
1980/12/30,3.7,11.2,-3.9
1980/12/31,4.8,11.0,-2.2
1981/1/1,4.4,9.8,-1.1
1981/1/2,6.5,12.4,3.3
1981/1/3,3.8,6.4,1.7
1981/1/4,5.6,10.0,1.6
1981/1/5,4.4,8.5,0.0
1981/1/6,3.4,9.0,-1.2
1981/1/7,3.8,9.0,-1.0
1981/1/8,2.7,9.3,-3.5
1981/1/9,3.6,10.3,-2.9
1981/1/10,5.8,11.1,0.4
1981/1/11,4.4,9.8,-1.4
1981/1/12,3.4,6.7,1.2
1981/1/13,3.7,8.1,0.6
1981/1/14,3.1,7.9,-2.8
1981/1/15,4.0,7.6,-2.3
1981/1/16,4.6,10.3,-1.0
1981/1/17,3.1,8.3,-2.0
1981/1/18,4.8,11.2,-3.1
1981/1/19,7.7,11.9,4.4
1981/1/20,5.2,10.8,0.0
1981/1/21,3.6,10.1,-2.4
1981/1/22,2.2,7.6,-3.8
1981/1/23,3.6,10.1,-3.7
1981/1/24,6.6,14.0,-1.5
1981/1/25,8.7,12.7,5.3
1981/1/26,4.9,8.0,0.0
1981/1/27,2.6,7.4,-2.0
1981/1/28,3.5,8.3,-1.5
1981/1/29,4.4,10.5,-1.3
1981/1/30,3.4,9.3,-2.6
1981/1/31,4.8,9.7,-1.4
1981/2/1,5.3,6.9,3.7
1981/2/2,6.3,10.5,-1.0
1981/2/3,7.3,11.4,4.2
1981/2/4,5.2,9.1,2.3
1981/2/5,3.9,10.1,-2.7
1981/2/6,5.2,9.8,-1.8
1981/2/7,5.8,11.3,1.4
1981/2/8,6.7,13.0,-0.2
1981/2/9,6.7,13.9,-1.0
1981/2/10,5.8,12.9,-0.9
1981/2/11,4.8,9.6,-0.2
1981/2/12,4.6,10.0,-1.9
1981/2/13,8.3,11.2,3.8
1981/2/14,10.6,14.6,7.8
1981/2/15,11.8,15.5,7.4
1981/2/16,16.5,23.9,10.6
1981/2/17,6.3,13.5,1.9
1981/2/18,5.2,8.6,1.4
1981/2/19,9.8,14.3,5.0
1981/2/20,7.9,10.6,5.0
1981/2/21,7.0,11.4,1.2
1981/2/22,6.3,9.0,3.3
1981/2/23,5.3,7.5,1.6
1981/2/24,6.9,9.4,5.4
1981/2/25,4.1,7.2,0.6
1981/2/26,-0.9,2.3,-4.2
1981/2/27,0.6,6.9,-5.1
1981/2/28,3.3,9.0,-1.4
1981/3/1,4.2,9.6,-1.4
1981/3/2,4.8,7.7,2.4
1981/3/3,6.5,10.8,-0.3
1981/3/4,9.8,12.4,7.3
1981/3/5,10.1,16.1,6.5
1981/3/6,7.2,12.2,1.3
1981/3/7,7.6,13.2,-0.4
1981/3/8,12.6,17.8,7.7
1981/3/9,8.1,9.7,6.6
1981/3/10,7.4,13.1,2.2
1981/3/11,5.4,10.1,-0.8
1981/3/12,9.2,16.1,3.0
1981/3/13,10.3,15.5,3.0
1981/3/14,11.2,12.9,9.6
1981/3/15,13.6,18.8,7.6
1981/3/16,9.0,13.7,3.8
1981/3/17,8.6,13.1,4.2
1981/3/18,9.4,14.8,3.5
1981/3/19,11.8,18.1,3.8
1981/3/20,13.9,18.4,10.3
1981/3/21,12.3,14.2,10.7
1981/3/22,13.2,18.0,9.8
1981/3/23,13.9,18.2,8.7
1981/3/24,11.2,14.1,8.2
1981/3/25,13.5,18.5,10.0
1981/3/26,14.8,18.7,8.2
1981/3/27,12.0,16.8,6.7
1981/3/28,10.2,14.2,6.5
1981/3/29,11.0,14.9,5.0
1981/3/30,11.2,13.1,9.2
1981/3/31,7.9,9.3,6.6
