ダウンロードした時刻：2019/10/10 15:55:59

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,13.9,16.0,11.1
1982/12/2,12.4,16.8,7.3
1982/12/3,13.9,18.1,10.6
1982/12/4,13.2,15.3,9.8
1982/12/5,16.4,18.4,9.4
1982/12/6,7.7,17.5,2.7
1982/12/7,5.8,8.1,3.0
1982/12/8,7.3,11.5,1.8
1982/12/9,6.7,10.3,4.2
1982/12/10,8.2,14.0,2.7
1982/12/11,14.5,18.8,5.4
1982/12/12,13.0,18.2,11.1
1982/12/13,9.0,11.3,7.9
1982/12/14,8.7,9.4,8.0
1982/12/15,7.5,11.7,4.3
1982/12/16,9.6,12.9,4.8
1982/12/17,11.8,14.2,8.5
1982/12/18,8.4,11.2,6.3
1982/12/19,6.4,7.8,3.0
1982/12/20,6.5,11.7,1.9
1982/12/21,9.3,13.6,2.5
1982/12/22,10.3,12.0,8.0
1982/12/23,10.6,16.2,7.1
1982/12/24,10.0,14.2,5.6
1982/12/25,9.2,11.6,5.8
1982/12/26,7.8,10.6,4.9
1982/12/27,8.8,10.7,6.3
1982/12/28,8.3,10.4,4.7
1982/12/29,10.1,13.1,6.0
1982/12/30,8.2,12.9,4.0
1982/12/31,5.9,7.8,3.1
1983/1/1,5.4,8.5,2.1
1983/1/2,5.7,6.8,4.7
1983/1/3,5.6,8.4,1.5
1983/1/4,5.7,8.2,1.4
1983/1/5,9.0,12.3,5.3
1983/1/6,9.0,9.9,7.6
1983/1/7,8.5,10.3,7.5
1983/1/8,10.5,15.4,6.0
1983/1/9,7.6,10.5,5.2
1983/1/10,4.6,9.4,1.2
1983/1/11,3.5,8.0,-0.5
1983/1/12,6.2,11.7,0.9
1983/1/13,7.4,9.5,3.6
1983/1/14,4.5,7.9,1.4
1983/1/15,5.1,8.2,0.4
1983/1/16,4.4,6.3,2.1
1983/1/17,7.0,11.6,0.5
1983/1/18,7.8,9.6,6.1
1983/1/19,6.2,8.7,1.7
1983/1/20,4.6,7.6,1.6
1983/1/21,3.6,7.5,0.5
1983/1/22,1.8,5.9,-1.6
1983/1/23,1.8,6.2,-3.2
1983/1/24,5.8,10.9,1.1
1983/1/25,6.5,10.5,1.6
1983/1/26,7.0,11.8,2.2
1983/1/27,5.9,9.5,2.0
1983/1/28,6.9,10.7,1.7
1983/1/29,8.3,12.3,3.5
1983/1/30,8.3,12.8,3.9
1983/1/31,5.3,9.3,2.2
1983/2/1,8.2,11.5,2.1
1983/2/2,6.9,8.9,5.4
1983/2/3,6.4,8.3,4.3
1983/2/4,4.6,7.2,0.8
1983/2/5,6.6,8.5,4.3
1983/2/6,7.2,12.0,1.6
1983/2/7,6.5,9.9,3.7
1983/2/8,5.3,8.9,1.4
1983/2/9,7.2,12.9,2.7
1983/2/10,5.6,10.2,2.0
1983/2/11,4.5,7.2,1.2
1983/2/12,5.4,11.3,1.9
1983/2/13,3.2,8.8,-0.4
1983/2/14,3.2,5.8,-1.2
1983/2/15,7.5,13.2,3.8
1983/2/16,6.9,9.2,2.6
1983/2/17,7.7,9.3,6.5
1983/2/18,6.4,9.1,3.4
1983/2/19,4.8,9.0,1.3
1983/2/20,5.2,10.5,0.5
1983/2/21,3.9,9.0,0.4
1983/2/22,4.3,7.0,-0.6
1983/2/23,7.5,10.0,5.1
1983/2/24,5.6,8.5,4.2
1983/2/25,6.0,8.9,2.4
1983/2/26,4.7,8.8,1.5
1983/2/27,4.4,9.9,-0.4
1983/2/28,6.4,8.7,2.4
1983/3/1,8.1,12.0,3.6
1983/3/2,7.9,10.2,6.1
1983/3/3,9.2,15.2,6.3
1983/3/4,6.4,7.7,5.2
1983/3/5,5.4,7.7,3.3
1983/3/6,6.5,11.1,1.2
1983/3/7,5.8,10.3,1.9
1983/3/8,4.7,8.0,1.4
1983/3/9,5.2,7.8,-0.1
1983/3/10,8.6,12.8,5.7
1983/3/11,9.5,12.6,6.6
1983/3/12,10.1,13.3,7.1
1983/3/13,10.3,14.3,4.7
1983/3/14,6.3,10.6,2.3
1983/3/15,6.6,9.8,1.2
1983/3/16,8.5,12.1,6.8
1983/3/17,9.2,13.4,6.8
1983/3/18,6.4,10.3,2.1
1983/3/19,5.5,9.1,-0.4
1983/3/20,9.9,12.5,4.6
1983/3/21,10.0,13.2,7.8
1983/3/22,9.0,13.5,5.7
1983/3/23,12.6,16.6,5.4
1983/3/24,9.7,15.6,7.0
1983/3/25,7.2,8.8,6.2
1983/3/26,8.5,10.2,6.3
1983/3/27,6.9,8.9,6.2
1983/3/28,8.3,9.6,7.5
1983/3/29,8.4,9.3,7.4
1983/3/30,8.6,10.0,7.7
1983/3/31,8.4,10.3,7.2
