ダウンロードした時刻：2019/10/10 16:25:11

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,13.1,18.8,7.6
2001/12/2,14.1,19.3,9.8
2001/12/3,15.3,19.9,9.6
2001/12/4,18.1,22.8,16.0
2001/12/5,16.7,21.9,12.2
2001/12/6,12.1,15.1,8.9
2001/12/7,9.6,14.2,6.6
2001/12/8,11.5,17.6,6.0
2001/12/9,12.3,17.6,7.7
2001/12/10,12.6,14.4,10.3
2001/12/11,13.6,16.8,11.7
2001/12/12,14.9,17.6,11.8
2001/12/13,15.5,20.0,9.7
2001/12/14,8.3,11.2,6.7
2001/12/15,8.3,12.5,3.7
2001/12/16,7.8,11.6,3.0
2001/12/17,8.9,11.0,7.2
2001/12/18,10.3,15.5,7.1
2001/12/19,10.3,16.4,5.8
2001/12/20,9.7,16.6,3.6
2001/12/21,9.0,11.9,6.6
2001/12/22,6.9,10.7,4.5
2001/12/23,8.5,13.3,4.3
2001/12/24,8.6,13.8,4.3
2001/12/25,7.0,9.5,5.7
2001/12/26,7.7,13.4,2.9
2001/12/27,8.0,12.8,2.8
2001/12/28,8.4,12.6,6.1
2001/12/29,9.1,13.3,5.1
2001/12/30,9.4,12.6,5.2
2001/12/31,7.8,14.0,3.7
2002/1/1,8.2,15.2,4.1
2002/1/2,4.2,7.4,1.6
2002/1/3,5.2,9.6,2.4
2002/1/4,10.6,16.4,4.0
2002/1/5,12.0,15.4,6.1
2002/1/6,7.4,13.2,2.2
2002/1/7,8.5,15.1,3.4
2002/1/8,7.8,10.1,6.3
2002/1/9,7.6,12.0,3.9
2002/1/10,9.6,16.1,2.0
2002/1/11,12.5,18.2,7.2
2002/1/12,10.7,18.9,3.5
2002/1/13,11.5,13.6,7.4
2002/1/14,15.1,16.6,13.3
2002/1/15,16.8,19.5,14.1
2002/1/16,18.5,22.3,16.5
2002/1/17,14.5,17.7,9.8
2002/1/18,9.9,11.5,8.5
2002/1/19,10.0,12.5,7.6
2002/1/20,12.5,15.6,8.8
2002/1/21,10.2,13.2,7.3
2002/1/22,6.3,9.8,3.9
2002/1/23,5.9,9.1,3.5
2002/1/24,6.6,11.2,3.3
2002/1/25,7.9,11.9,2.0
2002/1/26,12.9,17.0,9.2
2002/1/27,10.1,14.3,6.7
2002/1/28,7.7,11.3,5.0
2002/1/29,6.1,10.1,4.2
2002/1/30,6.8,10.6,4.6
2002/1/31,6.7,10.7,3.4
2002/2/1,7.1,14.6,1.3
2002/2/2,8.1,9.6,6.1
2002/2/3,9.2,15.0,4.5
2002/2/4,9.1,15.4,4.4
2002/2/5,10.1,12.7,7.5
2002/2/6,10.3,16.7,5.7
2002/2/7,9.9,15.8,5.2
2002/2/8,10.8,18.2,3.2
2002/2/9,11.6,17.8,7.4
2002/2/10,7.8,12.2,4.7
2002/2/11,7.1,10.2,3.5
2002/2/12,7.8,12.7,4.7
2002/2/13,7.2,11.4,2.1
2002/2/14,8.9,14.5,4.4
2002/2/15,8.9,14.6,4.1
2002/2/16,9.0,15.7,2.4
2002/2/17,10.7,13.1,8.4
2002/2/18,9.4,13.0,5.3
2002/2/19,6.8,12.0,3.6
2002/2/20,7.1,15.8,0.2
2002/2/21,10.4,16.8,2.5
2002/2/22,14.2,19.4,9.8
2002/2/23,11.1,17.1,5.6
2002/2/24,12.5,17.7,9.2
2002/2/25,11.8,18.0,6.2
2002/2/26,12.9,18.9,6.9
2002/2/27,14.9,16.4,13.4
2002/2/28,18.2,20.6,14.9
2002/3/1,14.2,17.8,11.8
2002/3/2,12.7,13.8,11.3
2002/3/3,13.5,18.7,10.1
2002/3/4,13.3,17.1,8.2
2002/3/5,16.3,21.5,12.7
2002/3/6,11.7,14.9,9.4
2002/3/7,9.5,13.6,6.2
2002/3/8,9.3,16.5,3.4
2002/3/9,9.7,17.0,2.5
2002/3/10,13.5,21.0,5.5
2002/3/11,15.6,21.9,10.3
2002/3/12,13.3,20.0,7.1
2002/3/13,15.1,20.9,7.9
2002/3/14,16.3,19.4,13.5
2002/3/15,16.9,21.2,14.3
2002/3/16,15.2,20.3,11.6
2002/3/17,14.5,19.7,9.5
2002/3/18,14.5,19.3,9.6
2002/3/19,12.8,20.9,5.6
2002/3/20,15.0,20.6,8.4
2002/3/21,15.7,20.3,11.7
2002/3/22,10.7,12.7,9.7
2002/3/23,11.7,16.9,7.8
2002/3/24,11.2,15.0,8.9
2002/3/25,11.9,14.9,9.6
2002/3/26,16.9,22.3,12.3
2002/3/27,17.7,22.7,12.2
2002/3/28,15.8,20.2,10.4
2002/3/29,16.8,20.9,15.5
2002/3/30,16.6,22.1,11.7
2002/3/31,16.2,22.3,10.8
