ダウンロードした時刻：2019/10/10 15:57:52

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,7.2,11.4,4.6
1995/12/2,7.8,12.2,4.4
1995/12/3,9.2,14.2,5.9
1995/12/4,9.6,14.3,5.7
1995/12/5,7.5,10.8,4.6
1995/12/6,6.0,9.7,3.0
1995/12/7,7.2,12.2,2.9
1995/12/8,6.0,9.8,2.8
1995/12/9,5.6,10.9,2.1
1995/12/10,5.6,11.7,-0.1
1995/12/11,8.1,12.8,1.5
1995/12/12,9.9,15.1,6.0
1995/12/13,8.3,13.5,4.3
1995/12/14,8.8,14.0,2.7
1995/12/15,10.4,14.1,5.7
1995/12/16,6.5,10.4,3.1
1995/12/17,6.9,11.4,3.6
1995/12/18,6.8,12.3,2.6
1995/12/19,7.3,11.9,3.8
1995/12/20,7.4,12.9,3.1
1995/12/21,7.1,11.0,4.0
1995/12/22,7.1,13.2,3.5
1995/12/23,8.2,12.5,3.9
1995/12/24,6.4,11.7,2.1
1995/12/25,1.4,5.0,-1.1
1995/12/26,0.8,4.3,-1.1
1995/12/27,2.6,8.2,-2.1
1995/12/28,4.3,9.9,-1.0
1995/12/29,5.6,9.2,3.1
1995/12/30,4.5,8.6,2.1
1995/12/31,5.6,9.9,2.0
1996/1/1,6.0,11.1,2.0
1996/1/2,5.4,10.8,0.1
1996/1/3,8.2,14.4,3.2
1996/1/4,4.5,8.5,2.0
1996/1/5,7.0,13.0,2.8
1996/1/6,9.0,13.4,5.7
1996/1/7,7.7,14.1,2.8
1996/1/8,7.2,13.7,2.4
1996/1/9,1.3,3.8,-0.8
1996/1/10,2.8,5.8,1.0
1996/1/11,5.5,10.0,2.1
1996/1/12,6.6,12.1,2.5
1996/1/13,7.2,13.6,0.9
1996/1/14,9.1,14.2,4.0
1996/1/15,13.1,18.3,9.4
1996/1/16,12.2,15.8,7.2
1996/1/17,7.2,10.7,3.8
1996/1/18,7.0,9.1,4.2
1996/1/19,5.8,8.3,3.7
1996/1/20,6.7,11.5,3.9
1996/1/21,7.2,11.9,3.3
1996/1/22,4.5,9.1,1.9
1996/1/23,5.5,10.5,1.4
1996/1/24,3.2,6.2,0.7
1996/1/25,2.8,5.9,-0.8
1996/1/26,2.8,6.6,0.2
1996/1/27,3.2,8.7,-1.2
1996/1/28,4.4,9.2,-1.2
1996/1/29,5.6,10.3,1.5
1996/1/30,3.2,7.1,0.0
1996/1/31,1.4,4.9,-1.6
1996/2/1,2.1,5.1,0.1
1996/2/2,0.2,3.1,-1.8
1996/2/3,1.2,5.7,-2.5
1996/2/4,3.4,8.3,-1.0
1996/2/5,5.9,11.4,0.2
1996/2/6,1.7,5.3,-0.2
1996/2/7,3.8,10.0,-0.4
1996/2/8,5.4,9.8,0.2
1996/2/9,6.0,10.8,1.4
1996/2/10,2.5,7.3,-0.2
1996/2/11,3.8,9.4,-0.2
1996/2/12,8.3,14.1,0.9
1996/2/13,9.8,15.8,6.1
1996/2/14,13.2,21.2,6.8
1996/2/15,13.7,20.8,6.7
1996/2/16,7.3,12.3,3.6
1996/2/17,3.0,4.9,0.8
1996/2/18,2.9,4.6,0.9
1996/2/19,2.8,7.8,-0.4
1996/2/20,3.0,8.9,-2.0
1996/2/21,4.3,9.5,0.6
1996/2/22,3.5,9.0,-1.8
1996/2/23,4.0,8.8,-0.6
1996/2/24,5.6,11.6,-0.1
1996/2/25,6.9,10.2,3.8
1996/2/26,8.1,13.5,4.3
1996/2/27,6.0,8.5,3.4
1996/2/28,7.0,12.7,3.0
1996/2/29,8.3,14.3,1.9
1996/3/1,9.1,13.7,5.0
1996/3/2,5.2,9.2,2.3
1996/3/3,4.7,9.8,0.6
1996/3/4,5.5,11.5,0.1
1996/3/5,3.7,8.1,0.6
1996/3/6,4.6,10.3,0.0
1996/3/7,5.3,10.5,1.8
1996/3/8,7.9,13.4,4.1
1996/3/9,6.8,11.7,3.7
1996/3/10,6.7,12.3,2.4
1996/3/11,6.9,12.4,2.5
1996/3/12,4.8,9.6,1.3
1996/3/13,7.5,12.6,2.2
1996/3/14,10.4,16.5,4.1
1996/3/15,9.3,13.3,7.3
1996/3/16,11.6,17.5,7.1
1996/3/17,12.1,15.6,8.8
1996/3/18,9.8,14.5,4.0
1996/3/19,6.9,11.7,3.1
1996/3/20,8.6,12.9,4.8
1996/3/21,11.9,18.9,5.0
1996/3/22,12.9,19.0,8.5
1996/3/23,10.1,14.2,7.6
1996/3/24,9.4,13.3,7.7
1996/3/25,11.4,15.9,8.1
1996/3/26,11.7,17.4,7.7
1996/3/27,12.1,16.9,8.1
1996/3/28,13.5,20.7,8.4
1996/3/29,11.7,15.0,9.9
1996/3/30,14.3,17.3,10.6
1996/3/31,15.8,19.7,12.8
