É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:39

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2005/12/1,5.9,12.9,-0.1
2005/12/2,6.5,13.3,0.4
2005/12/3,7.0,13.6,1.1
2005/12/4,4.0,8.2,2.3
2005/12/5,3.7,9.1,-0.3
2005/12/6,4.1,12.3,-2.8
2005/12/7,4.3,9.8,-0.5
2005/12/8,3.9,9.6,0.5
2005/12/9,4.4,11.8,-2.3
2005/12/10,5.7,13.2,-1.6
2005/12/11,4.0,9.5,-0.6
2005/12/12,2.8,8.1,-0.9
2005/12/13,2.8,7.4,-2.1
2005/12/14,0.9,7.4,-5.0
2005/12/15,0.6,7.5,-5.0
2005/12/16,1.2,9.5,-5.6
2005/12/17,1.6,9.9,-5.0
2005/12/18,0.1,4.3,-2.6
2005/12/19,1.5,7.3,-4.4
2005/12/20,0.7,8.5,-5.8
2005/12/21,2.4,8.0,-2.0
2005/12/22,2.7,6.1,0.2
2005/12/23,1.9,9.6,-4.6
2005/12/24,2.5,6.9,-3.1
2005/12/25,-0.6,7.0,-6.8
2005/12/26,3.0,7.3,-3.0
2005/12/27,1.9,7.8,-3.6
2005/12/28,3.0,8.4,-1.7
2005/12/29,0.0,7.0,-6.3
2005/12/30,1.2,7.8,-4.6
2005/12/31,4.8,8.7,-0.8
2006/1/1,3.7,8.8,-0.4
2006/1/2,2.1,4.3,-0.7
2006/1/3,1.5,6.5,-3.4
2006/1/4,4.0,7.1,-0.1
2006/1/5,1.3,7.0,-2.5
2006/1/6,-2.1,0.6,-5.4
2006/1/7,-0.6,7.6,-7.3
2006/1/8,-0.7,7.2,-7.8
2006/1/9,-1.1,5.8,-7.3
2006/1/10,1.6,8.8,-4.2
2006/1/11,2.7,10.5,-3.9
2006/1/12,1.8,9.4,-4.7
2006/1/13,3.0,7.9,-2.1
2006/1/14,5.1,10.9,2.6
2006/1/15,8.4,12.0,1.8
2006/1/16,7.7,11.2,4.5
2006/1/17,6.4,11.3,2.3
2006/1/18,3.5,7.6,-0.5
2006/1/19,1.5,8.1,-3.6
2006/1/20,1.6,7.1,-2.8
2006/1/21,1.9,2.8,0.4
2006/1/22,2.8,8.3,-1.6
2006/1/23,1.6,5.8,-1.5
2006/1/24,1.7,8.5,-4.9
2006/1/25,0.4,7.2,-5.7
2006/1/26,1.8,11.3,-5.7
2006/1/27,2.1,9.8,-5.9
2006/1/28,4.1,10.7,-2.0
2006/1/29,2.0,10.3,-4.9
2006/1/30,4.4,12.8,-1.8
2006/1/31,5.5,7.7,1.2
2006/2/1,5.8,6.4,4.1
2006/2/2,6.1,12.6,-0.2
2006/2/3,4.3,12.9,-0.7
2006/2/4,-0.4,4.9,-4.1
2006/2/5,-0.4,6.8,-6.9
2006/2/6,0.2,6.2,-4.5
2006/2/7,3.3,6.8,0.0
2006/2/8,4.0,11.3,-2.1
2006/2/9,2.3,6.7,-3.1
2006/2/10,1.2,9.2,-6.1
2006/2/11,4.4,13.5,-3.9
2006/2/12,2.6,7.5,-1.1
2006/2/13,1.6,11.4,-6.5
2006/2/14,7.3,17.8,-2.9
2006/2/15,12.8,23.7,3.1
2006/2/16,10.0,11.0,8.7
2006/2/17,7.8,13.0,1.4
2006/2/18,3.6,9.6,-2.6
2006/2/19,5.8,11.6,0.3
2006/2/20,4.8,8.3,2.1
2006/2/21,6.8,12.2,2.3
2006/2/22,9.5,16.3,4.7
2006/2/23,10.5,17.6,4.5
2006/2/24,8.0,12.0,5.7
2006/2/25,8.7,15.9,2.8
2006/2/26,5.8,8.0,4.6
2006/2/27,6.7,12.9,3.5
2006/2/28,5.2,7.7,2.9
2006/3/1,6.9,8.8,4.8
2006/3/2,7.4,12.2,4.0
2006/3/3,4.5,11.9,-0.4
2006/3/4,4.0,11.5,-2.6
2006/3/5,5.7,14.3,-2.1
2006/3/6,8.5,14.4,2.7
2006/3/7,9.7,14.9,4.6
2006/3/8,10.9,21.1,2.7
2006/3/9,8.6,14.9,2.4
2006/3/10,8.7,12.2,7.0
2006/3/11,10.4,17.0,6.0
2006/3/12,10.8,16.3,6.3
2006/3/13,5.6,10.5,0.5
2006/3/14,2.8,8.3,-3.4
2006/3/15,5.6,15.4,-2.9
2006/3/16,8.0,14.9,-0.1
2006/3/17,12.0,17.2,5.9
2006/3/18,9.5,16.7,2.3
2006/3/19,9.0,17.0,3.2
2006/3/20,7.2,13.2,0.5
2006/3/21,8.6,16.5,0.5
2006/3/22,7.2,14.3,1.2
2006/3/23,9.8,18.6,3.7
2006/3/24,9.8,16.6,4.4
2006/3/25,9.5,16.8,4.6
2006/3/26,10.7,17.8,4.6
2006/3/27,11.1,19.3,3.6
2006/3/28,11.2,18.1,7.5
2006/3/29,6.8,10.0,4.2
2006/3/30,4.8,10.2,0.8
2006/3/31,7.1,12.7,0.2
