ダウンロードした時刻：2017/07/24 15:38:32

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,3.3,5.1,1.2
1984/1/2,1.8,2.9,0.4
1984/1/3,3.6,6.4,2.1
1984/1/4,4.2,5.8,2.3
1984/1/5,1.1,3.1,-0.7
1984/1/6,2.6,3.7,1.1
1984/1/7,0.7,1.8,-1.7
1984/1/8,3.4,5.5,1.0
1984/1/9,2.7,5.1,0.8
1984/1/10,4.3,6.5,2.4
1984/1/11,1.2,3.1,-0.8
1984/1/12,0.8,2.9,-0.9
1984/1/13,1.8,3.2,-0.6
1984/1/14,4.8,8.0,1.0
1984/1/15,3.1,8.3,-1.9
1984/1/16,-2.0,-0.3,-3.3
1984/1/17,-2.0,-1.0,-3.3
1984/1/18,-1.1,-0.2,-2.5
1984/1/19,-1.3,0.4,-2.1
1984/1/20,-0.7,0.7,-3.2
1984/1/21,2.0,4.9,-3.6
1984/1/22,3.2,4.6,1.3
1984/1/23,2.0,4.8,0.7
1984/1/24,0.7,1.8,-0.9
1984/1/25,0.4,1.5,-1.1
1984/1/26,1.1,2.9,-1.2
1984/1/27,2.7,4.0,0.9
1984/1/28,1.3,2.8,-0.6
1984/1/29,0.3,1.6,-1.7
1984/1/30,0.4,1.7,-0.9
1984/1/31,1.1,3.1,-0.4
1984/2/1,2.3,5.8,-0.6
1984/2/2,2.2,5.6,-1.0
1984/2/3,-2.2,-0.5,-5.2
1984/2/4,-2.3,-1.0,-4.4
1984/2/5,-1.4,1.5,-3.2
1984/2/6,-3.9,-2.6,-5.8
1984/2/7,-3.3,-1.8,-5.1
1984/2/8,-2.1,-0.1,-3.7
1984/2/9,-1.0,0.0,-2.4
1984/2/10,-0.4,0.9,-2.9
1984/2/11,0.4,2.4,-2.8
1984/2/12,1.8,5.1,-3.2
1984/2/13,2.4,4.1,1.0
1984/2/14,0.3,1.7,-1.2
1984/2/15,-1.5,0.4,-4.0
1984/2/16,-0.9,0.3,-3.6
1984/2/17,-1.8,0.1,-3.9
1984/2/18,-0.8,0.8,-3.7
1984/2/19,0.4,1.4,-0.9
1984/2/20,2.3,4.9,-0.7
1984/2/21,1.3,4.6,-2.0
1984/2/22,1.6,4.2,0.1
1984/2/23,3.0,4.7,0.6
1984/2/24,2.7,3.9,1.6
1984/2/25,2.3,4.0,-0.7
1984/2/26,3.2,5.3,1.1
1984/2/27,2.6,4.2,0.8
1984/2/28,-0.1,2.0,-2.4
1984/2/29,-1.3,-0.1,-2.9
1984/3/1,-1.1,1.5,-3.3
1984/3/2,2.3,5.0,-1.4
1984/3/3,1.9,3.9,0.6
1984/3/4,0.5,2.3,-1.7
1984/3/5,0.8,2.9,-1.4
1984/3/6,1.5,4.1,-0.5
1984/3/7,2.2,3.7,0.6
1984/3/8,2.6,5.2,0.5
1984/3/9,2.6,5.9,0.0
1984/3/10,3.8,6.7,1.2
1984/3/11,2.0,3.6,0.3
1984/3/12,1.7,5.8,-1.4
1984/3/13,0.7,4.1,-1.0
1984/3/14,1.4,5.5,-1.6
1984/3/15,3.3,7.2,-1.8
1984/3/16,6.5,10.2,4.0
1984/3/17,5.0,7.2,2.3
1984/3/18,3.5,4.8,2.3
1984/3/19,2.1,5.6,-0.4
1984/3/20,3.0,5.1,0.9
1984/3/21,2.5,4.4,0.0
1984/3/22,1.5,3.8,-0.5
1984/3/23,1.9,5.4,-1.3
1984/3/24,5.3,9.0,-0.2
1984/3/25,5.7,8.4,2.1
1984/3/26,2.5,4.3,0.5
1984/3/27,2.6,4.6,0.5
1984/3/28,3.8,8.1,0.9
1984/3/29,7.0,8.9,2.1
1984/3/30,9.9,14.2,5.1
1984/3/31,4.7,8.3,1.3
1984/4/1,3.3,7.6,-0.9
1984/4/2,3.6,8.0,-1.8
1984/4/3,7.2,10.9,1.5
1984/4/4,12.0,18.0,6.0
1984/4/5,11.4,13.7,9.6
1984/4/6,5.6,9.6,2.7
1984/4/7,3.9,7.6,0.7
1984/4/8,4.3,8.3,1.0
1984/4/9,6.7,11.8,0.9
1984/4/10,9.1,12.8,7.1
1984/4/11,8.2,11.6,4.9
1984/4/12,6.0,9.7,2.0
1984/4/13,5.9,10.7,1.7
1984/4/14,7.1,11.9,1.7
1984/4/15,9.4,13.6,5.7
1984/4/16,9.1,13.5,6.8
1984/4/17,12.0,16.6,5.5
1984/4/18,9.4,15.5,6.4
1984/4/19,7.4,10.5,5.7
1984/4/20,7.8,10.2,5.6
1984/4/21,9.4,13.6,5.4
1984/4/22,8.6,9.6,6.9
1984/4/23,7.7,10.3,4.3
1984/4/24,9.5,13.9,3.2
1984/4/25,11.4,15.8,6.1
1984/4/26,13.1,18.7,9.2
1984/4/27,13.7,18.6,9.8
1984/4/28,13.3,16.7,8.7
1984/4/29,16.1,20.6,11.7
1984/4/30,15.0,19.7,12.0
1984/5/1,15.4,20.0,12.3
