É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:29

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2001/12/1,-1.7,-0.5,-4.2
2001/12/2,-1.9,1.0,-5.1
2001/12/3,-1.3,2.1,-5.8
2001/12/4,-1.3,1.2,-3.4
2001/12/5,-1.6,0.3,-3.1
2001/12/6,-2.8,0.0,-7.1
2001/12/7,-4.4,-2.6,-5.5
2001/12/8,-4.3,-3.2,-5.8
2001/12/9,-3.2,-1.2,-4.9
2001/12/10,-2.7,-0.8,-3.6
2001/12/11,-3.2,-1.6,-5.8
2001/12/12,-2.2,-0.4,-3.7
2001/12/13,0.6,5.3,-4.1
2001/12/14,-6.2,-1.4,-8.0
2001/12/15,-5.4,-3.0,-7.8
2001/12/16,-3.2,-0.9,-5.6
2001/12/17,-4.2,-1.4,-6.4
2001/12/18,-4.0,-1.3,-5.9
2001/12/19,-5.5,-4.0,-7.6
2001/12/20,-5.2,-1.7,-9.3
2001/12/21,-5.3,-1.8,-9.0
2001/12/22,-5.8,-2.2,-8.7
2001/12/23,-6.4,-2.6,-10.8
2001/12/24,-2.1,1.0,-4.9
2001/12/25,-2.5,0.1,-6.7
2001/12/26,-3.2,0.2,-6.5
2001/12/27,-3.4,-1.9,-5.7
2001/12/28,-5.9,-3.8,-9.0
2001/12/29,-3.5,-0.3,-9.0
2001/12/30,0.2,2.7,-3.1
2001/12/31,-4.6,-3.0,-6.1
2002/1/1,-5.5,-2.2,-9.1
2002/1/2,-6.7,-2.3,-10.4
2002/1/3,-5.6,-1.0,-11.4
2002/1/4,-2.3,-0.9,-5.2
2002/1/5,-4.0,0.1,-8.1
2002/1/6,-3.4,1.7,-8.8
2002/1/7,-2.0,1.5,-6.9
2002/1/8,1.3,4.4,-1.3
2002/1/9,-0.6,3.2,-2.7
2002/1/10,-2.3,-1.1,-3.8
2002/1/11,-2.6,0.8,-6.1
2002/1/12,-2.2,-0.4,-6.3
2002/1/13,-2.4,0.5,-4.3
2002/1/14,-3.3,-1.6,-4.5
2002/1/15,0.5,5.3,-3.8
2002/1/16,-0.9,1.2,-3.3
2002/1/17,-3.9,-1.6,-6.9
2002/1/18,-4.2,-0.9,-7.8
2002/1/19,-4.4,-1.6,-6.6
2002/1/20,-5.9,-2.6,-11.7
2002/1/21,1.1,4.5,-3.4
2002/1/22,4.6,6.9,2.7
2002/1/23,0.1,2.8,-2.0
2002/1/24,-1.4,1.2,-3.3
2002/1/25,-2.5,0.3,-5.6
2002/1/26,-2.6,1.3,-7.3
2002/1/27,-3.3,-0.8,-6.1
2002/1/28,-2.2,-1.3,-3.3
2002/1/29,-3.1,-1.4,-5.0
2002/1/30,-3.7,-1.6,-5.7
2002/1/31,-4.6,-1.6,-8.9
2002/2/1,-3.5,0.3,-8.1
2002/2/2,-0.7,2.4,-5.5
2002/2/3,-0.9,1.6,-5.4
2002/2/4,-1.4,3.8,-7.4
2002/2/5,1.2,4.8,-4.0
2002/2/6,1.7,6.7,-3.2
2002/2/7,2.3,3.6,0.1
2002/2/8,2.8,5.8,0.9
2002/2/9,-4.9,1.4,-6.9
2002/2/10,-5.9,-3.7,-7.8
2002/2/11,-6.5,-3.7,-9.5
2002/2/12,-4.9,-1.7,-8.2
2002/2/13,-4.6,-0.3,-9.2
2002/2/14,-5.3,-1.2,-10.0
2002/2/15,-3.9,-0.5,-9.2
2002/2/16,-1.0,1.4,-3.3
2002/2/17,1.0,2.6,-3.4
2002/2/18,1.9,4.0,-2.1
2002/2/19,0.8,2.3,-1.9
2002/2/20,1.0,3.6,-1.6
2002/2/21,0.3,2.3,-1.2
2002/2/22,1.2,4.2,-0.7
2002/2/23,0.5,3.2,-2.1
2002/2/24,-1.2,2.1,-4.1
2002/2/25,1.2,5.8,-4.8
2002/2/26,2.6,7.5,-2.7
2002/2/27,4.1,9.4,-0.8
2002/2/28,4.7,9.8,0.8
2002/3/1,2.6,4.8,-0.8
2002/3/2,-4.0,2.0,-8.7
2002/3/3,-3.8,-0.7,-6.0
2002/3/4,-2.0,0.7,-4.7
2002/3/5,2.4,6.9,-2.5
2002/3/6,-0.9,0.6,-2.9
2002/3/7,-3.2,0.0,-5.5
2002/3/8,-2.0,2.3,-6.8
2002/3/9,4.9,10.0,-3.0
2002/3/10,3.3,6.6,-1.1
2002/3/11,1.2,3.8,-1.7
2002/3/12,-0.2,3.7,-4.3
2002/3/13,2.6,6.8,-3.2
2002/3/14,6.9,11.1,0.2
2002/3/15,4.5,9.4,2.3
2002/3/16,2.4,5.5,0.0
2002/3/17,2.6,7.6,-0.9
2002/3/18,1.5,4.3,-1.1
2002/3/19,2.1,5.7,-2.2
2002/3/20,5.3,9.9,0.7
2002/3/21,5.6,9.4,2.8
2002/3/22,5.0,7.4,2.7
2002/3/23,3.7,7.4,1.3
2002/3/24,0.9,3.2,-1.1
2002/3/25,2.6,7.5,-4.3
2002/3/26,6.0,9.9,2.9
2002/3/27,4.1,6.3,1.9
2002/3/28,4.1,7.6,1.4
2002/3/29,6.5,10.9,3.2
2002/3/30,5.7,10.5,3.4
2002/3/31,6.4,12.8,1.4
