ダウンロードした時刻：2019/10/10 16:22:13

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,13.9,18.5,8.8
1992/12/2,14.3,16.7,11.2
1992/12/3,9.9,13.1,5.6
1992/12/4,9.2,14.3,4.1
1992/12/5,10.9,14.3,7.0
1992/12/6,11.9,15.3,7.5
1992/12/7,16.3,20.3,13.2
1992/12/8,15.1,18.6,9.6
1992/12/9,10.5,15.7,5.1
1992/12/10,12.9,18.5,9.0
1992/12/11,6.8,9.8,4.0
1992/12/12,7.4,11.9,4.2
1992/12/13,10.8,18.1,4.1
1992/12/14,6.3,8.5,4.0
1992/12/15,5.1,8.8,0.5
1992/12/16,4.6,10.1,-0.8
1992/12/17,8.5,12.9,4.2
1992/12/18,8.3,12.3,3.4
1992/12/19,6.8,13.0,0.6
1992/12/20,9.7,12.0,7.4
1992/12/21,12.8,19.2,7.6
1992/12/22,8.5,14.1,3.4
1992/12/23,7.2,10.2,4.0
1992/12/24,5.5,7.3,4.4
1992/12/25,4.9,9.3,0.1
1992/12/26,4.9,12.6,-1.1
1992/12/27,7.8,12.5,2.5
1992/12/28,12.6,16.1,8.7
1992/12/29,11.4,14.9,5.9
1992/12/30,8.1,13.1,3.6
1992/12/31,7.2,11.5,3.3
1993/1/1,5.8,11.6,0.7
1993/1/2,7.3,14.4,1.5
1993/1/3,9.0,15.4,2.3
1993/1/4,9.7,11.6,7.5
1993/1/5,8.7,12.2,5.6
1993/1/6,7.6,10.4,4.4
1993/1/7,12.3,16.0,9.0
1993/1/8,11.2,13.6,9.5
1993/1/9,9.2,10.9,7.3
1993/1/10,10.3,11.6,8.9
1993/1/11,9.7,13.4,6.4
1993/1/12,9.6,12.6,6.4
1993/1/13,9.8,12.4,7.7
1993/1/14,9.6,10.7,8.4
1993/1/15,9.9,11.8,8.3
1993/1/16,6.6,9.4,3.7
1993/1/17,6.6,10.2,4.6
1993/1/18,4.0,6.4,1.5
1993/1/19,3.4,6.0,0.5
1993/1/20,4.4,7.8,1.8
1993/1/21,4.9,9.2,0.7
1993/1/22,4.0,9.4,-1.3
1993/1/23,5.7,9.2,1.7
1993/1/24,6.8,9.1,3.5
1993/1/25,9.2,12.8,7.4
1993/1/26,8.8,13.1,3.8
1993/1/27,4.4,9.3,1.8
1993/1/28,2.0,5.2,-1.0
1993/1/29,4.3,9.8,-0.3
1993/1/30,5.8,10.2,0.9
1993/1/31,6.7,13.9,-0.6
1993/2/1,5.6,8.7,3.7
1993/2/2,5.0,7.4,1.1
1993/2/3,3.9,11.1,-2.5
1993/2/4,9.2,15.2,3.2
1993/2/5,6.4,14.0,-0.3
1993/2/6,14.2,23.5,2.9
1993/2/7,14.1,20.0,6.2
1993/2/8,5.5,8.9,1.0
1993/2/9,4.5,8.5,0.9
1993/2/10,5.8,10.8,1.7
1993/2/11,6.9,13.3,0.2
1993/2/12,8.5,12.6,3.9
1993/2/13,8.4,14.4,1.9
1993/2/14,8.9,11.9,2.9
1993/2/15,6.5,13.9,-0.7
1993/2/16,10.2,14.2,6.0
1993/2/17,12.7,16.6,9.9
1993/2/18,10.0,13.9,5.9
1993/2/19,8.2,11.3,4.7
1993/2/20,7.5,10.4,3.0
1993/2/21,14.0,18.5,6.8
1993/2/22,10.4,14.5,4.8
1993/2/23,2.4,4.8,0.7
1993/2/24,2.4,6.9,-0.4
1993/2/25,3.9,8.6,-0.3
1993/2/26,4.0,10.0,-1.0
1993/2/27,5.6,10.9,-0.5
1993/2/28,9.0,13.9,5.3
1993/3/1,4.6,7.9,2.3
1993/3/2,3.9,9.6,0.1
1993/3/3,5.3,11.7,-0.9
1993/3/4,8.2,14.0,2.0
1993/3/5,7.9,16.0,0.0
1993/3/6,11.6,18.3,3.5
1993/3/7,10.4,13.3,6.6
1993/3/8,7.5,11.0,5.7
1993/3/9,6.5,10.8,1.0
1993/3/10,8.8,14.0,4.2
1993/3/11,7.0,11.4,1.4
1993/3/12,9.1,13.2,7.2
1993/3/13,8.8,13.8,2.5
1993/3/14,7.6,11.5,2.1
1993/3/15,8.0,9.2,6.7
1993/3/16,6.5,9.1,4.7
1993/3/17,6.3,10.4,4.2
1993/3/18,7.2,11.6,4.2
1993/3/19,7.9,11.6,4.4
1993/3/20,6.3,10.4,1.0
1993/3/21,6.8,11.3,0.6
1993/3/22,10.4,15.7,7.0
1993/3/23,11.9,16.7,7.3
1993/3/24,14.3,22.7,10.6
1993/3/25,13.6,17.1,11.1
1993/3/26,11.5,13.3,9.9
1993/3/27,11.6,16.8,7.3
1993/3/28,10.8,13.2,9.0
1993/3/29,8.2,11.2,3.3
1993/3/30,8.2,13.7,0.6
1993/3/31,10.8,13.1,9.1
