ダウンロードした時刻：2019/10/10 15:33:10

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,3.3,7.0,0.4
1995/12/2,4.4,7.5,1.0
1995/12/3,5.5,8.2,3.9
1995/12/4,5.4,8.3,2.9
1995/12/5,4.8,7.6,2.5
1995/12/6,3.9,5.9,2.7
1995/12/7,2.6,5.3,0.7
1995/12/8,1.7,3.3,0.2
1995/12/9,1.5,3.6,-0.2
1995/12/10,5.0,6.6,3.4
1995/12/11,4.0,5.1,2.7
1995/12/12,1.2,3.5,-0.7
1995/12/13,-0.4,0.5,-1.6
1995/12/14,0.0,0.9,-1.6
1995/12/15,-1.0,0.6,-2.9
1995/12/16,-2.5,-1.1,-4.2
1995/12/17,-2.4,-1.3,-3.8
1995/12/18,-1.5,0.0,-2.6
1995/12/19,-1.4,-0.1,-2.7
1995/12/20,1.0,2.2,-1.7
1995/12/21,1.6,3.4,-0.8
1995/12/22,0.8,3.2,-1.5
1995/12/23,0.8,3.2,-0.9
1995/12/24,-0.5,0.9,-1.9
1995/12/25,-1.0,0.0,-2.7
1995/12/26,-1.0,1.6,-2.6
1995/12/27,-0.3,2.0,-3.0
1995/12/28,1.6,2.6,0.2
1995/12/29,3.5,7.1,-1.1
1995/12/30,-1.2,0.7,-2.9
1995/12/31,1.2,3.6,-2.0
1996/1/1,-5.0,-1.1,-7.2
1996/1/2,-1.5,1.6,-4.0
1996/1/3,2.9,6.6,-1.6
1996/1/4,-4.8,-0.4,-6.1
1996/1/5,-2.8,-1.8,-5.0
1996/1/6,-1.6,-0.1,-2.8
1996/1/7,-0.7,0.7,-2.9
1996/1/8,-1.0,4.5,-3.7
1996/1/9,-6.1,-2.5,-8.3
1996/1/10,-0.8,1.8,-6.3
1996/1/11,1.6,3.4,-0.6
1996/1/12,0.9,3.7,-2.4
1996/1/13,-0.4,1.4,-2.8
1996/1/14,2.6,5.0,-0.4
1996/1/15,2.7,4.3,1.7
1996/1/16,-0.9,2.0,-5.1
1996/1/17,-4.2,-3.2,-5.5
1996/1/18,-5.0,-2.6,-7.1
1996/1/19,-3.4,-1.2,-6.3
1996/1/20,0.3,2.6,-2.3
1996/1/21,-2.2,-0.5,-3.9
1996/1/22,-2.2,0.4,-5.8
1996/1/23,-4.1,-1.4,-7.8
1996/1/24,-8.3,-4.9,-11.2
1996/1/25,-5.2,-3.6,-7.0
1996/1/26,-4.1,-0.8,-8.3
1996/1/27,-0.1,0.9,-1.2
1996/1/28,-2.2,-0.4,-4.6
1996/1/29,-2.5,0.3,-4.5
1996/1/30,-7.4,-3.2,-10.6
1996/1/31,-9.8,-8.6,-11.1
1996/2/1,-9.6,-8.8,-10.7
1996/2/2,-7.5,-3.8,-11.2
1996/2/3,-4.5,-2.8,-6.4
1996/2/4,-2.0,-0.1,-3.7
1996/2/5,-0.3,1.3,-2.1
1996/2/6,-0.2,1.1,-1.4
1996/2/7,-1.0,0.5,-2.4
1996/2/8,-1.1,0.8,-2.4
1996/2/9,-2.0,-0.3,-3.6
1996/2/10,-4.5,-2.6,-6.5
1996/2/11,-0.1,2.6,-3.4
1996/2/12,3.7,4.9,1.4
1996/2/13,3.5,5.7,1.6
1996/2/14,3.0,6.9,0.1
1996/2/15,-3.9,0.1,-7.2
1996/2/16,-7.8,-6.1,-9.0
1996/2/17,-5.9,-4.4,-7.4
1996/2/18,-5.5,-3.0,-7.1
1996/2/19,-5.3,-2.8,-7.4
1996/2/20,-5.1,-2.6,-6.9
1996/2/21,-5.4,-3.3,-7.0
1996/2/22,-3.7,-1.1,-6.1
1996/2/23,-2.7,-0.2,-4.2
1996/2/24,-2.3,0.5,-5.6
1996/2/25,0.6,3.1,-1.8
1996/2/26,1.9,4.7,-0.2
1996/2/27,1.5,3.9,-0.8
1996/2/28,0.7,2.9,-0.7
1996/2/29,1.9,5.5,-0.7
1996/3/1,1.0,2.0,0.5
1996/3/2,-0.3,2.3,-2.3
1996/3/3,-1.7,0.6,-3.1
1996/3/4,-1.2,1.9,-3.5
1996/3/5,-2.7,0.0,-4.6
1996/3/6,-1.0,2.8,-5.1
1996/3/7,-0.8,3.7,-3.2
1996/3/8,-1.9,0.1,-3.6
1996/3/9,-0.8,2.8,-3.6
1996/3/10,-0.7,3.1,-2.6
1996/3/11,-0.1,3.6,-2.8
1996/3/12,-0.4,2.5,-1.6
1996/3/13,1.5,4.7,-1.7
1996/3/14,1.9,4.6,0.3
1996/3/15,4.2,8.7,1.1
1996/3/16,3.0,5.8,0.9
1996/3/17,1.1,2.3,-0.3
1996/3/18,0.3,2.0,-1.6
1996/3/19,-0.8,0.8,-2.0
1996/3/20,0.6,3.2,-2.4
1996/3/21,2.5,5.6,0.0
1996/3/22,1.1,2.6,0.2
1996/3/23,-0.2,1.9,-1.7
1996/3/24,1.4,4.0,-1.2
1996/3/25,2.3,4.8,0.5
1996/3/26,1.1,3.5,-1.0
1996/3/27,1.8,4.7,-0.5
1996/3/28,2.7,6.1,-1.0
1996/3/29,4.6,8.5,2.3
1996/3/30,3.9,6.0,0.9
1996/3/31,4.3,6.6,2.3
