ダウンロードした時刻：2019/10/10 15:41:42

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,5.8,12.3,-0.9
1985/12/2,7.8,12.7,0.7
1985/12/3,8.5,11.7,4.6
1985/12/4,9.7,14.0,3.9
1985/12/5,10.0,14.0,5.7
1985/12/6,9.8,16.3,4.1
1985/12/7,6.5,7.9,5.2
1985/12/8,8.6,11.0,6.5
1985/12/9,6.2,12.5,-0.1
1985/12/10,0.8,4.9,-1.8
1985/12/11,2.5,6.6,-2.1
1985/12/12,3.2,7.8,-1.2
1985/12/13,3.3,7.9,-2.8
1985/12/14,5.0,12.4,-1.0
1985/12/15,2.0,5.9,-0.9
1985/12/16,0.1,4.7,-3.5
1985/12/17,1.1,6.4,-4.8
1985/12/18,1.5,6.3,-2.0
1985/12/19,3.0,9.7,-4.2
1985/12/20,3.0,6.3,0.0
1985/12/21,2.6,6.7,-1.1
1985/12/22,2.7,5.6,-2.8
1985/12/23,6.8,11.4,3.6
1985/12/24,2.6,4.7,0.4
1985/12/25,4.5,7.9,-1.1
1985/12/26,4.8,8.8,-0.4
1985/12/27,4.0,9.3,0.1
1985/12/28,3.7,8.3,-1.7
1985/12/29,5.4,10.8,-2.4
1985/12/30,10.1,13.9,2.7
1985/12/31,9.4,13.9,5.4
1986/1/1,6.2,9.3,4.0
1986/1/2,4.5,11.0,-1.1
1986/1/3,2.5,7.2,-4.3
1986/1/4,7.2,11.1,2.6
1986/1/5,3.1,6.8,-1.1
1986/1/6,0.9,5.5,-3.0
1986/1/7,2.4,8.7,-3.6
1986/1/8,3.4,9.5,-3.6
1986/1/9,3.1,8.1,-1.1
1986/1/10,0.8,6.6,-4.4
1986/1/11,0.8,6.6,-4.2
1986/1/12,0.2,6.4,-5.8
1986/1/13,-0.4,5.3,-5.6
1986/1/14,1.4,5.2,-1.5
1986/1/15,3.8,8.6,0.6
1986/1/16,2.3,6.5,-2.8
1986/1/17,5.1,10.2,0.3
1986/1/18,4.2,8.1,-1.1
1986/1/19,2.0,6.7,-2.4
1986/1/20,2.8,7.3,-2.7
1986/1/21,2.5,6.3,-2.2
1986/1/22,-0.3,4.5,-5.0
1986/1/23,-0.4,4.9,-6.8
1986/1/24,0.6,5.2,-2.5
1986/1/25,0.3,4.1,-2.0
1986/1/26,-1.3,3.2,-6.5
1986/1/27,-0.3,4.7,-4.6
1986/1/28,0.5,8.2,-6.3
1986/1/29,1.4,5.7,-3.3
1986/1/30,1.5,4.3,-1.9
1986/1/31,4.0,9.1,-2.2
1986/2/1,1.7,7.1,-1.2
1986/2/2,1.5,8.1,-1.7
1986/2/3,2.2,12.4,-4.3
1986/2/4,0.3,4.6,-3.6
1986/2/5,-0.2,5.3,-5.7
1986/2/6,0.7,5.6,-3.1
1986/2/7,1.0,6.8,-2.8
1986/2/8,0.8,3.7,-2.1
1986/2/9,0.3,5.3,-5.0
1986/2/10,0.2,5.3,-3.0
1986/2/11,0.4,4.1,-5.2
1986/2/12,2.0,8.2,-3.2
1986/2/13,3.1,8.9,-4.0
1986/2/14,5.6,11.9,-1.3
1986/2/15,4.2,6.1,2.4
1986/2/16,0.7,4.0,-1.4
1986/2/17,2.1,7.3,-1.7
1986/2/18,0.9,3.5,-2.8
1986/2/19,1.5,2.9,0.6
1986/2/20,2.7,7.1,-1.0
1986/2/21,2.1,6.4,-2.2
1986/2/22,1.3,5.3,-3.8
1986/2/23,3.1,8.5,-3.0
1986/2/24,3.0,7.7,-0.7
1986/2/25,1.0,5.5,-2.8
1986/2/26,2.8,8.3,-1.7
1986/2/27,3.4,6.4,-0.6
1986/2/28,0.9,2.3,-0.2
1986/3/1,3.3,7.6,-0.6
1986/3/2,3.7,9.2,-1.3
1986/3/3,1.8,8.4,-2.4
1986/3/4,0.6,4.8,-4.8
1986/3/5,2.9,4.9,0.1
1986/3/6,2.2,5.2,0.3
1986/3/7,3.9,7.6,-1.4
1986/3/8,5.4,8.8,1.6
1986/3/9,6.5,12.3,-0.3
1986/3/10,8.0,11.3,2.7
1986/3/11,5.4,10.2,0.9
1986/3/12,5.6,11.6,1.4
1986/3/13,5.7,10.5,-0.6
1986/3/14,4.5,7.1,2.6
1986/3/15,4.2,6.0,2.0
1986/3/16,7.6,14.2,5.0
1986/3/17,5.6,9.6,3.3
1986/3/18,5.1,10.1,2.3
1986/3/19,5.9,8.5,2.8
1986/3/20,7.7,11.4,4.8
1986/3/21,6.4,11.3,2.9
1986/3/22,4.2,7.4,1.4
1986/3/23,2.1,3.3,0.6
1986/3/24,5.0,7.1,2.3
1986/3/25,5.3,9.7,0.3
1986/3/26,4.2,8.8,-2.5
1986/3/27,6.9,12.0,0.4
1986/3/28,4.7,8.5,1.9
1986/3/29,5.2,8.4,2.7
1986/3/30,5.3,8.1,-0.2
1986/3/31,9.1,14.7,5.4
