ダウンロードした時刻：2019/10/10 16:22:40

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/12/1,9.2,13.8,6.0
2013/12/2,9.2,15.6,3.8
2013/12/3,8.6,15.5,2.8
2013/12/4,8.9,15.1,4.1
2013/12/5,8.7,15.8,2.6
2013/12/6,10.9,16.5,6.3
2013/12/7,9.0,14.2,3.9
2013/12/8,8.7,14.9,3.0
2013/12/9,8.1,11.7,3.0
2013/12/10,10.1,13.8,6.4
2013/12/11,8.1,12.5,3.3
2013/12/12,6.7,10.6,2.3
2013/12/13,8.1,13.3,2.3
2013/12/14,8.0,11.2,3.9
2013/12/15,8.7,13.0,6.0
2013/12/16,8.2,10.2,4.3
2013/12/17,8.0,9.9,6.2
2013/12/18,7.1,9.5,5.4
2013/12/19,7.0,12.1,2.9
2013/12/20,6.2,8.6,3.8
2013/12/21,6.6,9.0,5.3
2013/12/22,6.9,11.6,3.1
2013/12/23,5.9,10.5,0.7
2013/12/24,7.8,12.4,3.0
2013/12/25,6.5,8.7,4.1
2013/12/26,7.2,9.2,4.3
2013/12/27,6.1,9.1,4.3
2013/12/28,4.2,7.5,1.6
2013/12/29,4.9,8.9,1.7
2013/12/30,5.9,12.3,0.0
2013/12/31,9.7,15.1,5.5
2014/1/1,10.9,14.5,5.4
2014/1/2,9.8,15.8,4.4
2014/1/3,6.6,11.8,1.5
2014/1/4,8.2,13.5,3.6
2014/1/5,6.8,9.5,3.8
2014/1/6,7.0,11.4,2.7
2014/1/7,6.3,12.0,0.4
2014/1/8,8.4,9.9,7.0
2014/1/9,6.7,9.5,3.5
2014/1/10,3.4,6.9,1.1
2014/1/11,4.6,9.9,-0.3
2014/1/12,4.8,10.5,-0.5
2014/1/13,5.3,9.4,1.2
2014/1/14,5.4,8.9,1.5
2014/1/15,5.1,8.4,0.1
2014/1/16,5.3,10.6,0.2
2014/1/17,5.3,10.5,0.8
2014/1/18,6.0,10.1,1.6
2014/1/19,5.3,9.5,0.9
2014/1/20,6.1,14.4,-1.1
2014/1/21,5.6,8.1,2.8
2014/1/22,5.3,8.9,1.8
2014/1/23,4.0,10.1,-1.0
2014/1/24,5.0,12.4,-1.5
2014/1/25,8.4,14.0,2.0
2014/1/26,9.4,12.8,4.8
2014/1/27,4.2,8.8,-0.1
2014/1/28,5.7,13.0,-1.1
2014/1/29,7.9,13.9,2.4
2014/1/30,13.1,19.2,7.7
2014/1/31,12.0,16.0,6.6
2014/2/1,9.6,15.0,3.4
2014/2/2,12.7,16.2,10.5
2014/2/3,11.7,15.4,9.0
2014/2/4,6.6,10.6,3.7
2014/2/5,4.7,7.6,2.7
2014/2/6,3.0,4.1,1.9
2014/2/7,4.7,5.9,2.0
2014/2/8,5.7,8.9,3.3
2014/2/9,5.7,8.0,1.6
2014/2/10,4.7,7.4,1.7
2014/2/11,3.6,5.9,1.6
2014/2/12,4.9,7.5,2.6
2014/2/13,3.3,6.2,0.8
2014/2/14,3.3,5.2,1.0
2014/2/15,6.5,9.7,4.3
2014/2/16,6.9,10.5,3.2
2014/2/17,6.3,10.9,2.3
2014/2/18,4.4,6.5,2.9
2014/2/19,4.7,7.1,1.5
2014/2/20,6.1,10.1,3.1
2014/2/21,5.8,11.4,0.0
2014/2/22,5.2,10.0,1.0
2014/2/23,5.7,11.0,1.3
2014/2/24,6.5,13.2,0.8
2014/2/25,7.8,14.1,1.4
2014/2/26,8.1,9.9,5.9
2014/2/27,11.5,14.6,9.7
2014/2/28,11.2,15.8,6.7
2014/3/1,10.3,12.9,8.9
2014/3/2,10.5,15.0,7.8
2014/3/3,8.2,12.0,3.9
2014/3/4,7.4,12.0,2.1
2014/3/5,9.3,13.2,6.7
2014/3/6,6.0,9.7,4.4
2014/3/7,5.3,11.3,-0.1
2014/3/8,5.6,9.7,-0.6
2014/3/9,8.1,12.6,3.5
2014/3/10,6.3,11.3,2.3
2014/3/11,6.4,14.2,-1.0
2014/3/12,9.2,15.6,1.3
2014/3/13,11.4,17.0,7.6
2014/3/14,6.7,9.3,4.7
2014/3/15,8.3,14.6,2.0
2014/3/16,10.7,19.2,2.7
2014/3/17,12.0,16.7,5.0
2014/3/18,15.0,19.5,11.9
2014/3/19,13.8,16.3,12.0
2014/3/20,11.0,16.0,6.6
2014/3/21,7.9,12.4,5.4
2014/3/22,8.5,13.9,2.4
2014/3/23,10.8,17.9,3.3
2014/3/24,11.7,18.6,4.9
2014/3/25,13.9,16.3,11.9
2014/3/26,15.3,20.1,12.1
2014/3/27,16.9,21.9,12.6
2014/3/28,15.2,22.8,8.1
2014/3/29,16.6,17.8,15.1
2014/3/30,15.2,18.7,12.2
2014/3/31,13.7,18.1,8.2
