É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:44

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2013/12/1,1.6,2.9,0.3
2013/12/2,2.3,5.5,0.5
2013/12/3,1.9,3.8,0.6
2013/12/4,4.3,7.6,1.0
2013/12/5,6.5,11.0,3.0
2013/12/6,2.9,4.9,1.1
2013/12/7,1.1,3.9,-1.1
2013/12/8,1.5,4.0,-0.1
2013/12/9,3.1,5.4,0.9
2013/12/10,7.1,9.8,3.0
2013/12/11,3.5,5.7,1.7
2013/12/12,-0.1,2.5,-3.2
2013/12/13,-2.7,-1.7,-3.9
2013/12/14,-3.3,-1.0,-5.2
2013/12/15,-0.6,2.4,-3.8
2013/12/16,2.9,4.6,0.3
2013/12/17,2.0,5.9,-1.9
2013/12/18,1.2,4.1,-0.9
2013/12/19,-0.2,1.9,-3.7
2013/12/20,0.2,1.5,-1.2
2013/12/21,-0.1,1.7,-2.2
2013/12/22,-2.9,-1.1,-4.1
2013/12/23,-1.6,-0.2,-3.1
2013/12/24,-2.7,0.4,-5.2
2013/12/25,-0.9,1.9,-5.5
2013/12/26,2.3,4.7,0.2
2013/12/27,2.1,4.7,-0.3
2013/12/28,-1.8,1.0,-5.6
2013/12/29,-3.0,-0.8,-5.1
2013/12/30,-2.0,-1.0,-3.3
2013/12/31,-0.6,1.9,-4.2
2014/1/1,-0.3,3.7,-2.9
2014/1/2,-3.4,-1.3,-4.7
2014/1/3,-1.7,1.1,-4.6
2014/1/4,-3.7,-0.9,-6.5
2014/1/5,-4.2,-0.2,-7.7
2014/1/6,-3.7,-0.5,-7.6
2014/1/7,0.1,2.4,-4.1
2014/1/8,0.4,2.2,-3.0
2014/1/9,-5.1,-2.2,-7.6
2014/1/10,-7.0,-4.8,-8.0
2014/1/11,-6.6,-4.9,-8.1
2014/1/12,-6.2,-4.7,-9.2
2014/1/13,-7.6,-5.7,-9.0
2014/1/14,-4.6,-0.9,-8.3
2014/1/15,-4.7,-1.0,-8.3
2014/1/16,-5.2,-1.4,-8.4
2014/1/17,-6.5,-3.7,-10.0
2014/1/18,-6.0,-1.4,-10.9
2014/1/19,-5.7,-2.4,-9.2
2014/1/20,-7.0,-3.5,-9.9
2014/1/21,-6.3,-3.1,-11.4
2014/1/22,-5.4,-2.5,-9.4
2014/1/23,-8.1,-6.3,-10.1
2014/1/24,-1.8,1.8,-9.5
2014/1/25,1.7,4.1,-0.8
2014/1/26,-2.6,-0.7,-5.9
2014/1/27,-4.9,-3.0,-6.8
2014/1/28,-2.1,2.3,-6.9
2014/1/29,-6.1,-3.7,-8.6
2014/1/30,1.6,8.5,-5.6
2014/1/31,-3.1,1.9,-6.2
2014/2/1,-5.1,-2.2,-6.8
2014/2/2,-2.2,4.1,-9.0
2014/2/3,-1.5,4.3,-5.2
2014/2/4,-6.4,-3.7,-8.3
2014/2/5,-8.5,-5.4,-12.7
2014/2/6,-7.7,-5.3,-10.6
2014/2/7,-7.6,-5.4,-10.4
2014/2/8,-9.2,-5.9,-14.3
2014/2/9,-6.6,-4.1,-11.0
2014/2/10,-3.2,0.4,-6.0
2014/2/11,-4.0,0.2,-7.3
2014/2/12,-4.4,-0.1,-9.6
2014/2/13,-3.7,-0.7,-6.6
2014/2/14,-4.7,-0.7,-8.9
2014/2/15,-4.1,-1.7,-7.2
2014/2/16,-1.0,0.3,-2.0
2014/2/17,-1.9,-0.6,-3.8
2014/2/18,-2.9,-1.7,-4.3
2014/2/19,-1.9,-0.7,-2.8
2014/2/20,-3.0,-0.2,-6.6
2014/2/21,-3.7,-1.3,-5.4
2014/2/22,-2.8,-0.1,-7.1
2014/2/23,-2.8,0.6,-6.1
2014/2/24,-2.6,2.5,-9.3
2014/2/25,-0.6,3.4,-6.6
2014/2/26,1.2,4.1,-2.1
2014/2/27,2.1,7.8,-2.9
2014/2/28,0.7,3.4,-1.8
2014/3/1,-0.8,2.4,-3.0
2014/3/2,-2.6,-0.3,-4.2
2014/3/3,-4.0,-0.2,-5.6
2014/3/4,-3.0,-0.7,-5.9
2014/3/5,-1.7,-0.2,-3.2
2014/3/6,-4.2,-2.0,-7.1
2014/3/7,-5.7,-3.7,-8.0
2014/3/8,-4.5,-1.9,-6.6
2014/3/9,-2.3,2.3,-5.6
2014/3/10,-1.9,0.5,-3.9
2014/3/11,-2.7,-0.2,-6.1
2014/3/12,-2.1,0.5,-5.7
2014/3/13,-0.4,2.6,-3.0
2014/3/14,-0.1,2.0,-1.6
2014/3/15,-1.0,2.0,-3.5
2014/3/16,0.6,2.7,-2.1
2014/3/17,1.7,5.4,-3.6
2014/3/18,2.1,4.8,0.6
2014/3/19,1.5,4.6,-1.6
2014/3/20,0.9,5.8,-2.9
2014/3/21,-0.8,0.1,-1.9
2014/3/22,0.0,1.0,-1.3
2014/3/23,0.9,3.7,-3.4
2014/3/24,4.8,11.0,-3.3
2014/3/25,7.6,10.6,3.5
2014/3/26,5.8,12.7,1.5
2014/3/27,5.2,13.6,1.2
2014/3/28,5.3,11.2,0.3
2014/3/29,6.8,10.9,3.6
2014/3/30,4.2,6.4,3.0
2014/3/31,4.4,6.6,2.6
