ダウンロードした時刻：2019/10/10 16:06:24

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,8.9,13.8,4.7
1997/12/2,5.1,9.5,0.4
1997/12/3,1.9,5.3,0.4
1997/12/4,2.8,7.9,0.1
1997/12/5,3.6,9.7,0.0
1997/12/6,7.4,13.9,1.1
1997/12/7,14.3,17.6,10.3
1997/12/8,12.9,14.8,10.7
1997/12/9,7.7,11.2,2.6
1997/12/10,3.3,8.5,-0.5
1997/12/11,3.3,8.8,-1.6
1997/12/12,4.0,8.7,0.4
1997/12/13,4.3,6.8,2.0
1997/12/14,5.3,11.4,1.7
1997/12/15,8.3,12.7,2.8
1997/12/16,7.8,12.9,4.7
1997/12/17,6.1,8.1,3.6
1997/12/18,9.3,13.1,7.1
1997/12/19,8.3,14.2,4.1
1997/12/20,9.9,14.1,5.4
1997/12/21,9.6,12.3,7.0
1997/12/22,7.5,8.5,6.1
1997/12/23,8.0,9.1,7.2
1997/12/24,8.3,9.9,6.6
1997/12/25,7.9,11.7,2.1
1997/12/26,5.3,9.9,0.1
1997/12/27,7.9,14.3,4.5
1997/12/28,6.1,10.7,2.9
1997/12/29,6.8,10.8,4.8
1997/12/30,6.7,8.8,4.9
1997/12/31,4.9,7.3,2.8
1998/1/1,4.6,7.0,2.9
1998/1/2,5.9,11.6,2.2
1998/1/3,4.5,11.2,0.5
1998/1/4,6.1,11.4,2.5
1998/1/5,3.5,8.8,0.6
1998/1/6,3.1,7.7,1.0
1998/1/7,2.9,5.1,0.4
1998/1/8,3.9,7.0,2.6
1998/1/9,5.8,8.5,0.2
1998/1/10,3.3,7.8,0.3
1998/1/11,6.2,8.8,3.1
1998/1/12,5.9,7.5,4.5
1998/1/13,5.6,9.3,2.1
1998/1/14,5.2,8.9,1.7
1998/1/15,5.8,6.9,4.3
1998/1/16,7.2,9.7,5.2
1998/1/17,6.4,10.0,3.6
1998/1/18,7.6,9.4,6.2
1998/1/19,2.8,6.6,-1.1
1998/1/20,2.3,7.5,-2.0
1998/1/21,3.8,7.3,0.6
1998/1/22,3.1,7.2,-0.3
1998/1/23,3.2,4.6,2.2
1998/1/24,0.0,3.0,-2.9
1998/1/25,-0.1,3.5,-2.4
1998/1/26,1.7,7.0,-2.5
1998/1/27,1.8,4.1,0.4
1998/1/28,2.5,5.3,0.8
1998/1/29,1.8,5.7,-0.4
1998/1/30,3.6,9.6,-1.4
1998/1/31,4.1,7.9,1.9
1998/2/1,2.3,5.3,-0.9
1998/2/2,2.4,10.0,-2.9
1998/2/3,3.6,8.1,-1.4
1998/2/4,2.8,6.1,0.0
1998/2/5,2.4,6.8,-0.6
1998/2/6,3.5,11.2,-1.0
1998/2/7,4.3,10.4,-1.0
1998/2/8,3.2,8.1,-0.4
1998/2/9,1.6,4.1,0.0
1998/2/10,2.1,5.0,-0.1
1998/2/11,3.8,10.1,-0.5
1998/2/12,11.5,19.6,4.5
1998/2/13,8.5,14.4,4.8
1998/2/14,9.0,14.1,5.8
1998/2/15,5.1,7.1,-0.2
1998/2/16,4.5,11.2,-2.0
1998/2/17,5.4,7.2,4.2
1998/2/18,4.7,8.0,-0.2
1998/2/19,8.0,18.5,-1.4
1998/2/20,10.6,11.6,9.1
1998/2/21,8.1,10.6,6.6
1998/2/22,6.5,8.8,4.5
1998/2/23,5.7,11.8,-0.5
1998/2/24,7.8,9.5,5.9
1998/2/25,9.1,11.3,7.8
1998/2/26,8.3,10.3,5.5
1998/2/27,6.8,13.3,3.2
1998/2/28,6.3,14.9,2.8
1998/3/1,6.2,9.9,2.5
1998/3/2,6.3,11.2,1.0
1998/3/3,5.9,14.4,-1.0
1998/3/4,8.1,13.9,1.8
1998/3/5,7.2,8.6,6.0
1998/3/6,7.4,13.2,2.7
1998/3/7,6.3,8.8,3.8
1998/3/8,6.3,10.3,3.6
1998/3/9,8.0,14.9,1.8
1998/3/10,6.9,8.3,3.5
1998/3/11,8.0,14.4,2.0
1998/3/12,9.8,13.1,6.8
1998/3/13,8.4,15.2,3.5
1998/3/14,8.9,17.3,2.8
1998/3/15,3.7,7.9,1.3
1998/3/16,5.5,11.9,0.4
1998/3/17,5.9,11.7,1.6
1998/3/18,5.9,10.9,1.0
1998/3/19,11.8,17.5,1.0
1998/3/20,11.5,17.4,5.4
1998/3/21,7.2,10.7,4.0
1998/3/22,5.7,8.8,2.7
1998/3/23,5.8,10.8,1.9
1998/3/24,7.1,14.2,2.5
1998/3/25,9.0,14.9,4.5
1998/3/26,10.6,17.1,3.7
1998/3/27,13.4,16.5,10.7
1998/3/28,12.3,17.8,7.9
1998/3/29,12.8,24.4,6.4
1998/3/30,13.5,23.2,6.3
1998/3/31,9.7,13.7,7.3
