ダウンロードした時刻：2019/10/10 16:20:41

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,14.1,19.0,10.3
1998/12/2,15.2,18.5,12.5
1998/12/3,13.6,15.4,12.5
1998/12/4,13.0,17.5,9.2
1998/12/5,12.0,15.8,8.4
1998/12/6,11.3,16.4,8.0
1998/12/7,12.4,15.9,10.0
1998/12/8,9.4,11.1,8.0
1998/12/9,7.8,8.9,6.1
1998/12/10,7.7,9.8,5.7
1998/12/11,8.9,12.2,5.7
1998/12/12,8.6,13.9,4.3
1998/12/13,9.1,14.7,4.6
1998/12/14,12.3,17.0,6.0
1998/12/15,10.9,14.2,9.0
1998/12/16,11.2,15.0,8.4
1998/12/17,10.6,16.6,6.4
1998/12/18,11.1,17.0,6.0
1998/12/19,14.2,18.7,9.2
1998/12/20,12.2,15.6,9.0
1998/12/21,11.0,17.4,7.3
1998/12/22,12.1,18.1,8.0
1998/12/23,11.2,15.6,7.8
1998/12/24,10.4,14.1,7.4
1998/12/25,9.9,15.2,5.7
1998/12/26,10.6,14.3,7.1
1998/12/27,10.6,13.4,7.3
1998/12/28,9.3,15.3,4.9
1998/12/29,10.0,15.7,5.5
1998/12/30,8.8,12.0,5.8
1998/12/31,6.8,8.9,3.0
1999/1/1,6.3,10.7,2.0
1999/1/2,9.2,13.5,6.3
1999/1/3,8.7,12.0,5.7
1999/1/4,8.8,14.0,4.6
1999/1/5,8.9,14.8,4.1
1999/1/6,10.8,15.2,7.2
1999/1/7,7.5,12.2,3.7
1999/1/8,3.7,5.5,1.9
1999/1/9,3.3,4.8,1.0
1999/1/10,4.6,6.9,3.4
1999/1/11,6.2,7.9,3.9
1999/1/12,5.9,8.1,5.1
1999/1/13,6.6,9.3,3.6
1999/1/14,6.8,9.8,3.0
1999/1/15,5.8,7.1,4.6
1999/1/16,7.1,8.4,5.5
1999/1/17,6.2,11.4,1.9
1999/1/18,8.4,13.4,3.8
1999/1/19,12.6,17.5,8.8
1999/1/20,8.2,11.3,6.0
1999/1/21,5.4,8.7,2.4
1999/1/22,7.1,12.8,2.0
1999/1/23,11.2,14.8,8.3
1999/1/24,11.2,14.8,8.8
1999/1/25,10.7,13.6,7.4
1999/1/26,9.1,13.3,5.1
1999/1/27,8.2,12.9,3.5
1999/1/28,8.9,13.1,4.8
1999/1/29,6.2,11.0,3.1
1999/1/30,4.8,9.0,1.6
1999/1/31,7.2,10.3,4.2
1999/2/1,7.8,11.2,5.5
1999/2/2,6.9,10.3,1.1
1999/2/3,1.7,4.4,-0.1
1999/2/4,2.6,6.2,-0.9
1999/2/5,5.5,8.1,2.6
1999/2/6,5.8,10.7,1.3
1999/2/7,8.0,13.9,3.9
1999/2/8,8.4,14.4,3.5
1999/2/9,9.2,14.9,4.4
1999/2/10,10.5,15.1,5.9
1999/2/11,8.2,10.3,6.6
1999/2/12,5.2,8.2,3.1
1999/2/13,4.0,7.5,1.6
1999/2/14,5.0,11.0,-0.3
1999/2/15,6.6,11.3,2.8
1999/2/16,8.6,15.2,2.6
1999/2/17,11.4,17.6,4.9
1999/2/18,13.0,17.5,10.0
1999/2/19,6.5,10.6,2.8
1999/2/20,5.5,8.3,3.9
1999/2/21,4.6,6.9,2.1
1999/2/22,6.1,9.3,1.7
1999/2/23,8.8,12.9,3.6
1999/2/24,11.7,16.6,8.3
1999/2/25,10.9,16.1,7.0
1999/2/26,12.7,17.4,7.7
1999/2/27,8.9,13.4,4.0
1999/2/28,7.0,12.0,3.0
1999/3/1,9.9,14.6,5.7
1999/3/2,11.7,16.8,6.8
1999/3/3,13.1,18.6,9.0
1999/3/4,10.6,14.7,8.7
1999/3/5,15.7,18.8,11.9
1999/3/6,13.3,19.4,8.1
1999/3/7,11.5,15.3,9.6
1999/3/8,10.5,14.9,7.4
1999/3/9,9.0,9.8,7.7
1999/3/10,10.8,13.6,8.2
1999/3/11,10.9,14.2,8.6
1999/3/12,10.8,14.0,7.9
1999/3/13,14.0,19.0,9.3
1999/3/14,15.0,17.4,13.3
1999/3/15,13.9,18.7,10.5
1999/3/16,13.2,19.7,10.7
1999/3/17,15.1,22.0,8.5
1999/3/18,18.2,22.0,15.1
1999/3/19,14.6,18.7,10.1
1999/3/20,9.7,12.7,7.6
1999/3/21,9.9,13.3,7.0
1999/3/22,6.6,9.9,4.2
1999/3/23,9.8,16.2,3.6
1999/3/24,13.6,17.3,11.9
1999/3/25,16.3,18.1,14.4
1999/3/26,17.2,19.8,14.8
1999/3/27,12.3,16.4,8.3
1999/3/28,10.7,13.9,7.5
1999/3/29,10.1,12.7,7.8
1999/3/30,7.8,8.8,6.2
1999/3/31,13.0,19.6,8.5
