ダウンロードした時刻：2019/10/10 15:53:23

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,9.8,14.3,5.8
2001/12/2,9.1,15.3,3.8
2001/12/3,9.8,14.8,4.2
2001/12/4,10.7,15.9,6.4
2001/12/5,10.3,15.4,3.9
2001/12/6,11.0,15.3,8.9
2001/12/7,8.9,14.1,4.5
2001/12/8,7.6,13.5,2.5
2001/12/9,8.7,13.8,4.7
2001/12/10,6.2,10.5,2.4
2001/12/11,6.7,9.4,4.7
2001/12/12,7.3,14.0,0.9
2001/12/13,8.6,12.9,5.2
2001/12/14,5.6,9.2,2.8
2001/12/15,3.3,4.4,2.1
2001/12/16,5.3,10.4,1.2
2001/12/17,6.2,10.4,1.7
2001/12/18,6.1,10.6,2.3
2001/12/19,5.3,11.1,0.0
2001/12/20,6.2,10.2,1.9
2001/12/21,3.7,4.3,2.0
2001/12/22,4.1,9.6,0.9
2001/12/23,4.2,10.2,-0.5
2001/12/24,5.3,11.7,-0.1
2001/12/25,5.6,10.3,-0.4
2001/12/26,6.7,9.9,3.0
2001/12/27,5.0,8.2,1.0
2001/12/28,4.9,8.6,1.4
2001/12/29,4.6,10.3,-0.7
2001/12/30,3.8,8.8,0.4
2001/12/31,3.4,5.6,1.1
2002/1/1,3.4,7.0,-0.4
2002/1/2,2.5,6.0,-2.3
2002/1/3,-0.4,0.8,-2.6
2002/1/4,1.1,3.0,-0.5
2002/1/5,1.4,3.7,-0.4
2002/1/6,1.8,5.9,-1.1
2002/1/7,1.1,4.0,-2.4
2002/1/8,3.9,7.7,1.7
2002/1/9,2.4,4.9,0.3
2002/1/10,4.4,8.3,1.0
2002/1/11,5.8,9.5,2.3
2002/1/12,6.5,12.3,0.7
2002/1/13,7.7,15.2,1.8
2002/1/14,7.1,13.0,0.9
2002/1/15,8.2,9.0,7.2
2002/1/16,9.5,11.2,8.0
2002/1/17,8.0,11.9,4.4
2002/1/18,5.6,9.6,3.3
2002/1/19,4.8,9.7,0.1
2002/1/20,6.7,11.4,0.4
2002/1/21,8.8,12.2,6.2
2002/1/22,6.1,10.1,2.4
2002/1/23,3.0,7.9,-0.6
2002/1/24,3.8,7.9,0.1
2002/1/25,4.5,9.9,0.2
2002/1/26,3.3,6.2,-0.7
2002/1/27,7.4,12.2,3.7
2002/1/28,5.1,8.6,1.2
2002/1/29,1.6,4.2,0.1
2002/1/30,2.5,7.1,-1.0
2002/1/31,3.1,6.8,0.0
2002/2/1,3.2,8.8,-1.6
2002/2/2,5.3,10.1,-0.6
2002/2/3,6.8,10.2,4.4
2002/2/4,7.2,13.1,1.2
2002/2/5,7.9,11.7,4.0
2002/2/6,8.4,14.4,2.9
2002/2/7,6.1,12.5,2.0
2002/2/8,7.1,12.9,0.4
2002/2/9,6.2,10.8,1.9
2002/2/10,2.9,7.8,0.4
2002/2/11,1.6,6.3,-0.4
2002/2/12,1.6,4.9,-2.7
2002/2/13,3.8,9.0,0.9
2002/2/14,3.4,9.7,-1.1
2002/2/15,3.3,8.3,-1.4
2002/2/16,4.7,11.6,-1.6
2002/2/17,5.5,8.5,1.8
2002/2/18,4.0,9.1,0.4
2002/2/19,2.9,6.8,-0.2
2002/2/20,7.3,12.2,2.4
2002/2/21,9.2,16.6,1.5
2002/2/22,10.3,14.9,7.3
2002/2/23,10.0,14.1,6.4
2002/2/24,8.5,14.0,4.1
2002/2/25,7.3,13.8,0.4
2002/2/26,9.5,15.2,4.8
2002/2/27,9.4,13.8,3.9
2002/2/28,9.5,11.8,7.7
2002/3/1,12.1,18.1,6.2
2002/3/2,10.1,15.7,5.3
2002/3/3,6.9,12.7,2.6
2002/3/4,7.4,15.3,-0.4
2002/3/5,6.9,9.6,4.1
2002/3/6,8.9,12.6,5.3
2002/3/7,5.8,10.4,2.6
2002/3/8,5.5,10.5,0.1
2002/3/9,7.5,15.5,-0.4
2002/3/10,9.9,17.9,2.0
2002/3/11,11.0,15.8,7.0
2002/3/12,10.7,17.9,3.2
2002/3/13,10.7,17.2,5.8
2002/3/14,11.3,16.8,3.5
2002/3/15,13.3,17.7,10.3
2002/3/16,12.0,18.1,7.9
2002/3/17,12.7,21.0,5.9
2002/3/18,10.4,17.5,5.7
2002/3/19,10.6,17.1,2.7
2002/3/20,13.0,19.2,7.6
2002/3/21,11.5,14.7,6.7
2002/3/22,11.7,15.7,9.2
2002/3/23,7.7,13.0,3.6
2002/3/24,6.0,12.3,2.7
2002/3/25,8.6,14.5,2.8
2002/3/26,12.9,19.5,5.1
2002/3/27,11.8,16.5,7.0
2002/3/28,11.2,18.2,4.6
2002/3/29,13.3,17.2,8.8
2002/3/30,14.9,19.7,9.5
2002/3/31,13.6,21.0,7.1
