ダウンロードした時刻：2019/10/10 15:41:47

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,6.8,11.3,1.3
1989/12/2,9.0,14.7,2.0
1989/12/3,9.1,16.0,2.7
1989/12/4,10.5,17.3,2.2
1989/12/5,10.9,15.4,8.2
1989/12/6,9.9,15.1,5.3
1989/12/7,8.7,11.5,6.1
1989/12/8,8.0,13.5,3.7
1989/12/9,4.7,8.6,1.1
1989/12/10,5.5,10.0,2.3
1989/12/11,8.5,15.1,-1.3
1989/12/12,6.5,10.4,2.8
1989/12/13,4.6,10.7,-1.4
1989/12/14,6.4,9.5,3.0
1989/12/15,8.3,12.4,6.3
1989/12/16,8.9,14.1,3.8
1989/12/17,9.0,15.6,2.5
1989/12/18,7.4,11.2,3.2
1989/12/19,3.1,6.3,1.1
1989/12/20,3.9,9.0,-0.3
1989/12/21,5.5,10.2,0.8
1989/12/22,6.5,10.9,-0.6
1989/12/23,6.7,12.1,2.9
1989/12/24,5.0,8.1,0.5
1989/12/25,6.1,8.9,3.3
1989/12/26,7.6,11.7,2.4
1989/12/27,8.5,11.7,6.2
1989/12/28,5.3,10.1,1.2
1989/12/29,5.8,11.2,-0.3
1989/12/30,5.4,10.4,2.2
1989/12/31,3.7,8.7,-0.3
1990/1/1,3.3,8.6,-1.3
1990/1/2,4.4,8.9,0.0
1990/1/3,5.1,9.7,2.2
1990/1/4,3.0,7.9,-1.3
1990/1/5,3.6,10.2,-2.8
1990/1/6,6.0,14.6,-1.9
1990/1/7,3.0,6.7,0.2
1990/1/8,3.8,10.5,-0.9
1990/1/9,4.4,13.3,-3.9
1990/1/10,7.5,13.8,-0.7
1990/1/11,8.1,13.0,4.1
1990/1/12,5.2,8.8,1.5
1990/1/13,3.9,8.1,-0.2
1990/1/14,2.4,5.9,-1.4
1990/1/15,3.1,7.8,-1.6
1990/1/16,0.5,3.0,-0.1
1990/1/17,1.0,6.0,-2.9
1990/1/18,3.1,9.8,-3.5
1990/1/19,3.2,6.9,0.8
1990/1/20,1.5,5.3,-1.8
1990/1/21,0.7,6.2,-3.3
1990/1/22,2.5,7.9,-3.5
1990/1/23,1.1,2.9,-0.5
1990/1/24,-0.8,4.0,-3.9
1990/1/25,0.0,4.6,-3.0
1990/1/26,-1.1,2.9,-3.2
1990/1/27,-0.1,3.7,-3.2
1990/1/28,1.1,5.9,-2.2
1990/1/29,0.5,2.8,-3.2
1990/1/30,4.0,8.6,-1.3
1990/1/31,0.4,2.1,-0.8
1990/2/1,0.2,1.8,-1.9
1990/2/2,-0.5,3.9,-5.6
1990/2/3,2.9,7.4,-3.9
1990/2/4,4.2,5.7,2.5
1990/2/5,3.5,6.1,2.3
1990/2/6,4.2,7.2,1.8
1990/2/7,4.7,9.6,-1.4
1990/2/8,6.0,10.8,2.8
1990/2/9,2.5,6.0,-0.5
1990/2/10,4.2,8.1,-3.5
1990/2/11,10.7,14.3,6.2
1990/2/12,8.5,12.7,4.5
1990/2/13,5.7,10.1,2.6
1990/2/14,3.9,6.7,1.5
1990/2/15,4.3,6.3,1.1
1990/2/16,5.6,6.7,4.7
1990/2/17,6.6,11.5,2.9
1990/2/18,7.4,13.2,3.4
1990/2/19,7.1,10.4,6.1
1990/2/20,11.6,14.0,9.8
1990/2/21,10.9,15.7,8.3
1990/2/22,9.1,12.7,3.3
1990/2/23,9.0,9.8,8.2
1990/2/24,11.5,18.1,8.8
1990/2/25,8.8,10.2,7.3
1990/2/26,7.9,9.2,7.2
1990/2/27,7.0,9.4,4.6
1990/2/28,4.5,8.3,1.3
1990/3/1,8.1,11.8,1.4
1990/3/2,6.2,9.9,4.7
1990/3/3,7.3,10.1,4.9
1990/3/4,9.6,14.1,6.9
1990/3/5,7.9,11.6,5.8
1990/3/6,6.9,10.8,5.3
1990/3/7,7.0,12.6,1.0
1990/3/8,5.0,8.7,2.0
1990/3/9,8.7,14.3,4.6
1990/3/10,8.7,12.9,4.9
1990/3/11,10.5,15.8,2.7
1990/3/12,10.4,14.1,4.3
1990/3/13,4.5,8.5,0.7
1990/3/14,7.6,11.1,1.4
1990/3/15,10.3,18.4,7.1
1990/3/16,9.3,13.9,5.7
1990/3/17,8.1,13.9,3.2
1990/3/18,7.2,9.2,5.0
1990/3/19,9.2,15.0,4.7
1990/3/20,10.2,18.9,2.7
1990/3/21,8.2,13.7,5.0
1990/3/22,8.2,13.3,1.1
1990/3/23,8.7,12.7,4.2
1990/3/24,11.5,16.9,6.9
1990/3/25,7.1,11.5,2.6
1990/3/26,4.5,9.2,0.9
1990/3/27,6.5,11.9,-1.5
1990/3/28,11.0,15.9,4.2
1990/3/29,8.6,11.2,7.6
1990/3/30,8.6,11.8,3.5
1990/3/31,11.0,14.0,6.5
