ダウンロードした時刻：2017/07/24 15:40:42

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,4.4,8.1,1.4
2001/1/2,5.9,8.7,2.1
2001/1/3,3.9,6.7,0.4
2001/1/4,2.6,4.9,0.5
2001/1/5,4.6,6.1,1.9
2001/1/6,2.7,3.8,1.4
2001/1/7,4.0,8.6,1.1
2001/1/8,6.8,9.2,3.1
2001/1/9,6.3,10.2,1.0
2001/1/10,8.2,12.4,3.4
2001/1/11,5.3,9.3,2.6
2001/1/12,2.9,4.5,0.9
2001/1/13,1.4,3.1,0.5
2001/1/14,-0.2,2.4,-2.2
2001/1/15,-1.2,1.5,-3.0
2001/1/16,-0.4,2.6,-2.5
2001/1/17,0.2,2.3,-1.2
2001/1/18,2.1,5.3,-0.8
2001/1/19,1.7,3.4,-0.8
2001/1/20,1.1,4.7,-2.5
2001/1/21,5.5,7.6,1.3
2001/1/22,3.7,7.5,0.7
2001/1/23,3.1,7.3,1.6
2001/1/24,2.9,5.6,0.0
2001/1/25,4.3,6.9,-0.2
2001/1/26,4.9,6.5,2.7
2001/1/27,4.1,7.7,1.3
2001/1/28,5.2,8.0,2.4
2001/1/29,1.9,4.8,0.4
2001/1/30,2.0,5.5,-0.8
2001/1/31,4.2,7.1,1.0
2001/2/1,4.5,6.9,2.2
2001/2/2,3.1,4.9,1.0
2001/2/3,4.0,7.4,1.3
2001/2/4,4.2,7.2,1.6
2001/2/5,5.5,11.1,2.2
2001/2/6,5.6,9.2,1.6
2001/2/7,5.7,9.5,1.2
2001/2/8,4.4,7.9,0.0
2001/2/9,2.6,7.4,-0.6
2001/2/10,3.4,6.5,0.5
2001/2/11,4.2,6.7,1.2
2001/2/12,3.0,5.7,1.0
2001/2/13,3.4,7.1,0.6
2001/2/14,2.2,4.4,0.6
2001/2/15,1.1,5.1,-1.0
2001/2/16,3.0,5.2,0.9
2001/2/17,4.0,8.1,0.8
2001/2/18,6.6,11.5,3.3
2001/2/19,7.4,10.2,5.0
2001/2/20,5.4,10.2,1.1
2001/2/21,8.2,13.5,0.8
2001/2/22,9.1,14.4,4.6
2001/2/23,8.5,14.4,3.0
2001/2/24,6.9,8.5,4.6
2001/2/25,4.1,7.0,0.5
2001/2/26,3.2,7.0,-0.3
2001/2/27,6.3,12.9,-1.9
2001/2/28,8.9,10.0,7.4
2001/3/1,6.7,8.1,5.0
2001/3/2,5.6,8.9,3.3
2001/3/3,6.6,10.1,0.6
2001/3/4,5.9,10.1,1.1
2001/3/5,3.9,8.1,0.2
2001/3/6,9.5,13.9,4.6
2001/3/7,6.8,11.8,3.0
2001/3/8,2.4,5.2,-0.2
2001/3/9,1.7,5.1,-0.1
2001/3/10,2.4,5.1,0.1
2001/3/11,2.6,5.5,-0.6
2001/3/12,3.2,8.6,-2.7
2001/3/13,3.9,6.8,1.2
2001/3/14,9.7,15.8,3.2
2001/3/15,9.8,13.4,5.5
2001/3/16,6.4,10.7,3.2
2001/3/17,8.7,10.6,2.8
2001/3/18,10.6,14.7,8.1
2001/3/19,11.2,17.9,5.9
2001/3/20,14.0,18.6,9.7
2001/3/21,12.1,17.2,7.0
2001/3/22,14.4,21.5,5.7
2001/3/23,11.0,15.3,6.6
2001/3/24,13.2,20.4,3.7
2001/3/25,14.0,15.6,11.9
2001/3/26,10.6,13.9,4.9
2001/3/27,8.4,12.7,3.8
2001/3/28,9.6,13.7,4.5
2001/3/29,10.0,15.0,7.2
2001/3/30,5.4,10.0,2.9
2001/3/31,4.4,6.3,1.8
2001/4/1,5.8,11.4,1.9
2001/4/2,12.4,18.5,5.9
2001/4/3,10.4,14.2,7.6
2001/4/4,8.6,13.6,3.9
2001/4/5,12.2,19.1,3.6
2001/4/6,12.8,17.8,7.6
2001/4/7,14.6,22.8,7.6
2001/4/8,18.3,23.1,11.5
2001/4/9,18.1,23.8,14.4
2001/4/10,15.1,18.7,11.8
2001/4/11,17.6,23.4,13.1
2001/4/12,11.6,14.8,7.9
2001/4/13,12.0,18.0,7.0
2001/4/14,12.9,19.2,7.0
2001/4/15,13.3,20.5,7.4
2001/4/16,15.3,22.5,8.3
2001/4/17,19.0,24.7,12.2
2001/4/18,17.7,21.3,14.2
2001/4/19,15.8,19.5,12.1
2001/4/20,12.7,15.7,9.0
2001/4/21,10.4,12.0,8.1
2001/4/22,11.7,15.7,7.6
2001/4/23,14.4,22.5,4.5
2001/4/24,14.6,17.3,11.9
2001/4/25,12.7,16.8,10.9
2001/4/26,11.8,16.9,6.2
2001/4/27,12.6,18.8,5.4
2001/4/28,18.7,24.6,11.6
2001/4/29,17.6,20.8,15.0
2001/4/30,16.7,22.3,14.1
2001/5/1,15.8,18.5,13.9
