ダウンロードした時刻：2019/10/10 15:59:43

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,10.9,17.0,6.3
1981/12/2,5.7,7.6,3.2
1981/12/3,5.1,11.8,-0.2
1981/12/4,6.9,13.7,0.0
1981/12/5,7.6,14.7,1.8
1981/12/6,8.7,14.8,2.5
1981/12/7,7.7,14.4,2.8
1981/12/8,7.5,13.9,1.8
1981/12/9,9.8,14.5,5.1
1981/12/10,8.4,14.1,3.3
1981/12/11,8.2,13.9,1.6
1981/12/12,9.9,15.1,2.9
1981/12/13,9.2,12.1,5.7
1981/12/14,5.6,10.1,1.3
1981/12/15,4.1,7.9,1.0
1981/12/16,4.9,12.1,-1.1
1981/12/17,6.1,13.7,0.7
1981/12/18,6.1,14.5,-0.4
1981/12/19,10.2,14.4,3.6
1981/12/20,8.0,12.0,3.8
1981/12/21,7.1,13.5,1.5
1981/12/22,8.7,15.8,2.8
1981/12/23,9.0,15.8,3.9
1981/12/24,8.2,13.2,0.4
1981/12/25,5.2,13.5,-0.4
1981/12/26,8.3,15.0,1.6
1981/12/27,10.4,16.7,5.6
1981/12/28,11.5,17.7,5.5
1981/12/29,12.7,14.9,11.0
1981/12/30,9.9,14.9,5.5
1981/12/31,8.4,12.0,5.1
1982/1/1,7.9,13.2,2.5
1982/1/2,5.8,12.3,0.5
1982/1/3,6.1,12.0,-0.8
1982/1/4,11.5,14.6,7.6
1982/1/5,10.5,16.4,1.7
1982/1/6,4.9,11.6,-0.3
1982/1/7,3.7,8.7,-1.8
1982/1/8,3.2,10.3,-3.3
1982/1/9,7.9,14.7,-0.9
1982/1/10,6.7,12.6,1.4
1982/1/11,8.0,13.7,2.0
1982/1/12,10.6,17.3,6.0
1982/1/13,6.9,12.9,1.1
1982/1/14,3.4,9.7,-1.5
1982/1/15,4.4,10.7,-1.6
1982/1/16,6.1,10.7,-0.2
1982/1/17,2.9,8.7,-2.3
1982/1/18,2.6,5.9,-3.4
1982/1/19,3.9,6.1,2.6
1982/1/20,4.4,8.7,-0.3
1982/1/21,4.1,10.9,-1.5
1982/1/22,6.9,13.4,-0.1
1982/1/23,7.6,13.3,1.2
1982/1/24,5.8,11.9,-0.6
1982/1/25,6.4,12.2,0.2
1982/1/26,5.2,11.1,-2.4
1982/1/27,7.0,13.1,0.1
1982/1/28,4.6,8.7,0.3
1982/1/29,0.3,2.6,-1.5
1982/1/30,1.7,6.9,-1.9
1982/1/31,4.0,9.4,-3.1
1982/2/1,6.0,10.0,1.4
1982/2/2,2.7,7.2,-1.3
1982/2/3,4.5,10.6,-2.2
1982/2/4,5.4,6.8,2.7
1982/2/5,5.0,10.4,-0.2
1982/2/6,6.1,11.5,1.9
1982/2/7,2.6,7.3,-1.4
1982/2/8,3.1,9.2,-2.2
1982/2/9,3.5,9.3,-3.2
1982/2/10,5.7,9.7,-0.2
1982/2/11,5.2,11.7,-2.3
1982/2/12,7.5,11.7,4.8
1982/2/13,7.0,13.0,0.7
1982/2/14,4.1,9.0,-1.3
1982/2/15,3.5,10.0,-2.5
1982/2/16,6.6,13.5,-1.7
1982/2/17,5.3,7.0,1.5
1982/2/18,8.6,14.4,1.0
1982/2/19,9.2,12.8,4.3
1982/2/20,13.7,18.0,9.6
1982/2/21,9.5,13.4,3.9
1982/2/22,8.3,13.9,2.9
1982/2/23,8.2,13.0,3.8
1982/2/24,6.8,11.1,4.9
1982/2/25,5.5,10.7,-0.1
1982/2/26,5.1,10.7,0.0
1982/2/27,5.7,11.8,-1.2
1982/2/28,8.1,14.8,2.2
1982/3/1,8.3,12.9,3.8
1982/3/2,5.8,10.9,1.8
1982/3/3,5.8,11.1,1.6
1982/3/4,8.3,13.9,-0.9
1982/3/5,15.2,17.9,9.4
1982/3/6,12.1,17.1,9.1
1982/3/7,6.1,10.8,2.2
1982/3/8,6.0,10.9,-0.1
1982/3/9,6.9,14.4,0.2
1982/3/10,8.2,15.1,1.2
1982/3/11,10.2,17.5,2.8
1982/3/12,10.5,14.1,5.0
1982/3/13,12.6,20.2,5.8
1982/3/14,10.5,15.9,4.0
1982/3/15,13.5,15.2,11.0
1982/3/16,15.5,22.0,10.8
1982/3/17,12.6,16.9,7.0
1982/3/18,12.0,17.3,5.1
1982/3/19,9.0,12.2,3.0
1982/3/20,12.3,14.0,10.1
1982/3/21,12.8,19.1,6.4
1982/3/22,12.2,20.7,4.3
1982/3/23,14.2,19.8,6.4
1982/3/24,13.5,20.6,6.3
1982/3/25,6.8,11.7,2.3
1982/3/26,6.2,12.7,-0.7
1982/3/27,7.6,12.5,3.0
1982/3/28,8.5,16.0,0.4
1982/3/29,9.5,17.2,0.8
1982/3/30,13.5,20.5,3.6
1982/3/31,14.2,19.2,6.8
