ダウンロードした時刻：2019/10/10 15:35:02

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,1.5,3.6,-0.3
2018/12/2,3.4,8.5,-2.3
2018/12/3,8.0,12.6,2.2
2018/12/4,11.3,15.3,9.4
2018/12/5,3.2,9.6,-0.1
2018/12/6,0.5,2.1,-0.8
2018/12/7,-1.6,0.7,-5.1
2018/12/8,-5.3,-4.1,-7.9
2018/12/9,-5.7,-3.1,-8.5
2018/12/10,-4.7,-2.6,-6.4
2018/12/11,-2.9,0.1,-5.5
2018/12/12,-1.1,1.4,-4.9
2018/12/13,-1.4,2.7,-6.4
2018/12/14,-2.1,1.1,-6.7
2018/12/15,-2.5,1.5,-8.4
2018/12/16,3.7,6.5,0.4
2018/12/17,2.3,5.0,-0.1
2018/12/18,-0.3,1.7,-3.3
2018/12/19,1.4,4.5,-2.7
2018/12/20,0.0,0.9,-1.2
2018/12/21,1.9,4.5,-0.2
2018/12/22,2.8,6.9,-0.3
2018/12/23,1.7,4.9,-1.5
2018/12/24,-1.9,1.2,-3.2
2018/12/25,0.0,2.9,-2.0
2018/12/26,-0.5,2.0,-4.7
2018/12/27,-7.0,-4.7,-9.0
2018/12/28,-6.0,-3.5,-11.8
2018/12/29,-4.3,-2.4,-6.9
2018/12/30,-2.2,2.0,-8.7
2018/12/31,-0.3,3.1,-2.8
2019/1/1,-1.3,0.4,-4.3
2019/1/2,-4.2,-1.3,-7.3
2019/1/3,-2.8,-0.2,-8.1
2019/1/4,0.8,2.8,-1.7
2019/1/5,-2.6,0.6,-7.6
2019/1/6,-3.3,-0.2,-7.6
2019/1/7,-4.6,-0.9,-8.2
2019/1/8,-4.0,-1.2,-7.5
2019/1/9,-1.9,1.5,-6.7
2019/1/10,1.9,4.9,-1.1
2019/1/11,-2.1,0.8,-6.5
2019/1/12,-1.6,2.1,-5.8
2019/1/13,-3.1,1.2,-7.0
2019/1/14,-1.6,2.1,-5.5
2019/1/15,1.1,5.5,-3.9
2019/1/16,-2.8,-0.4,-4.3
2019/1/17,-5.6,-1.7,-10.0
2019/1/18,-4.9,-2.7,-9.4
2019/1/19,-2.8,1.2,-8.6
2019/1/20,-2.0,0.9,-5.5
2019/1/21,-5.9,-4.1,-7.5
2019/1/22,-4.2,-0.1,-7.8
2019/1/23,-1.8,2.6,-5.2
2019/1/24,-2.9,0.4,-5.2
2019/1/25,-3.6,1.7,-8.8
2019/1/26,-2.8,2.3,-8.5
2019/1/27,-1.1,1.7,-5.0
2019/1/28,0.5,3.3,-2.6
2019/1/29,-0.2,2.3,-4.9
2019/1/30,-0.5,4.2,-7.2
2019/1/31,-2.7,4.5,-6.9
2019/2/1,-6.3,-5.0,-7.6
2019/2/2,-3.3,-2.1,-5.1
2019/2/3,1.1,4.5,-6.0
2019/2/4,-0.6,4.4,-5.9
2019/2/5,-2.6,2.1,-6.7
2019/2/6,-0.5,1.7,-2.1
2019/2/7,-4.1,-1.9,-8.8
2019/2/8,-10.9,-8.8,-13.6
2019/2/9,-8.5,-4.5,-14.1
2019/2/10,-7.2,-3.2,-12.4
2019/2/11,-4.2,-0.7,-7.7
2019/2/12,-5.6,-2.8,-8.0
2019/2/13,-6.2,-3.4,-8.4
2019/2/14,-6.3,-2.0,-11.9
2019/2/15,-2.6,1.0,-7.2
2019/2/16,-1.3,2.5,-4.4
2019/2/17,0.5,1.7,-1.4
2019/2/18,1.0,3.9,-3.2
2019/2/19,2.4,6.5,-3.4
2019/2/20,3.0,6.6,0.6
2019/2/21,1.7,5.2,-1.9
2019/2/22,1.8,7.5,-3.0
2019/2/23,-0.5,4.5,-4.3
2019/2/24,2.4,6.7,-5.2
2019/2/25,4.4,7.9,-1.2
2019/2/26,-0.5,4.2,-4.7
2019/2/27,0.2,4.7,-4.2
2019/2/28,1.7,6.1,-1.7
2019/3/1,3.1,7.3,-1.2
2019/3/2,1.3,5.4,-2.8
2019/3/3,2.9,8.9,-3.4
2019/3/4,3.9,8.5,0.0
2019/3/5,2.9,9.0,-1.8
2019/3/6,4.0,9.8,0.1
2019/3/7,1.8,5.0,-1.0
2019/3/8,1.3,5.2,-2.3
2019/3/9,6.7,11.2,-1.0
2019/3/10,6.2,10.6,2.2
2019/3/11,3.3,5.1,1.7
2019/3/12,3.3,5.7,-0.1
2019/3/13,1.5,5.7,-1.2
2019/3/14,0.9,5.3,-4.2
2019/3/15,3.1,7.2,-1.8
2019/3/16,3.4,7.1,0.4
2019/3/17,1.6,6.4,-2.7
2019/3/18,5.1,10.3,-1.9
2019/3/19,8.6,12.2,4.8
2019/3/20,9.0,14.1,2.8
2019/3/21,7.2,10.7,4.7
2019/3/22,3.1,8.5,-1.2
2019/3/23,-0.9,3.4,-4.5
2019/3/24,-0.7,1.5,-3.3
2019/3/25,5.5,10.9,-0.1
2019/3/26,4.7,9.8,0.0
2019/3/27,2.8,5.9,0.4
2019/3/28,0.6,3.9,-2.5
2019/3/29,0.1,4.9,-4.3
2019/3/30,1.0,5.5,-5.2
2019/3/31,0.4,2.1,-0.7
