ダウンロードした時刻：2019/10/10 15:45:57

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,4.0,8.9,-1.5
1984/12/2,3.5,8.9,0.3
1984/12/3,3.3,7.9,0.1
1984/12/4,3.8,11.5,-2.6
1984/12/5,7.3,16.1,-0.7
1984/12/6,2.1,8.0,0.5
1984/12/7,1.5,5.8,-1.9
1984/12/8,1.4,8.1,-4.2
1984/12/9,2.3,9.3,-3.9
1984/12/10,6.9,13.7,-0.3
1984/12/11,6.0,9.4,3.9
1984/12/12,8.5,11.7,6.0
1984/12/13,5.9,9.7,2.9
1984/12/14,5.4,10.1,2.0
1984/12/15,-0.2,2.8,-2.9
1984/12/16,0.7,4.1,-2.4
1984/12/17,1.5,5.3,-0.7
1984/12/18,-0.3,2.8,-2.4
1984/12/19,-0.2,0.8,-1.0
1984/12/20,-0.8,2.9,-3.2
1984/12/21,-0.3,3.5,-4.3
1984/12/22,-0.7,1.0,-2.4
1984/12/23,-1.4,1.7,-5.3
1984/12/24,-2.4,0.0,-5.0
1984/12/25,-4.5,-2.1,-7.5
1984/12/26,-3.3,0.1,-6.0
1984/12/27,-2.0,0.5,-4.7
1984/12/28,-2.6,-0.8,-3.8
1984/12/29,-3.0,-1.4,-4.6
1984/12/30,-2.1,1.6,-5.0
1984/12/31,-1.4,2.6,-6.1
1985/1/1,-1.9,2.1,-4.6
1985/1/2,-2.9,0.7,-5.1
1985/1/3,-1.4,3.6,-6.2
1985/1/4,-2.6,0.2,-5.2
1985/1/5,-3.9,-1.5,-6.0
1985/1/6,-3.3,-0.3,-5.3
1985/1/7,-4.0,-1.2,-6.5
1985/1/8,-3.7,0.4,-8.5
1985/1/9,-3.4,1.8,-8.6
1985/1/10,1.2,8.4,-4.4
1985/1/11,0.8,3.9,-1.4
1985/1/12,1.0,4.5,-1.5
1985/1/13,-1.0,2.1,-3.1
1985/1/14,-4.5,-2.8,-6.4
1985/1/15,-4.5,-0.3,-7.6
1985/1/16,-2.6,0.3,-6.6
1985/1/17,-4.3,-2.6,-6.7
1985/1/18,-4.6,-0.4,-8.3
1985/1/19,-3.2,2.1,-9.9
1985/1/20,1.4,5.7,-2.7
1985/1/21,-1.6,0.7,-3.8
1985/1/22,-1.8,2.0,-6.9
1985/1/23,-1.0,1.5,-4.2
1985/1/24,-3.1,-1.5,-4.9
1985/1/25,-5.3,-3.1,-6.9
1985/1/26,-4.9,-2.8,-7.1
1985/1/27,-2.2,2.4,-9.4
1985/1/28,-0.2,3.8,-2.9
1985/1/29,-3.3,-0.4,-4.8
1985/1/30,-5.8,-3.7,-7.8
1985/1/31,-4.5,2.0,-10.6
1985/2/1,0.6,7.1,-7.4
1985/2/2,-1.2,1.8,-4.7
1985/2/3,-0.9,5.7,-6.8
1985/2/4,0.7,5.7,-3.9
1985/2/5,1.4,5.2,-1.2
1985/2/6,3.1,7.2,0.4
1985/2/7,1.8,8.3,-1.4
1985/2/8,2.6,5.6,0.0
1985/2/9,4.3,6.8,2.9
1985/2/10,2.8,8.8,-0.1
1985/2/11,0.3,3.6,-1.7
1985/2/12,0.5,5.7,-3.5
1985/2/13,0.7,7.3,-2.4
1985/2/14,-3.2,0.6,-4.9
1985/2/15,-1.5,4.4,-6.0
1985/2/16,-0.5,3.5,-3.8
1985/2/17,0.3,2.6,-1.2
1985/2/18,1.7,5.5,-1.7
1985/2/19,1.0,3.5,0.1
1985/2/20,5.0,8.3,1.4
1985/2/21,0.2,4.3,-4.0
1985/2/22,-3.2,-1.1,-5.0
1985/2/23,-1.0,3.1,-6.1
1985/2/24,-0.7,3.3,-3.9
1985/2/25,-1.6,2.6,-4.3
1985/2/26,-0.9,5.1,-5.4
1985/2/27,0.6,5.3,-1.4
1985/2/28,2.0,4.4,-1.2
1985/3/1,5.2,7.9,3.2
1985/3/2,4.5,7.3,2.8
1985/3/3,1.6,4.5,-1.7
1985/3/4,0.8,7.3,-3.7
1985/3/5,2.0,8.6,-2.5
1985/3/6,0.7,5.5,-1.8
1985/3/7,2.3,7.6,-3.0
1985/3/8,8.6,14.3,0.0
1985/3/9,3.8,11.7,1.2
1985/3/10,-0.2,2.2,-1.9
1985/3/11,-0.4,2.0,-2.2
1985/3/12,1.6,4.6,-1.3
1985/3/13,1.9,6.5,-2.7
1985/3/14,0.7,2.0,-0.2
1985/3/15,0.9,4.1,-2.1
1985/3/16,3.9,11.3,-3.3
1985/3/17,4.0,6.0,1.1
1985/3/18,6.4,11.4,3.3
1985/3/19,2.9,5.8,0.5
1985/3/20,5.5,11.6,1.3
1985/3/21,4.8,7.2,2.8
1985/3/22,3.3,7.9,-1.1
1985/3/23,2.6,10.4,-2.9
1985/3/24,6.3,13.2,-0.1
1985/3/25,10.5,18.2,3.8
1985/3/26,6.6,11.9,1.8
1985/3/27,5.8,9.6,0.7
1985/3/28,6.8,10.4,4.8
1985/3/29,7.6,14.2,4.3
1985/3/30,4.0,8.5,0.4
1985/3/31,1.5,6.9,-1.8
