ダウンロードした時刻：2019/10/10 16:09:53

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/12/1,6.6,13.8,1.4
1981/12/2,1.9,5.9,-1.6
1981/12/3,3.0,10.0,-2.2
1981/12/4,3.2,10.8,-3.3
1981/12/5,5.5,11.5,-0.2
1981/12/6,6.2,12.4,1.8
1981/12/7,5.8,12.8,-0.4
1981/12/8,6.4,12.5,-0.3
1981/12/9,7.2,12.3,1.8
1981/12/10,5.7,12.6,0.0
1981/12/11,4.4,12.1,-2.1
1981/12/12,6.6,13.9,-1.1
1981/12/13,5.6,11.0,0.0
1981/12/14,2.2,8.0,-2.1
1981/12/15,1.3,7.1,-3.0
1981/12/16,2.9,10.0,-3.1
1981/12/17,3.5,11.4,-3.1
1981/12/18,4.5,11.6,-3.0
1981/12/19,5.2,6.7,4.0
1981/12/20,5.2,8.9,0.9
1981/12/21,8.0,12.9,3.5
1981/12/22,8.6,14.5,3.8
1981/12/23,7.8,13.3,2.9
1981/12/24,5.5,9.8,2.0
1981/12/25,2.5,9.9,-2.9
1981/12/26,4.0,11.8,-2.2
1981/12/27,5.9,14.6,0.0
1981/12/28,6.5,15.7,1.0
1981/12/29,9.0,13.6,3.2
1981/12/30,6.5,10.2,2.5
1981/12/31,6.6,11.0,2.8
1982/1/1,5.0,10.5,1.1
1982/1/2,4.9,9.8,-0.1
1982/1/3,3.6,9.4,-3.7
1982/1/4,7.9,11.3,2.0
1982/1/5,8.0,11.5,5.0
1982/1/6,5.4,9.8,1.0
1982/1/7,1.9,6.6,-2.9
1982/1/8,0.6,7.1,-4.6
1982/1/9,3.9,9.0,-1.3
1982/1/10,4.7,11.3,-0.1
1982/1/11,4.7,12.1,-1.6
1982/1/12,8.0,14.4,3.3
1982/1/13,2.8,7.7,-1.6
1982/1/14,2.6,7.6,-1.8
1982/1/15,2.1,8.1,-3.9
1982/1/16,1.3,7.5,-4.0
1982/1/17,1.7,6.5,-2.8
1982/1/18,0.1,3.7,-4.5
1982/1/19,0.5,4.5,-1.6
1982/1/20,2.1,7.0,-2.3
1982/1/21,3.4,10.8,-4.4
1982/1/22,7.0,11.9,3.5
1982/1/23,5.3,10.0,0.0
1982/1/24,4.4,9.5,-2.0
1982/1/25,4.6,8.2,-0.6
1982/1/26,4.4,10.2,-1.4
1982/1/27,5.4,11.1,0.7
1982/1/28,0.7,5.9,-2.3
1982/1/29,-1.3,3.7,-4.5
1982/1/30,-0.2,7.0,-5.3
1982/1/31,1.4,5.9,-4.4
1982/2/1,2.8,8.3,-1.1
1982/2/2,1.1,6.4,-4.6
1982/2/3,1.9,6.1,-4.6
1982/2/4,2.7,4.4,2.0
1982/2/5,2.3,5.7,-1.8
1982/2/6,2.2,7.4,-2.0
1982/2/7,0.8,5.6,-2.4
1982/2/8,1.8,7.3,-2.2
1982/2/9,2.2,7.2,-4.2
1982/2/10,3.3,8.0,-2.1
1982/2/11,2.8,9.5,-4.9
1982/2/12,5.8,11.9,0.6
1982/2/13,4.5,10.9,-1.9
1982/2/14,2.8,6.3,-1.0
1982/2/15,3.3,9.6,-1.6
1982/2/16,3.7,10.8,-4.1
1982/2/17,2.7,4.1,0.4
1982/2/18,5.2,12.9,-2.6
1982/2/19,8.8,11.7,3.8
1982/2/20,10.9,13.5,9.3
1982/2/21,8.1,11.7,3.2
1982/2/22,5.7,13.3,-0.3
1982/2/23,7.1,11.8,2.9
1982/2/24,3.6,6.5,-0.4
1982/2/25,3.5,10.2,-2.1
1982/2/26,2.7,9.1,-3.1
1982/2/27,3.6,11.1,-3.4
1982/2/28,5.3,10.8,-0.8
1982/3/1,5.4,7.9,2.2
1982/3/2,4.1,8.8,-0.8
1982/3/3,4.0,11.5,-1.9
1982/3/4,5.9,13.1,-2.1
1982/3/5,10.2,14.2,7.1
1982/3/6,9.2,15.4,4.6
1982/3/7,4.3,8.6,0.5
1982/3/8,4.2,10.2,-1.0
1982/3/9,5.2,13.0,-3.2
1982/3/10,6.6,15.1,-1.3
1982/3/11,8.3,18.3,-0.9
1982/3/12,8.0,11.6,2.9
1982/3/13,10.6,16.5,5.2
1982/3/14,8.6,15.1,1.1
1982/3/15,13.1,15.0,8.9
1982/3/16,14.2,19.9,9.0
1982/3/17,10.4,13.8,6.6
1982/3/18,9.9,15.0,4.0
1982/3/19,7.2,11.8,1.9
1982/3/20,11.4,14.2,6.8
1982/3/21,11.4,16.3,5.7
1982/3/22,10.9,20.5,2.4
1982/3/23,13.1,21.3,4.7
1982/3/24,8.6,13.8,3.3
1982/3/25,4.3,10.0,0.4
1982/3/26,4.6,11.1,-2.1
1982/3/27,5.9,12.7,-0.4
1982/3/28,7.6,16.2,-0.2
1982/3/29,8.4,18.2,-0.1
1982/3/30,12.0,19.8,3.1
1982/3/31,11.1,15.7,4.6
