ダウンロードした時刻：2019/10/10 16:15:32

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/12/1,13.5,16.8,11.7
2003/12/2,12.3,16.5,7.4
2003/12/3,11.6,17.2,7.4
2003/12/4,9.9,15.9,5.6
2003/12/5,11.5,16.7,5.8
2003/12/6,14.6,17.7,11.6
2003/12/7,9.7,14.5,5.2
2003/12/8,7.5,10.8,3.3
2003/12/9,8.3,12.1,4.1
2003/12/10,8.5,13.5,4.1
2003/12/11,8.4,9.4,5.6
2003/12/12,9.6,12.5,5.6
2003/12/13,8.1,11.2,4.6
2003/12/14,7.2,12.8,3.3
2003/12/15,7.8,11.4,4.0
2003/12/16,7.2,13.0,3.1
2003/12/17,9.2,12.0,4.6
2003/12/18,7.9,10.7,4.5
2003/12/19,5.0,8.3,2.8
2003/12/20,3.8,6.3,2.3
2003/12/21,5.2,9.8,1.6
2003/12/22,9.1,12.9,4.2
2003/12/23,10.4,14.1,6.3
2003/12/24,11.9,15.5,7.4
2003/12/25,11.3,16.9,5.2
2003/12/26,8.6,12.4,4.7
2003/12/27,5.2,8.9,2.7
2003/12/28,5.7,11.2,1.7
2003/12/29,9.3,15.2,1.9
2003/12/30,10.1,14.2,6.8
2003/12/31,8.7,11.0,4.6
2004/1/1,7.6,11.8,4.6
2004/1/2,7.9,14.6,3.8
2004/1/3,7.2,11.5,3.8
2004/1/4,6.8,12.3,2.7
2004/1/5,6.5,12.2,2.7
2004/1/6,7.0,13.6,1.8
2004/1/7,8.5,13.1,3.9
2004/1/8,6.0,9.9,1.8
2004/1/9,5.0,10.5,0.0
2004/1/10,8.7,13.1,4.4
2004/1/11,5.9,9.1,1.4
2004/1/12,5.6,10.7,0.1
2004/1/13,5.9,8.2,4.5
2004/1/14,4.6,8.0,2.2
2004/1/15,4.8,9.8,0.6
2004/1/16,4.2,7.0,0.6
2004/1/17,3.6,7.8,1.2
2004/1/18,6.0,12.1,-0.9
2004/1/19,6.7,8.5,4.0
2004/1/20,5.4,9.4,1.9
2004/1/21,3.1,6.0,0.7
2004/1/22,-0.7,2.1,-2.8
2004/1/23,2.3,5.6,-0.4
2004/1/24,3.0,6.7,0.2
2004/1/25,2.9,5.0,1.6
2004/1/26,2.9,6.3,-0.2
2004/1/27,3.6,8.6,0.2
2004/1/28,3.6,8.6,-1.2
2004/1/29,6.5,11.5,3.0
2004/1/30,6.2,12.0,1.4
2004/1/31,6.7,12.5,1.2
2004/2/1,7.9,14.4,1.5
2004/2/2,9.4,11.3,6.8
2004/2/3,6.0,8.5,3.2
2004/2/4,3.9,7.3,0.1
2004/2/5,3.3,6.9,0.1
2004/2/6,3.4,6.6,-0.4
2004/2/7,2.9,6.7,0.0
2004/2/8,4.9,8.7,0.3
2004/2/9,5.7,10.4,2.3
2004/2/10,5.0,10.5,-0.2
2004/2/11,8.1,12.6,2.3
2004/2/12,8.3,13.2,4.3
2004/2/13,6.7,12.1,1.9
2004/2/14,9.6,18.1,2.8
2004/2/15,7.8,11.9,3.6
2004/2/16,6.8,11.7,1.9
2004/2/17,7.7,12.7,2.2
2004/2/18,8.5,14.9,3.5
2004/2/19,9.4,16.1,4.2
2004/2/20,11.1,19.2,3.3
2004/2/21,13.5,19.7,6.5
2004/2/22,15.2,23.9,10.6
2004/2/23,8.3,10.6,4.0
2004/2/24,7.9,12.5,1.9
2004/2/25,11.6,16.4,7.6
2004/2/26,10.0,12.7,4.3
2004/2/27,6.2,10.8,1.6
2004/2/28,8.8,13.8,3.1
2004/2/29,12.8,18.3,9.2
2004/3/1,10.1,13.8,7.2
2004/3/2,7.7,12.1,4.1
2004/3/3,4.8,7.7,0.9
2004/3/4,4.0,7.7,0.1
2004/3/5,6.6,13.4,-1.4
2004/3/6,5.6,8.8,2.7
2004/3/7,3.5,6.7,1.5
2004/3/8,5.0,9.3,-0.1
2004/3/9,8.7,14.1,3.9
2004/3/10,14.6,21.6,4.6
2004/3/11,15.8,20.0,12.7
2004/3/12,9.2,12.9,3.7
2004/3/13,8.6,15.5,1.5
2004/3/14,11.2,17.7,4.8
2004/3/15,11.8,18.7,6.0
2004/3/16,13.7,19.1,6.3
2004/3/17,18.9,24.0,12.4
2004/3/18,11.9,18.4,7.5
2004/3/19,9.6,14.8,3.8
2004/3/20,9.8,13.2,5.9
2004/3/21,9.2,13.7,4.5
2004/3/22,7.4,9.0,5.0
2004/3/23,10.2,16.6,3.0
2004/3/24,12.1,17.4,8.9
2004/3/25,10.7,13.7,8.2
2004/3/26,11.9,17.9,6.9
2004/3/27,10.0,15.0,3.8
2004/3/28,12.5,18.7,6.2
2004/3/29,15.4,21.7,7.1
2004/3/30,14.4,15.7,13.3
2004/3/31,13.1,16.5,7.3
