ダウンロードした時刻：2019/10/10 16:06:33

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,8.3,12.8,5.1
2004/12/2,10.4,14.2,4.8
2004/12/3,9.4,18.3,2.7
2004/12/4,13.7,16.9,9.8
2004/12/5,13.1,19.9,7.9
2004/12/6,8.7,13.3,4.1
2004/12/7,9.6,14.4,3.8
2004/12/8,8.6,14.2,4.7
2004/12/9,8.2,15.3,4.7
2004/12/10,9.2,17.1,3.7
2004/12/11,10.4,15.6,6.1
2004/12/12,9.6,14.9,4.5
2004/12/13,10.0,15.2,7.0
2004/12/14,7.4,13.6,3.0
2004/12/15,7.4,14.6,2.9
2004/12/16,8.6,12.9,4.0
2004/12/17,7.5,10.4,2.4
2004/12/18,8.2,13.9,2.0
2004/12/19,10.1,12.6,6.8
2004/12/20,11.1,17.5,6.8
2004/12/21,8.5,11.0,5.8
2004/12/22,6.6,9.5,4.2
2004/12/23,4.8,7.3,2.3
2004/12/24,4.5,8.6,1.5
2004/12/25,4.7,10.9,0.6
2004/12/26,5.4,7.6,3.5
2004/12/27,5.4,9.3,2.3
2004/12/28,4.0,7.5,1.0
2004/12/29,4.1,9.1,0.5
2004/12/30,2.7,6.3,1.1
2004/12/31,1.2,3.4,0.2
2005/1/1,2.4,6.4,-0.1
2005/1/2,1.2,6.7,-1.1
2005/1/3,5.1,10.4,-0.6
2005/1/4,5.8,10.9,1.0
2005/1/5,3.5,6.2,0.8
2005/1/6,3.3,5.8,0.0
2005/1/7,5.0,11.2,1.8
2005/1/8,2.5,5.4,0.4
2005/1/9,0.5,2.7,-0.7
2005/1/10,0.9,5.9,-1.6
2005/1/11,2.2,6.9,-0.7
2005/1/12,1.5,3.8,0.2
2005/1/13,2.9,7.8,0.4
2005/1/14,3.4,6.6,0.9
2005/1/15,3.7,5.8,1.4
2005/1/16,5.2,9.4,3.3
2005/1/17,5.7,8.8,2.8
2005/1/18,4.4,8.9,2.0
2005/1/19,5.9,11.8,1.5
2005/1/20,3.3,7.1,0.9
2005/1/21,1.3,3.5,0.3
2005/1/22,2.2,5.3,0.4
2005/1/23,2.8,7.2,-0.2
2005/1/24,4.4,11.0,-1.4
2005/1/25,6.1,7.7,4.7
2005/1/26,4.8,8.0,0.8
2005/1/27,4.6,10.3,-0.4
2005/1/28,4.9,11.5,0.2
2005/1/29,7.4,15.9,-0.7
2005/1/30,3.0,8.2,0.7
2005/1/31,2.0,6.0,-1.2
2005/2/1,-0.9,3.3,-2.9
2005/2/2,-0.5,1.3,-2.8
2005/2/3,0.2,3.1,-2.1
2005/2/4,2.5,6.9,0.5
2005/2/5,3.3,5.4,1.4
2005/2/6,4.1,5.3,2.2
2005/2/7,4.2,6.2,2.3
2005/2/8,4.1,8.4,2.1
2005/2/9,7.4,14.5,2.1
2005/2/10,5.6,9.3,1.0
2005/2/11,1.8,3.7,0.5
2005/2/12,1.0,2.6,-0.5
2005/2/13,2.3,6.4,-0.2
2005/2/14,4.1,8.5,1.3
2005/2/15,5.3,10.7,0.1
2005/2/16,8.7,11.7,4.7
2005/2/17,7.5,9.0,6.0
2005/2/18,6.4,8.1,4.6
2005/2/19,6.5,9.3,3.9
2005/2/20,2.6,6.5,-1.3
2005/2/21,0.9,6.5,-2.7
2005/2/22,2.2,8.2,-3.3
2005/2/23,8.1,15.0,1.4
2005/2/24,3.6,7.4,0.1
2005/2/25,5.0,9.9,0.8
2005/2/26,0.9,2.3,-0.5
2005/2/27,1.2,3.7,-0.5
2005/2/28,3.3,8.0,0.0
2005/3/1,1.4,3.4,-0.1
2005/3/2,3.4,9.1,-0.2
2005/3/3,4.3,7.7,0.9
2005/3/4,5.3,9.3,1.7
2005/3/5,2.7,6.3,-0.5
2005/3/6,2.6,7.9,-1.2
2005/3/7,5.1,14.2,-2.2
2005/3/8,8.7,17.7,0.7
2005/3/9,7.7,10.2,4.6
2005/3/10,11.7,21.3,3.0
2005/3/11,13.0,17.4,8.6
2005/3/12,3.3,8.6,-0.6
2005/3/13,0.1,3.4,-1.6
2005/3/14,1.3,7.1,-3.0
2005/3/15,4.3,10.3,-1.2
2005/3/16,8.4,17.8,2.4
2005/3/17,12.0,18.0,5.8
2005/3/18,6.6,10.0,3.7
2005/3/19,5.4,11.7,-0.2
2005/3/20,6.3,13.4,1.1
2005/3/21,9.4,13.6,4.2
2005/3/22,11.5,14.3,5.1
2005/3/23,8.0,11.9,3.2
2005/3/24,5.3,13.5,0.8
2005/3/25,2.8,5.4,0.7
2005/3/26,5.4,11.0,0.8
2005/3/27,10.2,19.8,1.4
2005/3/28,12.0,14.9,9.2
2005/3/29,7.5,11.3,3.1
2005/3/30,6.8,12.7,1.1
2005/3/31,8.3,18.1,2.5
