ダウンロードした時刻：2019/10/10 15:49:01

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,1.9,6.5,-3.4
1986/12/2,3.4,10.1,-1.2
1986/12/3,3.9,11.1,-1.6
1986/12/4,4.2,8.5,1.0
1986/12/5,1.8,7.0,-1.1
1986/12/6,1.9,10.6,-2.6
1986/12/7,3.7,10.6,1.2
1986/12/8,1.8,7.1,-2.5
1986/12/9,-0.8,8.0,-4.0
1986/12/10,0.0,3.9,-6.1
1986/12/11,3.2,10.1,-2.3
1986/12/12,1.1,11.8,-3.6
1986/12/13,3.5,13.3,-3.0
1986/12/14,3.9,5.6,0.8
1986/12/15,4.9,7.1,2.1
1986/12/16,1.4,5.6,-3.7
1986/12/17,0.2,6.7,-4.2
1986/12/18,4.0,10.8,-3.3
1986/12/19,6.2,9.0,2.0
1986/12/20,-0.2,2.8,-4.1
1986/12/21,0.8,8.9,-4.2
1986/12/22,-1.6,1.3,-6.2
1986/12/23,-2.3,3.7,-7.1
1986/12/24,1.3,5.4,-1.2
1986/12/25,1.8,4.0,-0.7
1986/12/26,2.3,5.5,0.6
1986/12/27,0.2,3.2,-2.3
1986/12/28,0.0,4.5,-2.2
1986/12/29,-2.7,1.5,-5.5
1986/12/30,-1.4,1.2,-5.1
1986/12/31,2.1,5.0,-0.4
1987/1/1,-0.3,3.5,-2.2
1987/1/2,-0.7,1.0,-2.6
1987/1/3,3.7,11.0,-0.3
1987/1/4,0.2,4.1,-2.0
1987/1/5,-1.3,0.5,-2.9
1987/1/6,0.4,4.1,-2.4
1987/1/7,0.8,5.3,-6.1
1987/1/8,1.8,5.1,0.1
1987/1/9,1.5,4.9,0.1
1987/1/10,-2.5,0.2,-6.0
1987/1/11,-4.6,0.1,-8.5
1987/1/12,-5.3,-2.8,-9.4
1987/1/13,-2.1,0.9,-4.7
1987/1/14,-3.5,0.4,-5.7
1987/1/15,-1.3,5.3,-5.2
1987/1/16,-0.6,6.3,-6.4
1987/1/17,2.1,7.4,-0.2
1987/1/18,-1.4,1.0,-4.0
1987/1/19,-1.5,2.3,-3.9
1987/1/20,-4.9,-0.6,-10.1
1987/1/21,-6.5,1.7,-14.0
1987/1/22,-4.3,5.4,-12.1
1987/1/23,1.2,8.7,-6.3
1987/1/24,1.6,5.7,-2.6
1987/1/25,-4.1,-1.1,-6.4
1987/1/26,-3.9,0.1,-6.5
1987/1/27,-1.7,2.4,-5.1
1987/1/28,0.1,4.9,-2.6
1987/1/29,0.3,9.7,-4.2
1987/1/30,0.1,4.6,-3.4
1987/1/31,-2.1,2.5,-4.4
1987/2/1,-3.9,0.7,-8.9
1987/2/2,-3.7,1.7,-10.8
1987/2/3,-1.2,2.4,-3.2
1987/2/4,-2.7,-0.9,-4.0
1987/2/5,-0.3,3.8,-3.5
1987/2/6,1.4,6.7,-1.9
1987/2/7,0.3,6.2,-3.9
1987/2/8,1.1,7.7,-4.4
1987/2/9,-0.4,10.9,-7.6
1987/2/10,2.6,14.5,-5.4
1987/2/11,6.2,15.6,1.3
1987/2/12,2.8,6.3,-0.7
1987/2/13,0.7,5.8,-2.4
1987/2/14,1.7,6.8,-2.7
1987/2/15,0.3,4.1,-1.7
1987/2/16,-2.1,0.8,-6.0
1987/2/17,-3.9,-1.0,-8.1
1987/2/18,0.4,4.5,-2.0
1987/2/19,-2.0,0.1,-3.8
1987/2/20,-2.0,3.2,-6.1
1987/2/21,-2.0,4.6,-10.5
1987/2/22,-1.1,5.1,-6.4
1987/2/23,1.4,9.3,-4.0
1987/2/24,3.2,10.9,-4.6
1987/2/25,-2.1,4.3,-5.1
1987/2/26,-4.2,-2.3,-5.6
1987/2/27,-4.7,-0.3,-9.7
1987/2/28,-3.3,0.9,-8.6
1987/3/1,-3.3,0.8,-8.3
1987/3/2,-4.8,-0.4,-8.4
1987/3/3,-1.4,3.9,-8.5
1987/3/4,2.2,8.5,-3.6
1987/3/5,4.4,11.5,-0.2
1987/3/6,3.6,10.1,0.1
1987/3/7,-2.1,0.1,-3.8
1987/3/8,0.4,4.9,-2.5
1987/3/9,0.4,3.8,-2.2
1987/3/10,-0.2,3.8,-4.4
1987/3/11,2.1,6.9,-0.8
1987/3/12,2.3,11.4,-3.9
1987/3/13,3.2,8.0,-2.2
1987/3/14,4.5,6.6,2.7
1987/3/15,3.0,8.0,-0.2
1987/3/16,1.0,5.6,-1.8
1987/3/17,1.4,8.2,-2.9
1987/3/18,3.3,9.6,-0.7
1987/3/19,5.6,14.7,-2.1
1987/3/20,5.2,10.2,-0.6
1987/3/21,7.0,17.6,-1.0
1987/3/22,10.3,19.2,2.8
1987/3/23,10.0,12.9,7.7
1987/3/24,10.3,16.0,6.5
1987/3/25,2.2,8.1,-2.1
1987/3/26,0.7,5.3,-3.0
1987/3/27,2.5,10.7,-3.5
1987/3/28,3.7,10.6,-4.0
1987/3/29,6.0,14.8,0.4
1987/3/30,8.2,18.8,-1.9
1987/3/31,2.7,8.7,-3.3
