ダウンロードした時刻：2019/10/10 15:58:39

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,11.4,18.5,6.3
2007/12/2,10.8,17.4,5.3
2007/12/3,8.8,12.6,6.1
2007/12/4,10.0,15.4,4.0
2007/12/5,7.6,14.8,1.9
2007/12/6,7.5,13.4,1.4
2007/12/7,12.2,18.3,3.3
2007/12/8,11.0,15.6,5.5
2007/12/9,10.4,14.8,5.6
2007/12/10,9.1,13.9,4.4
2007/12/11,9.0,12.4,6.2
2007/12/12,11.0,15.6,6.1
2007/12/13,12.3,16.9,9.7
2007/12/14,10.3,15.2,5.2
2007/12/15,8.7,14.6,3.7
2007/12/16,8.7,13.3,4.6
2007/12/17,6.8,12.7,1.3
2007/12/18,7.5,14.7,1.3
2007/12/19,7.7,12.1,3.3
2007/12/20,7.8,13.9,2.1
2007/12/21,9.1,13.9,2.5
2007/12/22,9.3,11.4,7.3
2007/12/23,10.9,15.3,8.0
2007/12/24,11.4,16.0,7.5
2007/12/25,7.9,10.6,4.4
2007/12/26,7.1,11.7,2.7
2007/12/27,6.6,12.3,1.2
2007/12/28,10.3,14.6,5.2
2007/12/29,12.1,14.6,8.5
2007/12/30,8.0,12.0,4.2
2007/12/31,5.1,8.8,2.8
2008/1/1,4.8,9.4,0.3
2008/1/2,4.4,10.8,-1.5
2008/1/3,5.6,10.8,-1.2
2008/1/4,6.5,12.2,0.5
2008/1/5,7.0,14.2,1.8
2008/1/6,8.3,17.7,0.5
2008/1/7,7.4,10.3,4.0
2008/1/8,8.0,13.0,3.8
2008/1/9,8.9,14.8,4.4
2008/1/10,8.0,13.6,2.1
2008/1/11,8.8,13.5,1.6
2008/1/12,10.6,13.4,7.1
2008/1/13,6.7,8.7,4.8
2008/1/14,6.1,9.0,4.6
2008/1/15,6.5,10.2,2.9
2008/1/16,8.3,12.2,4.7
2008/1/17,6.9,10.1,2.6
2008/1/18,5.4,8.8,2.5
2008/1/19,5.1,10.1,0.5
2008/1/20,5.8,9.4,2.5
2008/1/21,3.9,6.6,2.4
2008/1/22,4.8,8.0,0.9
2008/1/23,6.1,7.8,4.2
2008/1/24,6.6,11.6,0.5
2008/1/25,3.1,8.6,-2.2
2008/1/26,4.8,9.3,1.9
2008/1/27,4.1,9.0,0.6
2008/1/28,5.3,9.7,-0.1
2008/1/29,6.7,8.1,4.8
2008/1/30,8.1,12.8,2.4
2008/1/31,7.5,12.0,1.3
2008/2/1,5.0,10.3,-0.7
2008/2/2,6.3,10.7,2.5
2008/2/3,5.1,7.4,3.4
2008/2/4,5.8,11.5,1.2
2008/2/5,6.2,13.2,0.1
2008/2/6,5.6,7.8,3.4
2008/2/7,5.0,10.0,0.3
2008/2/8,5.3,11.2,-0.8
2008/2/9,4.7,9.2,1.2
2008/2/10,6.7,13.1,1.8
2008/2/11,6.7,11.8,1.3
2008/2/12,7.4,9.6,4.1
2008/2/13,3.6,7.7,-0.5
2008/2/14,4.3,10.5,-2.6
2008/2/15,5.2,12.5,-1.9
2008/2/16,5.4,12.1,-0.4
2008/2/17,4.5,10.2,-0.2
2008/2/18,4.0,8.9,-0.8
2008/2/19,5.0,10.5,0.1
2008/2/20,7.0,13.6,0.1
2008/2/21,8.0,13.1,1.6
2008/2/22,10.0,18.5,1.1
2008/2/23,8.8,15.2,3.0
2008/2/24,4.9,10.1,0.2
2008/2/25,5.4,9.5,0.0
2008/2/26,7.7,11.4,4.1
2008/2/27,7.3,13.2,3.3
2008/2/28,5.4,11.1,-1.6
2008/2/29,8.1,16.0,0.6
2008/3/1,10.0,15.4,4.1
2008/3/2,7.5,12.4,1.6
2008/3/3,9.0,16.8,3.0
2008/3/4,7.6,12.6,4.1
2008/3/5,6.5,10.7,2.3
2008/3/6,6.1,11.5,-0.2
2008/3/7,8.7,14.1,1.7
2008/3/8,8.0,12.9,2.2
2008/3/9,10.2,16.9,2.1
2008/3/10,12.2,19.8,7.1
2008/3/11,12.3,18.1,8.1
2008/3/12,11.1,15.9,7.1
2008/3/13,11.6,16.7,8.1
2008/3/14,12.6,16.1,10.5
2008/3/15,13.8,17.7,9.7
2008/3/16,14.2,20.9,8.3
2008/3/17,13.5,17.5,8.6
2008/3/18,13.5,18.1,9.1
2008/3/19,12.3,14.3,11.0
2008/3/20,12.0,13.6,10.1
2008/3/21,13.9,20.6,9.3
2008/3/22,12.5,17.0,6.9
2008/3/23,14.4,18.4,9.2
2008/3/24,13.7,20.7,11.6
2008/3/25,13.7,19.1,8.2
2008/3/26,14.1,20.7,9.8
2008/3/27,12.2,16.0,6.8
2008/3/28,14.1,21.0,9.0
2008/3/29,11.4,16.4,5.4
2008/3/30,9.7,12.6,7.5
2008/3/31,9.0,12.2,5.3
