ダウンロードした時刻：2019/10/10 15:40:11

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,6.0,10.6,1.3
2008/12/2,5.3,10.0,0.7
2008/12/3,8.0,15.3,1.9
2008/12/4,8.2,13.7,3.8
2008/12/5,10.1,15.6,5.1
2008/12/6,5.2,9.9,-0.1
2008/12/7,2.3,6.3,-1.0
2008/12/8,6.0,11.7,-0.5
2008/12/9,9.1,15.0,4.0
2008/12/10,9.7,14.1,4.8
2008/12/11,10.0,15.8,3.1
2008/12/12,6.7,10.6,3.3
2008/12/13,5.9,9.6,2.3
2008/12/14,3.4,5.9,0.5
2008/12/15,3.3,7.8,-1.7
2008/12/16,5.0,9.6,0.8
2008/12/17,6.7,10.7,1.8
2008/12/18,8.5,15.8,3.9
2008/12/19,4.7,7.4,1.5
2008/12/20,7.0,13.8,0.3
2008/12/21,7.8,14.1,2.3
2008/12/22,4.1,8.8,0.8
2008/12/23,2.2,6.2,-1.4
2008/12/24,4.4,8.2,0.0
2008/12/25,7.1,12.4,3.1
2008/12/26,-1.1,3.6,-2.8
2008/12/27,0.6,3.1,-1.8
2008/12/28,1.6,3.9,0.3
2008/12/29,6.3,10.6,1.4
2008/12/30,3.9,8.3,0.5
2008/12/31,1.3,4.5,-1.1
2009/1/1,2.6,5.3,-1.0
2009/1/2,3.7,6.7,0.5
2009/1/3,3.6,7.0,0.7
2009/1/4,4.4,7.2,0.0
2009/1/5,4.0,7.9,1.1
2009/1/6,2.8,6.3,0.0
2009/1/7,2.2,5.0,0.0
2009/1/8,2.0,6.4,-0.8
2009/1/9,1.8,5.4,-0.3
2009/1/10,3.5,6.8,-0.1
2009/1/11,0.7,3.9,-1.1
2009/1/12,0.5,3.7,-2.3
2009/1/13,1.2,5.5,-2.1
2009/1/14,2.8,7.1,-2.3
2009/1/15,-0.2,1.9,-1.8
2009/1/16,2.0,5.0,-1.3
2009/1/17,1.5,4.8,-1.3
2009/1/18,3.4,7.2,-2.7
2009/1/19,5.9,10.4,1.2
2009/1/20,3.5,6.1,0.2
2009/1/21,3.3,6.9,-1.5
2009/1/22,3.5,5.2,1.7
2009/1/23,8.5,13.3,4.8
2009/1/24,1.3,6.6,-2.2
2009/1/25,2.9,9.0,-2.9
2009/1/26,3.8,9.5,-1.9
2009/1/27,3.4,7.9,-0.9
2009/1/28,1.4,5.3,-2.4
2009/1/29,4.4,10.0,-1.3
2009/1/30,5.5,7.8,3.5
2009/1/31,1.5,3.7,0.5
2009/2/1,1.8,4.9,-0.5
2009/2/2,2.0,5.1,-1.1
2009/2/3,3.6,8.6,-0.7
2009/2/4,2.3,7.3,-1.6
2009/2/5,2.3,7.8,-2.7
2009/2/6,2.9,6.0,-1.0
2009/2/7,3.5,7.2,-1.9
2009/2/8,2.8,5.0,0.6
2009/2/9,4.7,8.7,0.8
2009/2/10,5.2,10.3,-0.1
2009/2/11,3.5,6.7,-0.7
2009/2/12,5.8,10.4,0.5
2009/2/13,5.5,9.2,1.4
2009/2/14,9.8,16.4,5.6
2009/2/15,7.5,15.0,2.1
2009/2/16,0.0,3.2,-3.0
2009/2/17,1.0,5.6,-3.8
2009/2/18,0.8,4.0,-1.9
2009/2/19,0.4,3.7,-2.6
2009/2/20,2.3,9.9,-1.0
2009/2/21,0.0,2.0,-2.8
2009/2/22,4.6,12.3,-3.5
2009/2/23,2.4,5.2,-0.3
2009/2/24,1.6,5.0,-1.8
2009/2/25,4.9,9.8,1.6
2009/2/26,3.8,8.7,0.3
2009/2/27,1.7,4.6,-0.8
2009/2/28,4.2,9.3,-0.8
2009/3/1,2.6,6.1,-0.7
2009/3/2,1.8,4.5,-0.2
2009/3/3,1.3,3.8,-0.6
2009/3/4,2.5,5.2,-0.4
2009/3/5,5.8,10.4,0.8
2009/3/6,5.8,9.0,4.0
2009/3/7,5.3,9.1,2.6
2009/3/8,6.4,11.0,2.1
2009/3/9,6.2,10.5,1.6
2009/3/10,6.9,13.7,2.0
2009/3/11,1.2,3.6,-0.9
2009/3/12,2.7,7.7,-1.1
2009/3/13,5.5,10.4,-0.7
2009/3/14,8.0,13.1,2.5
2009/3/15,6.2,11.4,2.4
2009/3/16,7.8,13.8,2.4
2009/3/17,8.4,13.6,5.0
2009/3/18,9.9,17.5,2.6
2009/3/19,16.1,24.2,7.0
2009/3/20,9.3,16.2,3.1
2009/3/21,6.0,12.0,2.7
2009/3/22,6.9,10.8,2.5
2009/3/23,7.3,13.6,2.8
2009/3/24,4.3,7.2,1.0
2009/3/25,2.1,4.7,1.0
2009/3/26,3.2,7.5,0.6
2009/3/27,3.4,8.2,-1.3
2009/3/28,3.2,8.5,-0.8
2009/3/29,3.5,7.9,-0.3
2009/3/30,4.9,10.4,0.7
2009/3/31,5.8,10.9,-0.4
