ダウンロードした時刻：2019/10/10 16:21:36

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,10.4,17.1,5.7
2002/12/2,9.5,16.8,3.3
2002/12/3,10.1,14.6,5.6
2002/12/4,14.3,16.6,11.2
2002/12/5,14.3,17.9,11.6
2002/12/6,13.5,18.2,10.2
2002/12/7,11.5,13.7,9.8
2002/12/8,10.2,13.6,7.9
2002/12/9,6.4,9.6,4.2
2002/12/10,4.3,6.6,3.1
2002/12/11,3.7,6.3,1.1
2002/12/12,5.1,9.4,1.7
2002/12/13,4.8,9.2,0.6
2002/12/14,4.6,12.0,-1.1
2002/12/15,7.1,14.9,0.3
2002/12/16,11.5,15.4,7.9
2002/12/17,9.7,13.9,6.7
2002/12/18,9.0,11.5,6.2
2002/12/19,9.9,11.9,8.1
2002/12/20,9.3,11.6,5.6
2002/12/21,10.4,13.5,8.1
2002/12/22,11.2,15.6,7.8
2002/12/23,10.1,14.7,6.5
2002/12/24,8.4,12.5,3.8
2002/12/25,6.6,9.0,3.9
2002/12/26,4.0,7.5,0.7
2002/12/27,3.8,7.6,-0.6
2002/12/28,2.7,6.9,-2.1
2002/12/29,4.7,10.9,0.2
2002/12/30,4.8,10.4,-0.2
2002/12/31,4.9,10.5,0.4
2003/1/1,5.0,9.5,0.3
2003/1/2,4.0,10.2,-1.8
2003/1/3,5.4,7.8,3.4
2003/1/4,1.9,4.4,-1.8
2003/1/5,0.6,2.7,-1.8
2003/1/6,1.2,5.1,-1.8
2003/1/7,1.6,7.3,-1.3
2003/1/8,3.2,7.4,-1.2
2003/1/9,3.7,9.2,-1.0
2003/1/10,4.6,8.2,0.9
2003/1/11,5.4,10.5,1.4
2003/1/12,5.2,11.7,0.1
2003/1/13,6.0,11.5,1.4
2003/1/14,7.2,12.7,2.9
2003/1/15,4.3,7.6,-0.1
2003/1/16,4.0,9.1,-1.1
2003/1/17,7.2,13.9,0.5
2003/1/18,8.5,14.3,4.6
2003/1/19,6.5,9.7,3.4
2003/1/20,5.9,8.2,3.4
2003/1/21,4.9,10.2,0.2
2003/1/22,5.4,9.9,-0.1
2003/1/23,7.2,9.8,4.1
2003/1/24,4.7,8.0,0.5
2003/1/25,5.1,10.2,-0.5
2003/1/26,7.7,10.5,5.5
2003/1/27,8.8,11.9,3.7
2003/1/28,2.8,5.8,0.3
2003/1/29,-0.1,1.6,-2.0
2003/1/30,1.9,6.2,-1.0
2003/1/31,3.9,8.7,-0.8
2003/2/1,5.3,9.1,1.8
2003/2/2,5.3,10.5,1.2
2003/2/3,5.2,10.7,1.1
2003/2/4,4.4,8.8,0.9
2003/2/5,4.1,7.2,1.6
2003/2/6,4.5,10.2,0.2
2003/2/7,5.3,12.3,-0.8
2003/2/8,9.3,14.1,4.0
2003/2/9,11.4,15.9,7.7
2003/2/10,11.5,16.9,6.4
2003/2/11,10.7,12.7,7.7
2003/2/12,7.4,11.7,2.2
2003/2/13,4.1,9.3,-0.6
2003/2/14,6.6,12.4,3.1
2003/2/15,6.9,10.0,3.7
2003/2/16,9.1,13.1,6.0
2003/2/17,8.3,15.1,2.1
2003/2/18,8.4,15.3,3.9
2003/2/19,6.7,11.5,2.1
2003/2/20,5.2,8.1,3.0
2003/2/21,6.2,12.9,-0.5
2003/2/22,11.7,16.0,7.3
2003/2/23,11.6,15.3,8.4
2003/2/24,9.8,14.0,7.3
2003/2/25,9.1,15.0,4.0
2003/2/26,8.9,14.5,4.4
2003/2/27,8.8,13.8,4.6
2003/2/28,9.7,15.7,4.1
2003/3/1,10.5,12.7,8.8
2003/3/2,10.3,16.0,4.8
2003/3/3,10.3,14.3,6.0
2003/3/4,5.5,9.2,3.4
2003/3/5,5.3,8.2,1.4
2003/3/6,8.3,11.9,4.5
2003/3/7,9.5,12.3,6.7
2003/3/8,6.0,8.2,4.2
2003/3/9,5.9,10.2,3.2
2003/3/10,5.7,10.3,1.9
2003/3/11,5.9,11.5,1.6
2003/3/12,7.0,13.8,0.6
2003/3/13,9.0,15.4,4.2
2003/3/14,9.6,17.0,1.5
2003/3/15,9.9,12.4,8.0
2003/3/16,10.3,11.9,8.8
2003/3/17,11.6,15.1,9.8
2003/3/18,9.2,13.0,4.6
2003/3/19,7.7,14.6,2.5
2003/3/20,8.7,16.1,1.6
2003/3/21,10.3,17.7,4.3
2003/3/22,9.6,15.3,6.0
2003/3/23,9.9,17.4,3.0
2003/3/24,11.4,13.4,8.9
2003/3/25,12.3,18.1,7.2
2003/3/26,11.3,17.9,4.5
2003/3/27,11.1,16.1,6.3
2003/3/28,10.7,16.1,5.0
2003/3/29,11.5,16.9,7.1
2003/3/30,11.7,19.1,4.9
2003/3/31,15.5,21.9,7.7
