ダウンロードした時刻：2017/07/24 15:42:36

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,8.1,13.3,3.6
1987/1/2,5.3,6.7,3.5
1987/1/3,7.8,13.4,4.5
1987/1/4,8.8,12.0,5.4
1987/1/5,3.7,5.5,1.8
1987/1/6,5.6,8.6,1.8
1987/1/7,7.5,10.4,3.6
1987/1/8,10.5,15.1,7.0
1987/1/9,9.5,12.2,7.0
1987/1/10,6.9,9.5,3.3
1987/1/11,2.9,5.0,1.0
1987/1/12,4.4,6.9,2.0
1987/1/13,5.3,6.4,3.3
1987/1/14,4.8,8.4,1.5
1987/1/15,7.2,11.4,2.5
1987/1/16,9.1,12.0,6.0
1987/1/17,12.1,15.0,8.0
1987/1/18,7.2,10.2,5.3
1987/1/19,6.4,9.2,4.5
1987/1/20,2.9,5.8,0.7
1987/1/21,3.7,6.0,0.8
1987/1/22,5.7,8.6,2.5
1987/1/23,12.8,15.8,7.5
1987/1/24,11.0,15.5,6.4
1987/1/25,3.2,6.4,0.3
1987/1/26,2.7,7.0,-0.9
1987/1/27,5.8,10.0,2.4
1987/1/28,7.2,11.7,3.4
1987/1/29,9.5,12.8,5.0
1987/1/30,11.0,14.6,5.8
1987/1/31,6.4,10.3,3.1
1987/2/1,4.6,7.0,3.0
1987/2/2,3.4,5.1,2.6
1987/2/3,4.6,7.3,2.6
1987/2/4,5.4,9.7,2.0
1987/2/5,6.2,10.0,2.3
1987/2/6,7.9,10.5,4.2
1987/2/7,9.0,13.1,4.7
1987/2/8,9.2,12.9,4.7
1987/2/9,9.7,13.9,5.5
1987/2/10,12.8,16.7,8.0
1987/2/11,14.9,17.3,12.8
1987/2/12,13.7,16.1,7.0
1987/2/13,6.0,7.1,4.5
1987/2/14,10.1,13.9,5.1
1987/2/15,6.1,8.3,4.0
1987/2/16,6.7,12.7,2.4
1987/2/17,4.8,8.0,2.4
1987/2/18,3.2,4.3,2.4
1987/2/19,5.1,8.2,3.6
1987/2/20,4.0,5.5,2.7
1987/2/21,4.4,6.4,3.1
1987/2/22,5.3,7.2,4.4
1987/2/23,7.6,11.7,4.3
1987/2/24,9.7,12.6,6.1
1987/2/25,6.3,10.2,1.5
1987/2/26,2.6,6.4,0.8
1987/2/27,3.6,7.0,0.8
1987/2/28,4.4,8.9,0.4
1987/3/1,4.8,9.7,0.7
1987/3/2,4.5,9.5,0.2
1987/3/3,5.7,10.4,-0.6
1987/3/4,9.5,13.2,5.4
1987/3/5,12.8,15.9,10.4
1987/3/6,12.8,16.5,7.4
1987/3/7,2.7,8.1,0.6
1987/3/8,5.7,9.1,0.8
1987/3/9,7.9,12.1,5.4
1987/3/10,6.1,8.1,2.5
1987/3/11,5.7,8.1,4.5
1987/3/12,8.4,11.6,5.2
1987/3/13,11.4,12.9,9.4
1987/3/14,12.7,16.1,10.1
1987/3/15,8.9,12.4,6.9
1987/3/16,9.5,14.9,4.6
1987/3/17,6.7,8.0,5.5
1987/3/18,10.0,15.1,5.7
1987/3/19,11.8,15.7,9.5
1987/3/20,13.4,18.2,9.0
1987/3/21,10.8,13.7,8.1
1987/3/22,10.3,11.8,9.2
1987/3/23,10.9,12.3,9.4
1987/3/24,15.6,17.5,12.2
1987/3/25,10.3,15.4,5.4
1987/3/26,6.5,11.0,4.6
1987/3/27,8.4,12.9,5.1
1987/3/28,8.7,11.3,5.4
1987/3/29,9.1,10.1,8.1
1987/3/30,12.2,15.9,7.3
1987/3/31,10.9,17.3,3.2
1987/4/1,6.2,10.1,2.4
1987/4/2,8.0,9.3,6.8
1987/4/3,8.5,11.3,6.8
1987/4/4,12.2,18.2,6.9
1987/4/5,13.7,19.5,9.8
1987/4/6,14.6,19.4,11.1
1987/4/7,13.6,15.0,12.4
1987/4/8,15.6,20.5,11.8
1987/4/9,14.2,19.6,10.5
1987/4/10,16.2,21.3,14.4
1987/4/11,14.1,18.2,9.1
1987/4/12,7.3,9.1,5.5
1987/4/13,7.1,10.1,4.9
1987/4/14,7.6,10.6,4.9
1987/4/15,9.7,14.2,7.1
1987/4/16,10.8,15.4,7.0
1987/4/17,12.5,16.6,8.4
1987/4/18,14.5,19.8,10.6
1987/4/19,15.7,21.4,12.7
1987/4/20,16.6,22.2,12.1
1987/4/21,17.9,20.8,15.2
1987/4/22,18.0,20.2,16.6
1987/4/23,16.0,19.7,12.1
1987/4/24,16.8,22.2,12.2
1987/4/25,15.0,18.9,9.8
1987/4/26,14.6,18.4,10.4
1987/4/27,10.7,14.3,7.8
1987/4/28,15.0,19.2,11.4
1987/4/29,15.8,20.9,11.1
1987/4/30,17.0,21.1,13.9
1987/5/1,16.5,19.2,14.8
