ダウンロードした時刻：2019/10/10 15:43:59

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,9.1,13.9,5.4
2009/12/2,10.0,14.5,7.0
2009/12/3,8.8,11.0,6.2
2009/12/4,9.3,11.5,5.9
2009/12/5,9.2,12.9,3.9
2009/12/6,9.9,12.4,5.9
2009/12/7,7.4,8.3,6.6
2009/12/8,7.8,10.4,4.5
2009/12/9,7.8,12.2,3.7
2009/12/10,8.0,9.6,5.6
2009/12/11,8.7,10.5,7.5
2009/12/12,10.9,14.0,9.4
2009/12/13,8.2,9.8,6.9
2009/12/14,4.1,7.2,2.1
2009/12/15,3.3,5.3,0.9
2009/12/16,1.1,3.1,0.2
2009/12/17,1.0,2.8,-0.2
2009/12/18,0.7,2.4,-0.7
2009/12/19,2.8,4.5,-0.2
2009/12/20,2.2,4.6,0.4
2009/12/21,1.7,3.7,-0.4
2009/12/22,3.1,7.4,0.3
2009/12/23,4.3,7.5,2.2
2009/12/24,5.5,7.6,2.9
2009/12/25,4.3,8.5,1.3
2009/12/26,6.6,10.9,3.9
2009/12/27,4.9,6.5,2.9
2009/12/28,5.0,7.8,2.3
2009/12/29,3.5,5.4,1.0
2009/12/30,5.6,10.0,0.8
2009/12/31,2.8,7.4,-0.5
2010/1/1,0.8,2.6,-1.7
2010/1/2,3.2,5.6,0.3
2010/1/3,2.3,3.9,0.3
2010/1/4,2.3,4.2,0.7
2010/1/5,5.8,8.8,3.0
2010/1/6,4.4,6.4,1.9
2010/1/7,4.4,6.3,2.1
2010/1/8,4.3,6.7,1.7
2010/1/9,4.1,7.2,0.9
2010/1/10,3.5,4.8,0.9
2010/1/11,3.9,7.3,0.5
2010/1/12,4.0,5.8,1.9
2010/1/13,1.8,5.1,-0.8
2010/1/14,0.0,1.5,-1.6
2010/1/15,0.6,1.7,-1.5
2010/1/16,0.9,3.0,-1.3
2010/1/17,2.4,4.5,0.0
2010/1/18,2.1,7.0,-1.4
2010/1/19,6.2,8.4,2.6
2010/1/20,6.3,10.9,1.4
2010/1/21,3.8,12.1,0.9
2010/1/22,1.0,3.4,-0.5
2010/1/23,1.5,3.8,-0.2
2010/1/24,2.5,4.3,0.7
2010/1/25,4.1,8.6,1.7
2010/1/26,2.7,5.7,0.5
2010/1/27,4.0,9.4,0.8
2010/1/28,5.2,8.8,2.0
2010/1/29,4.3,6.7,1.9
2010/1/30,5.6,7.6,3.4
2010/1/31,7.2,11.4,3.8
2010/2/1,4.2,8.5,0.8
2010/2/2,1.6,4.3,0.1
2010/2/3,-1.6,0.8,-2.6
2010/2/4,-1.4,1.2,-3.7
2010/2/5,-0.9,1.2,-2.6
2010/2/6,-1.3,1.0,-3.1
2010/2/7,3.1,4.7,-0.6
2010/2/8,2.1,5.1,-1.9
2010/2/9,3.9,7.6,1.6
2010/2/10,1.6,3.0,0.3
2010/2/11,0.9,2.3,0.3
2010/2/12,1.1,2.5,0.0
2010/2/13,-0.3,1.8,-1.5
2010/2/14,1.4,5.3,-1.8
2010/2/15,3.3,4.6,1.4
2010/2/16,1.9,4.0,-0.4
2010/2/17,0.1,2.3,-2.0
2010/2/18,2.0,6.1,-1.3
2010/2/19,1.4,2.6,0.4
2010/2/20,2.6,5.5,0.2
2010/2/21,2.5,4.9,-0.2
2010/2/22,4.9,10.4,-1.4
2010/2/23,6.7,11.2,2.9
2010/2/24,7.7,16.0,0.8
2010/2/25,11.6,19.9,4.6
2010/2/26,9.5,11.2,8.0
2010/2/27,6.9,9.3,5.0
2010/2/28,4.8,5.8,4.0
2010/3/1,4.3,5.6,3.4
2010/3/2,5.1,6.6,3.4
2010/3/3,4.6,6.8,3.0
2010/3/4,6.6,11.3,2.1
2010/3/5,9.1,12.4,7.1
2010/3/6,7.5,9.0,5.7
2010/3/7,3.7,5.7,1.6
2010/3/8,3.4,5.9,0.6
2010/3/9,1.6,4.0,-0.4
2010/3/10,4.3,7.6,1.2
2010/3/11,4.8,7.7,2.9
2010/3/12,7.1,13.3,0.7
2010/3/13,5.7,12.0,1.9
2010/3/14,5.2,8.1,3.0
2010/3/15,10.5,17.9,1.8
2010/3/16,8.4,11.6,3.7
2010/3/17,3.8,7.3,1.8
2010/3/18,4.1,6.1,2.5
2010/3/19,6.2,11.6,0.5
2010/3/20,13.4,22.8,5.5
2010/3/21,7.8,16.2,1.9
2010/3/22,6.2,9.3,1.9
2010/3/23,7.2,10.0,4.8
2010/3/24,6.9,8.7,5.7
2010/3/25,4.8,6.4,3.6
2010/3/26,3.6,5.1,1.6
2010/3/27,2.9,8.7,0.1
2010/3/28,2.4,5.5,-0.1
2010/3/29,2.2,6.5,-1.4
2010/3/30,3.4,6.8,-0.7
2010/3/31,6.9,14.2,-0.7
