ダウンロードした時刻：2019/10/10 15:39:42

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,5.4,11.5,-1.1
1985/12/2,5.2,8.3,1.7
1985/12/3,5.3,10.0,1.8
1985/12/4,7.8,13.4,1.5
1985/12/5,6.5,10.0,2.1
1985/12/6,4.7,11.0,1.3
1985/12/7,3.4,5.4,1.5
1985/12/8,5.3,7.5,3.9
1985/12/9,3.2,7.4,0.3
1985/12/10,0.0,2.3,-2.3
1985/12/11,1.3,5.2,-3.7
1985/12/12,1.3,5.8,-2.6
1985/12/13,2.8,6.9,-2.4
1985/12/14,2.5,6.3,-1.0
1985/12/15,-0.2,2.5,-2.9
1985/12/16,-1.1,2.7,-4.5
1985/12/17,0.2,4.7,-3.0
1985/12/18,0.1,2.6,-2.9
1985/12/19,2.1,6.1,-1.6
1985/12/20,1.2,4.1,-0.7
1985/12/21,0.5,3.9,-3.3
1985/12/22,1.4,4.7,-1.8
1985/12/23,3.6,10.3,-0.7
1985/12/24,0.4,2.4,-0.8
1985/12/25,1.7,5.7,-0.7
1985/12/26,2.9,6.5,-0.8
1985/12/27,1.9,6.6,-0.5
1985/12/28,2.8,5.3,0.6
1985/12/29,3.8,8.4,-2.7
1985/12/30,7.8,12.6,2.7
1985/12/31,7.9,15.8,1.3
1986/1/1,4.7,10.5,-0.4
1986/1/2,0.5,4.8,-3.0
1986/1/3,0.5,5.0,-4.2
1986/1/4,3.9,7.3,0.4
1986/1/5,0.9,4.7,-2.4
1986/1/6,-1.3,0.5,-2.9
1986/1/7,2.4,6.9,-3.2
1986/1/8,3.4,8.6,-0.6
1986/1/9,0.9,4.5,-2.8
1986/1/10,-0.4,3.0,-3.9
1986/1/11,-0.2,3.3,-2.8
1986/1/12,-0.9,3.2,-4.7
1986/1/13,0.0,3.2,-4.6
1986/1/14,-1.5,0.9,-2.6
1986/1/15,1.1,4.6,-2.3
1986/1/16,2.1,4.7,-3.1
1986/1/17,3.8,8.2,-0.4
1986/1/18,2.9,7.3,-0.2
1986/1/19,1.5,6.0,-1.9
1986/1/20,2.5,8.5,-3.5
1986/1/21,-1.2,1.9,-4.0
1986/1/22,-4.3,-0.4,-6.4
1986/1/23,-3.4,-0.2,-7.1
1986/1/24,-2.1,0.6,-4.6
1986/1/25,-3.1,-0.6,-4.8
1986/1/26,-3.0,0.0,-5.0
1986/1/27,-2.4,1.0,-6.1
1986/1/28,-1.8,1.5,-4.8
1986/1/29,-1.3,3.1,-6.8
1986/1/30,-0.1,4.0,-5.2
1986/1/31,0.4,5.6,-3.1
1986/2/1,-1.5,2.7,-5.1
1986/2/2,-2.0,4.8,-7.3
1986/2/3,-1.2,1.5,-4.7
1986/2/4,-1.9,1.5,-5.0
1986/2/5,-2.5,2.6,-7.3
1986/2/6,-2.8,1.7,-7.7
1986/2/7,-2.4,2.4,-5.8
1986/2/8,-1.9,3.1,-7.4
1986/2/9,-1.5,3.0,-4.3
1986/2/10,-2.6,1.9,-5.9
1986/2/11,-1.4,3.4,-6.0
1986/2/12,0.6,4.9,-1.9
1986/2/13,3.9,8.2,-3.0
1986/2/14,3.6,7.2,1.6
1986/2/15,0.9,1.8,0.5
1986/2/16,-0.7,2.1,-2.0
1986/2/17,-0.4,2.7,-3.0
1986/2/18,-0.3,3.2,-3.6
1986/2/19,-0.9,0.2,-1.6
1986/2/20,0.3,4.1,-4.8
1986/2/21,0.1,2.6,-3.0
1986/2/22,0.5,4.1,-3.8
1986/2/23,3.3,7.8,-2.4
1986/2/24,0.7,3.8,-2.3
1986/2/25,-1.4,1.0,-3.1
1986/2/26,0.7,4.1,-3.6
1986/2/27,1.7,6.1,-3.8
1986/2/28,1.0,3.3,-0.4
1986/3/1,1.4,4.9,-3.0
1986/3/2,2.7,7.1,-2.2
1986/3/3,0.7,4.0,-2.8
1986/3/4,-0.9,3.0,-5.0
1986/3/5,0.2,2.3,-1.8
1986/3/6,1.0,2.8,-0.7
1986/3/7,4.2,10.1,-2.0
1986/3/8,4.7,10.2,0.0
1986/3/9,6.3,16.3,-1.2
1986/3/10,7.8,12.4,4.4
1986/3/11,4.2,7.8,0.4
1986/3/12,4.1,8.3,0.7
1986/3/13,4.9,9.6,1.9
1986/3/14,3.5,7.5,1.0
1986/3/15,3.0,4.0,1.4
1986/3/16,5.8,13.3,2.7
1986/3/17,3.5,6.8,0.9
1986/3/18,4.1,8.5,1.5
1986/3/19,1.5,3.4,-0.6
1986/3/20,6.2,10.2,3.4
1986/3/21,5.1,8.8,2.4
1986/3/22,4.9,8.9,0.9
1986/3/23,1.3,4.4,0.4
1986/3/24,4.3,6.6,0.9
1986/3/25,4.7,8.0,1.6
1986/3/26,5.0,9.7,-0.9
1986/3/27,8.7,14.5,0.8
1986/3/28,2.7,8.2,0.4
1986/3/29,3.1,6.5,0.4
1986/3/30,4.0,5.9,-0.6
1986/3/31,6.5,10.7,3.9
