ダウンロードした時刻：2017/07/24 15:40:29

,水戸,水戸,水戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,3.8,8.7,-0.5
1994/1/2,3.6,9.4,-1.1
1994/1/3,3.4,9.8,-2.0
1994/1/4,5.6,13.2,-0.7
1994/1/5,2.5,8.3,-1.9
1994/1/6,3.4,9.0,0.3
1994/1/7,2.0,8.5,-2.0
1994/1/8,0.6,4.5,-4.6
1994/1/9,4.1,11.9,-2.3
1994/1/10,4.7,10.9,-1.4
1994/1/11,4.6,5.9,3.3
1994/1/12,5.5,10.6,0.7
1994/1/13,4.6,6.6,2.9
1994/1/14,3.6,7.2,1.3
1994/1/15,2.8,8.0,-0.9
1994/1/16,2.4,9.0,-3.2
1994/1/17,6.4,16.3,-1.7
1994/1/18,5.2,13.4,0.4
1994/1/19,1.0,4.9,-2.2
1994/1/20,0.2,6.5,-5.4
1994/1/21,-0.1,1.8,-2.3
1994/1/22,0.7,6.2,-5.1
1994/1/23,1.5,8.5,-4.4
1994/1/24,1.0,6.4,-2.7
1994/1/25,2.2,11.3,-4.9
1994/1/26,4.0,12.7,-2.9
1994/1/27,3.8,12.0,-1.4
1994/1/28,0.9,4.0,-2.1
1994/1/29,1.1,5.3,-1.3
1994/1/30,-0.6,3.9,-4.3
1994/1/31,-0.3,5.9,-6.1
1994/2/1,0.7,3.4,-2.7
1994/2/2,3.5,7.9,0.3
1994/2/3,0.1,5.5,-5.0
1994/2/4,2.0,9.5,-5.4
1994/2/5,3.2,9.9,-2.7
1994/2/6,4.8,13.2,-1.9
1994/2/7,5.8,13.4,0.7
1994/2/8,4.2,9.5,-2.0
1994/2/9,6.0,12.6,1.1
1994/2/10,3.7,9.4,-0.4
1994/2/11,2.7,8.1,-2.5
1994/2/12,-0.2,1.1,-1.0
1994/2/13,-0.1,4.1,-3.8
1994/2/14,2.2,8.0,-4.1
1994/2/15,3.7,9.3,-2.8
1994/2/16,5.8,10.8,1.1
1994/2/17,4.0,10.7,-0.5
1994/2/18,3.8,11.9,-3.7
1994/2/19,5.5,14.4,-2.0
1994/2/20,6.3,14.7,-1.1
1994/2/21,8.6,11.1,5.5
1994/2/22,4.8,7.7,2.1
1994/2/23,2.5,8.5,-2.6
1994/2/24,3.8,9.0,-0.6
1994/2/25,3.7,10.5,-2.5
1994/2/26,4.0,10.6,-2.5
1994/2/27,3.7,10.0,-2.9
1994/2/28,5.1,10.6,-1.3
1994/3/1,5.9,11.3,2.3
1994/3/2,3.9,6.8,0.9
1994/3/3,4.0,9.1,-2.2
1994/3/4,4.7,8.0,0.7
1994/3/5,3.3,8.6,-0.6
1994/3/6,3.6,9.8,-0.6
1994/3/7,3.0,7.7,-3.9
1994/3/8,7.7,9.8,4.6
1994/3/9,9.4,14.3,6.4
1994/3/10,3.8,6.4,0.1
1994/3/11,4.8,11.7,-0.7
1994/3/12,5.7,12.4,-0.9
1994/3/13,4.1,8.5,0.6
1994/3/14,3.5,7.6,0.4
1994/3/15,3.8,8.5,0.1
1994/3/16,4.3,8.9,-3.1
1994/3/17,7.6,15.0,2.2
1994/3/18,4.5,8.8,-0.8
1994/3/19,6.1,10.8,1.8
1994/3/20,6.7,11.7,1.5
1994/3/21,5.6,11.4,1.1
1994/3/22,4.7,8.3,-0.8
1994/3/23,6.3,8.4,3.6
1994/3/24,9.3,15.9,3.9
1994/3/25,7.1,13.8,1.9
1994/3/26,5.8,12.7,-1.3
1994/3/27,6.1,12.7,0.2
1994/3/28,7.7,14.2,-0.5
1994/3/29,8.4,15.9,2.4
1994/3/30,5.8,10.9,-1.3
1994/3/31,10.9,20.0,4.5
1994/4/1,11.8,17.9,2.6
1994/4/2,13.6,18.1,11.1
1994/4/3,11.3,16.2,4.7
1994/4/4,8.2,14.2,0.4
1994/4/5,14.6,23.7,6.2
1994/4/6,14.0,21.6,8.0
1994/4/7,17.2,24.7,12.5
1994/4/8,11.1,14.9,5.4
1994/4/9,6.4,12.3,2.8
1994/4/10,5.7,10.7,-0.9
1994/4/11,10.5,16.6,4.7
1994/4/12,14.0,21.1,7.1
1994/4/13,13.3,17.5,7.4
1994/4/14,11.9,18.5,6.8
1994/4/15,13.3,21.9,3.7
1994/4/16,14.6,22.1,5.9
1994/4/17,16.3,25.4,7.0
1994/4/18,12.0,14.0,8.6
1994/4/19,14.1,20.2,10.0
1994/4/20,11.2,13.0,9.1
1994/4/21,12.8,18.2,7.8
1994/4/22,15.4,24.1,7.1
1994/4/23,14.5,19.5,10.7
1994/4/24,14.2,17.5,10.8
1994/4/25,15.6,19.6,10.7
1994/4/26,14.4,18.4,8.7
1994/4/27,12.5,16.4,6.8
1994/4/28,14.6,20.1,10.2
1994/4/29,15.2,22.7,8.3
1994/4/30,14.3,20.3,8.9
1994/5/1,11.2,14.4,9.8
