ダウンロードした時刻：2019/10/10 15:57:50

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,12.8,15.5,10.8
1993/12/2,13.8,18.8,10.5
1993/12/3,15.4,19.7,11.6
1993/12/4,10.2,14.0,5.7
1993/12/5,7.7,11.7,4.9
1993/12/6,8.0,13.2,3.0
1993/12/7,8.5,12.9,4.6
1993/12/8,9.1,14.3,5.1
1993/12/9,9.6,15.1,5.5
1993/12/10,10.7,15.9,5.8
1993/12/11,10.5,13.5,7.1
1993/12/12,8.2,13.5,4.8
1993/12/13,9.4,15.5,2.9
1993/12/14,9.4,11.4,6.4
1993/12/15,6.3,10.6,2.6
1993/12/16,6.2,11.6,0.4
1993/12/17,6.0,9.9,3.5
1993/12/18,5.1,8.4,2.2
1993/12/19,6.0,11.0,1.8
1993/12/20,7.1,8.2,5.6
1993/12/21,8.4,13.0,3.7
1993/12/22,4.0,6.4,0.8
1993/12/23,3.5,6.9,0.6
1993/12/24,6.7,11.3,3.5
1993/12/25,7.7,13.5,2.3
1993/12/26,8.7,14.7,2.8
1993/12/27,8.7,11.8,6.8
1993/12/28,7.6,11.0,4.2
1993/12/29,6.7,12.5,2.7
1993/12/30,8.2,14.5,3.7
1993/12/31,7.8,12.8,5.2
1994/1/1,5.5,9.4,2.5
1994/1/2,6.0,11.2,1.1
1994/1/3,8.3,12.5,3.7
1994/1/4,8.4,11.6,6.2
1994/1/5,7.1,11.3,4.8
1994/1/6,7.8,12.0,3.4
1994/1/7,6.5,10.2,2.2
1994/1/8,5.0,10.2,1.5
1994/1/9,6.3,12.7,0.3
1994/1/10,8.8,15.1,3.6
1994/1/11,8.9,14.1,5.1
1994/1/12,7.6,12.3,3.2
1994/1/13,7.5,10.2,5.2
1994/1/14,6.7,12.2,3.0
1994/1/15,4.7,9.2,2.1
1994/1/16,5.5,12.1,-0.8
1994/1/17,10.7,16.8,3.5
1994/1/18,10.9,14.1,7.8
1994/1/19,4.8,7.9,1.3
1994/1/20,2.9,6.0,0.4
1994/1/21,4.3,7.7,2.0
1994/1/22,3.7,8.2,-0.4
1994/1/23,3.3,7.7,-0.7
1994/1/24,2.6,6.8,-0.6
1994/1/25,5.2,10.7,0.1
1994/1/26,8.2,14.4,2.2
1994/1/27,7.6,11.1,4.3
1994/1/28,6.5,12.4,2.2
1994/1/29,4.2,9.2,0.5
1994/1/30,1.4,5.4,-1.3
1994/1/31,3.3,9.6,-1.4
1994/2/1,5.1,8.4,1.2
1994/2/2,4.4,7.4,0.6
1994/2/3,1.6,5.4,0.0
1994/2/4,4.5,8.0,0.2
1994/2/5,6.8,11.7,2.5
1994/2/6,8.3,13.7,3.9
1994/2/7,9.2,13.7,5.4
1994/2/8,8.7,13.8,4.6
1994/2/9,7.5,10.3,4.5
1994/2/10,3.5,6.0,0.4
1994/2/11,3.3,8.4,-0.3
1994/2/12,2.7,6.2,0.4
1994/2/13,1.7,6.2,-1.2
1994/2/14,3.8,7.7,0.2
1994/2/15,5.1,7.7,2.6
1994/2/16,6.6,11.3,3.5
1994/2/17,6.3,10.8,3.3
1994/2/18,6.7,12.6,0.8
1994/2/19,8.5,16.1,0.6
1994/2/20,9.4,14.3,3.5
1994/2/21,10.0,13.4,3.9
1994/2/22,4.6,8.6,1.9
1994/2/23,4.6,9.0,1.4
1994/2/24,3.8,8.0,0.8
1994/2/25,6.5,12.4,1.6
1994/2/26,6.6,13.2,1.7
1994/2/27,6.3,12.6,1.5
1994/2/28,6.8,12.4,2.4
1994/3/1,7.1,12.6,1.6
1994/3/2,7.2,12.2,4.2
1994/3/3,6.4,11.4,0.8
1994/3/4,7.9,12.9,4.3
1994/3/5,6.1,12.1,2.2
1994/3/6,6.6,11.8,2.0
1994/3/7,9.6,14.0,4.5
1994/3/8,11.0,15.1,8.0
1994/3/9,12.8,15.7,11.0
1994/3/10,9.0,13.0,3.8
1994/3/11,6.5,10.8,2.0
1994/3/12,6.7,10.5,5.2
1994/3/13,7.3,13.2,4.2
1994/3/14,6.5,11.8,1.9
1994/3/15,5.5,10.6,2.1
1994/3/16,5.8,10.7,0.9
1994/3/17,8.2,13.9,4.3
1994/3/18,8.2,12.8,2.3
1994/3/19,9.9,13.8,6.4
1994/3/20,9.6,14.9,6.5
1994/3/21,9.0,14.8,4.3
1994/3/22,8.2,12.5,5.1
1994/3/23,10.2,11.5,9.1
1994/3/24,9.8,13.3,6.1
1994/3/25,6.5,10.4,3.3
1994/3/26,6.5,12.1,2.2
1994/3/27,7.5,13.3,3.2
1994/3/28,10.5,14.9,3.9
1994/3/29,11.7,16.6,6.1
1994/3/30,9.1,14.4,3.4
1994/3/31,12.9,20.6,5.1
