ダウンロードした時刻：2019/10/10 16:07:04

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,9.9,14.7,6.8
1997/12/2,5.5,10.0,2.8
1997/12/3,4.2,6.5,3.1
1997/12/4,6.1,11.4,2.6
1997/12/5,6.9,14.0,1.6
1997/12/6,10.7,16.6,4.6
1997/12/7,16.3,20.7,13.0
1997/12/8,12.5,17.0,9.3
1997/12/9,8.0,9.6,6.0
1997/12/10,3.4,6.6,1.2
1997/12/11,4.2,6.9,1.1
1997/12/12,6.1,7.6,4.0
1997/12/13,7.0,8.2,4.9
1997/12/14,9.9,12.6,7.7
1997/12/15,11.6,14.0,5.6
1997/12/16,8.7,13.6,5.0
1997/12/17,10.4,14.7,7.9
1997/12/18,11.4,13.3,9.6
1997/12/19,13.8,16.6,11.0
1997/12/20,12.9,16.0,10.8
1997/12/21,10.0,16.1,7.0
1997/12/22,7.1,10.0,5.2
1997/12/23,6.0,8.4,3.8
1997/12/24,6.8,13.0,2.9
1997/12/25,8.3,15.9,3.1
1997/12/26,8.9,15.4,4.0
1997/12/27,9.7,15.1,5.3
1997/12/28,9.7,13.7,5.9
1997/12/29,7.7,12.3,2.5
1997/12/30,9.1,12.6,5.9
1997/12/31,9.3,11.1,7.8
1998/1/1,9.3,10.9,7.8
1998/1/2,9.8,12.5,5.5
1998/1/3,10.5,14.1,7.8
1998/1/4,8.3,12.0,5.8
1998/1/5,5.9,9.8,4.0
1998/1/6,7.6,9.8,5.2
1998/1/7,8.2,10.5,6.7
1998/1/8,6.3,8.1,4.3
1998/1/9,5.9,9.6,2.7
1998/1/10,6.8,11.8,1.8
1998/1/11,6.0,8.3,4.1
1998/1/12,5.7,7.5,4.2
1998/1/13,6.5,10.5,2.3
1998/1/14,6.5,8.6,5.4
1998/1/15,5.9,7.5,4.4
1998/1/16,6.7,8.9,3.4
1998/1/17,6.2,12.4,0.8
1998/1/18,8.0,10.8,4.5
1998/1/19,0.7,4.6,-1.4
1998/1/20,2.8,5.0,0.5
1998/1/21,5.9,7.7,4.2
1998/1/22,4.9,6.3,3.9
1998/1/23,4.9,6.4,3.3
1998/1/24,-0.2,3.7,-4.3
1998/1/25,2.0,3.8,-0.8
1998/1/26,4.5,6.1,2.2
1998/1/27,6.0,7.7,4.3
1998/1/28,4.4,8.6,0.9
1998/1/29,4.5,8.5,0.9
1998/1/30,6.7,9.6,4.2
1998/1/31,7.5,9.7,4.5
1998/2/1,3.8,7.8,-0.2
1998/2/2,5.7,11.5,-0.6
1998/2/3,7.8,11.1,3.6
1998/2/4,4.4,8.5,1.7
1998/2/5,4.6,8.0,-0.2
1998/2/6,5.9,10.3,0.8
1998/2/7,7.1,10.8,2.6
1998/2/8,4.9,8.5,1.1
1998/2/9,5.4,10.2,2.9
1998/2/10,5.4,10.6,1.2
1998/2/11,6.3,13.5,0.6
1998/2/12,15.5,18.7,4.8
1998/2/13,14.2,17.3,10.8
1998/2/14,10.1,18.4,6.2
1998/2/15,5.8,10.6,2.3
1998/2/16,6.9,11.0,2.1
1998/2/17,6.1,9.8,3.0
1998/2/18,5.5,10.4,1.6
1998/2/19,10.8,18.4,0.5
1998/2/20,13.5,17.6,11.0
1998/2/21,8.9,11.7,6.1
1998/2/22,7.2,12.3,2.9
1998/2/23,7.9,11.4,3.0
1998/2/24,9.5,11.2,8.1
1998/2/25,8.0,10.1,6.5
1998/2/26,7.9,12.3,4.3
1998/2/27,9.6,14.3,3.4
1998/2/28,8.3,10.8,5.6
1998/3/1,7.6,9.5,2.4
1998/3/2,6.6,13.1,0.6
1998/3/3,9.0,13.8,4.3
1998/3/4,9.5,15.5,4.4
1998/3/5,8.7,12.5,5.4
1998/3/6,9.7,14.1,2.6
1998/3/7,8.6,13.5,4.0
1998/3/8,6.1,10.9,0.7
1998/3/9,9.6,13.9,4.9
1998/3/10,8.0,12.0,6.2
1998/3/11,11.8,19.8,5.8
1998/3/12,9.9,12.0,6.4
1998/3/13,11.1,13.8,6.0
1998/3/14,12.3,15.0,8.1
1998/3/15,5.3,9.6,1.7
1998/3/16,8.0,12.2,2.0
1998/3/17,7.8,13.8,2.0
1998/3/18,8.2,14.3,2.3
1998/3/19,13.8,20.2,5.0
1998/3/20,9.9,20.0,6.0
1998/3/21,7.7,12.0,3.5
1998/3/22,6.6,10.4,2.2
1998/3/23,7.1,11.3,1.5
1998/3/24,9.4,13.4,6.3
1998/3/25,10.4,14.7,5.8
1998/3/26,10.1,15.7,4.1
1998/3/27,13.2,17.3,9.7
1998/3/28,12.6,16.6,9.7
1998/3/29,12.3,17.1,6.6
1998/3/30,12.7,18.5,7.1
1998/3/31,12.8,16.7,8.6
