ダウンロードした時刻：2019/10/10 16:03:02

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,16.1,19.4,13.1
1998/12/2,15.7,17.4,13.3
1998/12/3,14.4,16.3,12.2
1998/12/4,14.2,17.3,11.5
1998/12/5,15.9,18.2,13.9
1998/12/6,16.0,17.8,12.2
1998/12/7,17.6,19.6,16.2
1998/12/8,14.7,18.6,12.2
1998/12/9,12.2,14.0,10.7
1998/12/10,11.1,13.9,9.2
1998/12/11,11.5,13.7,9.5
1998/12/12,11.9,14.6,9.6
1998/12/13,12.3,15.0,9.8
1998/12/14,14.4,15.8,12.6
1998/12/15,14.9,16.5,12.9
1998/12/16,14.0,15.2,13.1
1998/12/17,13.6,16.3,9.8
1998/12/18,14.9,18.3,10.5
1998/12/19,15.1,18.3,12.5
1998/12/20,14.6,17.2,11.7
1998/12/21,11.3,14.6,8.1
1998/12/22,14.1,16.9,9.1
1998/12/23,14.0,16.9,11.6
1998/12/24,12.4,14.1,10.3
1998/12/25,10.5,13.7,8.3
1998/12/26,11.7,15.1,7.6
1998/12/27,10.9,15.8,7.5
1998/12/28,12.3,15.5,8.4
1998/12/29,12.8,17.2,9.1
1998/12/30,12.7,15.0,10.2
1998/12/31,9.7,11.3,7.7
1999/1/1,8.5,10.4,7.1
1999/1/2,10.1,11.7,8.0
1999/1/3,10.6,13.3,9.4
1999/1/4,10.5,12.7,9.1
1999/1/5,12.4,15.4,9.3
1999/1/6,14.7,17.5,11.7
1999/1/7,14.2,18.3,9.8
1999/1/8,7.3,10.0,6.0
1999/1/9,5.8,7.9,4.0
1999/1/10,8.0,10.6,4.5
1999/1/11,9.2,11.1,8.4
1999/1/12,9.4,11.2,8.3
1999/1/13,9.8,12.4,8.2
1999/1/14,10.3,12.3,9.4
1999/1/15,9.4,10.8,8.3
1999/1/16,10.4,12.7,8.4
1999/1/17,9.4,13.0,6.2
1999/1/18,11.9,15.2,8.4
1999/1/19,13.6,18.1,7.9
1999/1/20,13.9,18.2,12.0
1999/1/21,9.5,12.4,7.9
1999/1/22,10.1,12.7,7.8
1999/1/23,13.1,15.8,10.6
1999/1/24,11.9,12.9,10.6
1999/1/25,14.3,16.4,11.5
1999/1/26,13.0,15.6,11.2
1999/1/27,12.9,16.3,11.1
1999/1/28,14.4,17.4,11.1
1999/1/29,10.1,12.8,7.9
1999/1/30,8.1,10.3,6.3
1999/1/31,10.8,14.3,8.2
1999/2/1,11.1,12.5,9.6
1999/2/2,11.1,14.0,7.3
1999/2/3,6.1,8.9,2.8
1999/2/4,4.0,7.6,1.0
1999/2/5,8.3,12.0,2.3
1999/2/6,8.9,11.2,7.7
1999/2/7,10.6,13.5,8.9
1999/2/8,11.6,14.7,10.2
1999/2/9,10.7,15.0,6.6
1999/2/10,12.5,16.3,8.2
1999/2/11,13.4,18.3,7.9
1999/2/12,9.5,11.5,8.4
1999/2/13,6.3,8.8,3.9
1999/2/14,7.6,10.9,5.8
1999/2/15,9.2,11.9,7.6
1999/2/16,10.5,15.2,6.8
1999/2/17,12.1,15.8,5.6
1999/2/18,16.0,19.0,10.9
1999/2/19,11.7,16.2,8.4
1999/2/20,9.2,12.2,6.6
1999/2/21,8.1,11.5,5.3
1999/2/22,8.6,11.7,5.9
1999/2/23,10.4,13.4,8.3
1999/2/24,11.3,16.9,6.2
1999/2/25,13.1,16.8,7.9
1999/2/26,13.3,16.6,7.6
1999/2/27,14.4,19.0,7.1
1999/2/28,8.1,10.8,5.3
1999/3/1,12.7,16.1,9.2
1999/3/2,13.5,16.5,11.3
1999/3/3,13.6,17.6,9.3
1999/3/4,15.0,18.5,11.4
1999/3/5,16.7,20.0,12.9
1999/3/6,14.6,18.2,9.1
1999/3/7,13.8,18.6,9.2
1999/3/8,11.4,14.5,8.9
1999/3/9,13.6,16.4,9.0
1999/3/10,12.5,14.1,10.9
1999/3/11,10.6,12.9,8.0
1999/3/12,10.9,11.9,10.0
1999/3/13,12.6,15.3,9.8
1999/3/14,16.3,18.7,14.0
1999/3/15,17.9,19.8,15.8
1999/3/16,15.7,19.2,13.2
1999/3/17,15.3,18.7,12.3
1999/3/18,17.5,20.4,13.8
1999/3/19,18.1,19.2,16.0
1999/3/20,12.3,18.8,7.6
1999/3/21,12.1,15.8,10.1
1999/3/22,10.7,16.8,7.5
1999/3/23,10.7,14.7,6.2
1999/3/24,14.5,17.8,8.8
1999/3/25,17.1,18.1,15.4
1999/3/26,17.7,20.1,15.6
1999/3/27,17.3,19.5,14.3
1999/3/28,12.5,15.2,10.1
1999/3/29,10.6,13.5,8.9
1999/3/30,11.4,12.6,10.5
1999/3/31,14.2,19.9,12.0
