ダウンロードした時刻：2019/10/10 16:07:28

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,6.9,11.4,2.9
1989/12/2,7.6,13.8,2.4
1989/12/3,8.7,15.6,3.2
1989/12/4,10.2,17.3,4.3
1989/12/5,10.8,17.1,5.9
1989/12/6,8.7,14.4,5.8
1989/12/7,9.3,15.0,2.6
1989/12/8,7.7,11.2,4.5
1989/12/9,5.2,8.3,4.0
1989/12/10,5.8,11.1,2.2
1989/12/11,5.6,9.6,0.5
1989/12/12,7.5,11.6,4.4
1989/12/13,5.6,9.2,3.0
1989/12/14,6.1,8.9,4.2
1989/12/15,6.8,9.4,3.4
1989/12/16,7.5,13.4,2.3
1989/12/17,9.1,15.4,4.6
1989/12/18,8.0,12.5,4.7
1989/12/19,3.6,5.2,2.3
1989/12/20,6.0,10.1,1.5
1989/12/21,7.3,12.4,3.3
1989/12/22,6.3,9.6,2.9
1989/12/23,6.9,13.6,2.8
1989/12/24,6.4,7.9,4.2
1989/12/25,7.2,12.3,4.4
1989/12/26,9.1,13.8,4.5
1989/12/27,6.7,10.7,3.4
1989/12/28,5.0,10.1,1.5
1989/12/29,5.3,9.0,2.2
1989/12/30,5.9,11.0,2.9
1989/12/31,2.9,6.1,0.9
1990/1/1,3.5,7.8,0.2
1990/1/2,5.0,9.6,0.4
1990/1/3,3.4,7.6,0.1
1990/1/4,2.5,7.0,0.0
1990/1/5,4.2,10.4,-1.4
1990/1/6,5.2,9.1,2.8
1990/1/7,4.3,7.1,2.4
1990/1/8,5.6,10.3,2.8
1990/1/9,6.5,10.9,1.7
1990/1/10,10.8,15.9,7.2
1990/1/11,6.9,9.3,4.1
1990/1/12,6.9,10.5,2.9
1990/1/13,5.4,8.6,2.4
1990/1/14,3.9,8.2,-0.2
1990/1/15,5.5,7.7,3.0
1990/1/16,4.5,8.3,2.4
1990/1/17,5.5,8.8,2.4
1990/1/18,7.1,11.4,1.7
1990/1/19,8.0,9.6,6.2
1990/1/20,2.9,6.2,0.3
1990/1/21,3.1,8.5,-1.0
1990/1/22,4.0,8.1,-1.4
1990/1/23,2.9,5.5,0.0
1990/1/24,-0.1,3.5,-2.5
1990/1/25,0.1,4.6,-3.7
1990/1/26,0.3,5.3,-3.6
1990/1/27,1.3,6.3,-2.2
1990/1/28,2.9,6.7,-2.0
1990/1/29,5.9,9.6,3.3
1990/1/30,5.2,9.4,3.3
1990/1/31,2.3,3.7,0.9
1990/2/1,2.2,4.1,0.4
1990/2/2,3.7,8.3,1.5
1990/2/3,4.0,5.5,1.3
1990/2/4,5.2,8.5,2.7
1990/2/5,6.1,11.1,3.3
1990/2/6,5.5,9.0,1.4
1990/2/7,7.9,14.0,4.8
1990/2/8,5.8,8.7,2.8
1990/2/9,5.2,10.9,1.4
1990/2/10,7.7,12.4,0.2
1990/2/11,11.1,13.5,8.4
1990/2/12,7.2,13.6,2.9
1990/2/13,6.1,10.3,3.5
1990/2/14,5.9,8.5,2.7
1990/2/15,8.0,10.6,6.0
1990/2/16,7.1,10.3,5.4
1990/2/17,7.2,12.1,3.5
1990/2/18,9.2,15.0,2.7
1990/2/19,12.3,15.1,9.7
1990/2/20,13.7,17.9,9.9
1990/2/21,10.5,16.4,6.8
1990/2/22,12.4,19.2,4.9
1990/2/23,12.9,13.5,12.0
1990/2/24,11.5,13.4,9.4
1990/2/25,9.5,11.7,6.7
1990/2/26,8.3,11.8,5.1
1990/2/27,7.0,9.6,3.1
1990/2/28,6.8,11.6,2.2
1990/3/1,9.5,10.8,6.8
1990/3/2,9.4,11.0,8.4
1990/3/3,9.0,11.8,6.9
1990/3/4,7.4,12.5,3.5
1990/3/5,6.0,12.3,1.2
1990/3/6,7.2,12.3,1.2
1990/3/7,5.7,12.3,1.4
1990/3/8,3.8,7.8,0.0
1990/3/9,6.5,13.8,-0.3
1990/3/10,9.5,18.0,2.0
1990/3/11,11.5,17.8,3.9
1990/3/12,9.7,16.5,4.0
1990/3/13,6.7,11.5,2.7
1990/3/14,8.7,14.4,0.6
1990/3/15,10.9,16.2,8.2
1990/3/16,9.4,15.0,4.5
1990/3/17,8.2,13.9,3.9
1990/3/18,8.0,14.9,3.9
1990/3/19,9.1,14.6,3.1
1990/3/20,10.4,17.9,4.3
1990/3/21,9.5,15.6,5.3
1990/3/22,10.9,19.3,2.1
1990/3/23,15.0,22.3,7.1
1990/3/24,13.6,18.1,9.0
1990/3/25,8.0,11.1,6.4
1990/3/26,7.9,14.0,4.2
1990/3/27,10.1,17.4,2.0
1990/3/28,9.8,11.1,8.8
1990/3/29,11.3,13.2,9.3
1990/3/30,12.9,17.9,7.4
1990/3/31,13.7,15.0,12.5
