ダウンロードした時刻：2019/10/10 16:18:28

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/12/1,10.8,14.3,9.1
2000/12/2,9.9,14.5,6.0
2000/12/3,9.8,12.9,5.5
2000/12/4,9.2,12.3,4.4
2000/12/5,9.8,15.8,2.7
2000/12/6,10.7,14.6,5.8
2000/12/7,8.7,11.8,4.9
2000/12/8,8.5,14.7,3.6
2000/12/9,9.2,15.2,3.7
2000/12/10,12.0,14.8,8.1
2000/12/11,10.2,14.0,5.2
2000/12/12,5.7,9.1,3.5
2000/12/13,6.7,10.6,2.7
2000/12/14,7.9,10.5,6.0
2000/12/15,7.8,13.3,2.9
2000/12/16,9.6,18.2,1.7
2000/12/17,9.8,11.2,8.9
2000/12/18,10.7,13.2,7.7
2000/12/19,12.5,16.7,9.3
2000/12/20,9.1,11.1,6.9
2000/12/21,10.0,12.7,7.4
2000/12/22,7.4,11.8,3.9
2000/12/23,8.6,15.8,1.7
2000/12/24,8.4,11.1,4.4
2000/12/25,5.4,12.4,2.8
2000/12/26,4.7,7.9,2.4
2000/12/27,5.4,9.1,2.0
2000/12/28,8.4,12.5,4.3
2000/12/29,6.1,9.6,1.9
2000/12/30,5.2,9.5,0.2
2000/12/31,7.7,10.1,5.3
2001/1/1,6.0,9.1,1.8
2001/1/2,7.1,13.0,1.2
2001/1/3,5.7,8.7,2.8
2001/1/4,3.9,7.7,0.4
2001/1/5,4.8,8.3,2.0
2001/1/6,5.7,8.8,4.3
2001/1/7,5.3,9.5,2.6
2001/1/8,9.7,13.4,6.3
2001/1/9,7.9,14.6,2.3
2001/1/10,10.4,13.3,6.6
2001/1/11,6.8,11.4,2.4
2001/1/12,4.6,8.7,0.4
2001/1/13,3.1,4.7,1.1
2001/1/14,1.5,4.5,-1.5
2001/1/15,-0.1,3.2,-2.7
2001/1/16,0.7,3.7,-1.5
2001/1/17,2.7,6.6,-1.1
2001/1/18,4.6,8.5,0.3
2001/1/19,4.4,7.4,0.4
2001/1/20,3.6,6.2,-0.5
2001/1/21,7.5,10.5,5.1
2001/1/22,6.2,10.6,1.3
2001/1/23,6.5,11.7,2.6
2001/1/24,4.8,7.6,3.3
2001/1/25,4.9,7.4,3.1
2001/1/26,7.1,8.5,5.2
2001/1/27,5.9,8.6,3.4
2001/1/28,7.2,11.5,3.0
2001/1/29,4.3,7.4,2.4
2001/1/30,3.8,8.8,-1.5
2001/1/31,5.2,8.7,0.8
2001/2/1,6.0,9.0,4.5
2001/2/2,4.4,8.0,1.5
2001/2/3,5.2,9.6,1.1
2001/2/4,4.8,6.9,2.7
2001/2/5,6.5,9.4,3.7
2001/2/6,7.1,9.6,5.9
2001/2/7,6.8,8.2,5.3
2001/2/8,6.8,11.0,3.5
2001/2/9,5.7,10.0,2.1
2001/2/10,5.7,9.7,2.3
2001/2/11,5.8,10.7,1.2
2001/2/12,5.3,7.7,3.4
2001/2/13,5.2,7.9,4.2
2001/2/14,4.4,7.6,1.8
2001/2/15,4.4,9.2,0.4
2001/2/16,4.4,8.6,1.4
2001/2/17,3.8,8.0,-0.7
2001/2/18,6.0,11.2,1.2
2001/2/19,9.7,15.5,3.3
2001/2/20,7.7,11.8,3.5
2001/2/21,7.4,12.9,1.1
2001/2/22,11.3,16.0,7.6
2001/2/23,10.7,15.4,5.1
2001/2/24,9.2,11.4,7.8
2001/2/25,6.3,9.9,4.1
2001/2/26,5.0,8.5,1.6
2001/2/27,5.7,11.2,-1.0
2001/2/28,10.9,17.2,4.1
2001/3/1,8.5,10.2,6.4
2001/3/2,7.8,11.9,4.1
2001/3/3,7.6,11.5,1.8
2001/3/4,7.9,12.0,0.7
2001/3/5,6.6,11.3,0.4
2001/3/6,9.0,12.9,5.0
2001/3/7,9.4,12.8,5.6
2001/3/8,4.0,8.1,0.9
2001/3/9,3.2,7.1,0.4
2001/3/10,6.7,13.4,-0.3
2001/3/11,5.5,9.2,3.6
2001/3/12,6.1,10.9,1.6
2001/3/13,6.5,10.8,2.8
2001/3/14,9.9,18.0,0.4
2001/3/15,12.0,19.2,7.6
2001/3/16,8.2,11.9,3.9
2001/3/17,9.4,12.8,5.9
2001/3/18,13.3,17.7,9.8
2001/3/19,12.0,16.5,6.0
2001/3/20,12.3,18.5,6.0
2001/3/21,14.8,20.7,9.5
2001/3/22,14.2,21.5,6.9
2001/3/23,14.4,17.5,11.5
2001/3/24,14.7,20.8,7.7
2001/3/25,13.1,16.2,12.1
2001/3/26,14.4,18.4,10.9
2001/3/27,11.4,14.4,8.2
2001/3/28,13.0,18.6,9.2
2001/3/29,11.6,14.8,6.5
2001/3/30,9.1,13.7,5.5
2001/3/31,7.7,10.9,5.4
