ダウンロードした時刻：2017/07/24 15:43:53

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/1/1,7.3,12.8,3.5
2004/1/2,6.6,12.2,1.8
2004/1/3,6.7,12.5,1.6
2004/1/4,6.3,10.5,3.5
2004/1/5,5.9,10.9,2.2
2004/1/6,4.4,9.2,0.8
2004/1/7,6.0,11.7,0.6
2004/1/8,3.8,6.8,2.2
2004/1/9,4.0,9.6,0.2
2004/1/10,5.5,12.1,0.1
2004/1/11,4.3,6.9,3.0
2004/1/12,5.1,9.7,-0.3
2004/1/13,4.4,8.7,0.6
2004/1/14,2.6,6.3,0.8
2004/1/15,3.6,6.5,1.9
2004/1/16,3.1,4.9,1.7
2004/1/17,3.0,4.4,1.5
2004/1/18,4.9,9.8,1.3
2004/1/19,6.1,10.6,3.5
2004/1/20,5.5,11.0,1.4
2004/1/21,3.7,7.3,0.1
2004/1/22,-1.2,2.1,-3.4
2004/1/23,1.6,6.8,-3.3
2004/1/24,2.7,7.7,-0.1
2004/1/25,1.7,4.9,-1.8
2004/1/26,2.6,7.2,-1.5
2004/1/27,3.3,8.7,0.1
2004/1/28,3.9,9.4,-0.2
2004/1/29,4.9,11.4,-0.6
2004/1/30,5.6,11.7,1.6
2004/1/31,5.4,9.5,2.0
2004/2/1,5.6,12.3,-0.7
2004/2/2,8.3,11.4,5.9
2004/2/3,6.8,9.8,2.6
2004/2/4,3.7,8.9,0.4
2004/2/5,2.5,8.5,-1.2
2004/2/6,3.0,8.0,-1.2
2004/2/7,2.5,8.3,-1.6
2004/2/8,3.7,9.4,-0.7
2004/2/9,3.8,8.3,0.1
2004/2/10,3.7,10.5,-1.2
2004/2/11,4.7,11.6,-1.7
2004/2/12,6.6,13.7,1.4
2004/2/13,7.1,13.3,1.3
2004/2/14,7.6,16.8,1.8
2004/2/15,5.2,8.9,2.6
2004/2/16,4.6,9.9,1.0
2004/2/17,3.9,8.8,-0.3
2004/2/18,6.8,14.2,0.4
2004/2/19,8.0,16.6,0.7
2004/2/20,10.1,18.9,2.7
2004/2/21,12.0,20.0,4.9
2004/2/22,13.6,17.6,9.1
2004/2/23,7.0,12.6,3.1
2004/2/24,6.2,11.6,0.7
2004/2/25,10.1,16.0,5.6
2004/2/26,8.0,13.6,2.7
2004/2/27,4.9,9.6,1.2
2004/2/28,7.1,13.4,0.9
2004/2/29,9.2,12.9,6.6
2004/3/1,7.2,10.7,4.6
2004/3/2,5.1,11.4,1.5
2004/3/3,4.3,7.7,1.9
2004/3/4,4.4,9.8,1.3
2004/3/5,5.1,10.4,-0.6
2004/3/6,4.6,8.8,0.8
2004/3/7,2.3,6.5,-1.0
2004/3/8,4.3,9.5,1.1
2004/3/9,7.3,14.9,1.5
2004/3/10,11.9,19.8,2.8
2004/3/11,13.8,20.0,8.0
2004/3/12,8.7,11.4,4.4
2004/3/13,8.2,16.8,1.5
2004/3/14,10.1,18.8,2.4
2004/3/15,10.6,17.9,5.3
2004/3/16,12.1,20.6,4.0
2004/3/17,17.0,22.9,10.9
2004/3/18,9.1,18.1,4.5
2004/3/19,7.5,14.5,1.2
2004/3/20,7.6,10.5,5.2
2004/3/21,8.3,15.2,2.2
2004/3/22,6.4,10.2,4.4
2004/3/23,9.2,15.4,5.1
2004/3/24,10.0,12.9,6.4
2004/3/25,10.4,14.3,6.9
2004/3/26,9.8,14.0,6.3
2004/3/27,10.1,17.5,4.7
2004/3/28,13.1,22.2,4.5
2004/3/29,15.5,22.9,7.5
2004/3/30,15.0,17.8,13.3
2004/3/31,12.0,15.8,6.7
2004/4/1,11.5,18.7,3.7
2004/4/2,14.5,20.8,9.8
2004/4/3,11.9,17.5,7.5
2004/4/4,7.3,9.4,5.3
2004/4/5,10.1,17.0,4.4
2004/4/6,13.2,20.6,5.1
2004/4/7,15.5,22.5,9.6
2004/4/8,12.0,17.2,7.1
2004/4/9,12.9,21.0,4.4
2004/4/10,16.7,25.7,7.7
2004/4/11,17.9,24.6,12.4
2004/4/12,19.0,27.4,12.9
2004/4/13,17.1,24.9,11.7
2004/4/14,14.1,16.7,11.1
2004/4/15,16.2,24.4,7.5
2004/4/16,18.6,25.0,12.8
2004/4/17,19.6,27.1,13.1
2004/4/18,20.7,29.7,12.0
2004/4/19,19.0,21.2,17.4
2004/4/20,17.7,24.7,9.9
2004/4/21,16.8,26.5,7.4
2004/4/22,21.0,29.7,13.0
2004/4/23,16.0,22.6,9.6
2004/4/24,11.4,16.7,7.4
2004/4/25,12.7,19.3,6.4
2004/4/26,16.3,23.9,8.1
2004/4/27,16.1,20.1,13.0
2004/4/28,12.5,18.0,8.9
2004/4/29,15.3,23.8,6.9
2004/4/30,17.8,24.9,9.7
2004/5/1,19.6,27.7,13.9
