É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:32

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2003/12/1,4.5,7.4,0.9
2003/12/2,3.8,7.1,-0.7
2003/12/3,1.5,4.5,-2.4
2003/12/4,-2.9,-1.4,-4.2
2003/12/5,-1.8,0.9,-4.0
2003/12/6,-0.9,2.6,-5.0
2003/12/7,-1.5,2.6,-5.0
2003/12/8,-2.9,0.1,-4.8
2003/12/9,-3.9,-2.0,-5.4
2003/12/10,-2.1,-0.3,-3.7
2003/12/11,-0.8,2.7,-5.1
2003/12/12,-1.4,4.2,-6.9
2003/12/13,-1.8,1.6,-5.3
2003/12/14,-0.4,4.5,-6.8
2003/12/15,2.2,5.6,-1.1
2003/12/16,0.8,2.2,-1.4
2003/12/17,-1.2,1.4,-3.6
2003/12/18,0.8,2.9,-1.3
2003/12/19,2.0,5.0,0.1
2003/12/20,0.7,2.1,-2.2
2003/12/21,0.5,3.5,-3.7
2003/12/22,3.4,6.4,0.9
2003/12/23,1.2,2.7,-0.7
2003/12/24,3.0,5.2,-0.2
2003/12/25,1.2,4.6,-2.2
2003/12/26,-0.4,2.5,-3.0
2003/12/27,-3.2,-1.3,-5.7
2003/12/28,-1.4,1.5,-4.4
2003/12/29,2.4,4.7,-1.3
2003/12/30,-3.6,-0.9,-6.2
2003/12/31,0.7,4.3,-3.3
2004/1/1,-0.8,0.8,-3.1
2004/1/2,-1.5,0.6,-4.3
2004/1/3,-1.7,0.8,-3.9
2004/1/4,-2.0,0.2,-4.4
2004/1/5,-2.5,0.0,-5.2
2004/1/6,-4.5,-1.8,-8.1
2004/1/7,-4.5,-0.7,-9.9
2004/1/8,-1.1,1.6,-5.0
2004/1/9,-2.3,0.5,-7.0
2004/1/10,-1.2,2.9,-7.0
2004/1/11,-0.8,1.4,-4.7
2004/1/12,-1.9,0.8,-5.5
2004/1/13,1.4,4.5,-2.1
2004/1/14,-0.9,3.3,-2.3
2004/1/15,-0.8,0.1,-1.6
2004/1/16,-1.6,-0.1,-4.6
2004/1/17,-4.6,-0.3,-7.7
2004/1/18,-5.6,-1.3,-11.0
2004/1/19,-3.8,-1.1,-8.1
2004/1/20,-1.2,2.0,-3.3
2004/1/21,1.1,4.2,-1.0
2004/1/22,-0.1,2.3,-3.9
2004/1/23,-4.0,-1.5,-6.3
2004/1/24,-4.3,-2.1,-6.5
2004/1/25,-5.8,-2.8,-8.0
2004/1/26,-4.2,0.1,-9.9
2004/1/27,-3.7,0.2,-7.8
2004/1/28,-4.6,-1.3,-7.7
2004/1/29,-4.7,0.0,-9.8
2004/1/30,-2.1,1.7,-5.6
2004/1/31,-3.0,-1.4,-5.7
2004/2/1,-2.9,0.1,-5.9
2004/2/2,-3.5,-0.5,-9.0
2004/2/3,-1.0,2.2,-5.2
2004/2/4,-4.6,-1.3,-6.6
2004/2/5,-1.7,0.5,-3.4
2004/2/6,-1.9,1.5,-6.7
2004/2/7,-4.6,-0.4,-9.2
2004/2/8,-4.4,-0.8,-8.2
2004/2/9,-4.1,-0.3,-8.2
2004/2/10,-3.0,0.3,-8.4
2004/2/11,1.2,5.0,-2.9
2004/2/12,-0.4,2.4,-2.4
2004/2/13,1.2,4.5,-1.7
2004/2/14,2.9,5.2,0.1
2004/2/15,2.3,3.8,0.8
2004/2/16,-0.1,1.8,-2.8
2004/2/17,-1.3,2.0,-3.4
2004/2/18,-3.2,-1.1,-5.9
2004/2/19,-3.7,-0.7,-7.1
2004/2/20,-1.5,1.9,-5.7
2004/2/21,1.5,2.9,0.0
2004/2/22,0.7,2.0,0.0
2004/2/23,-2.2,0.7,-5.0
2004/2/24,-0.4,3.4,-5.6
2004/2/25,2.0,5.1,-0.7
2004/2/26,0.1,5.7,-5.0
2004/2/27,-4.5,-2.6,-6.2
2004/2/28,0.1,4.0,-6.0
2004/2/29,0.5,3.3,-5.3
2004/3/1,-4.5,-2.0,-6.0
2004/3/2,-5.6,-3.2,-7.9
2004/3/3,-5.5,-1.6,-9.3
2004/3/4,-5.3,-1.5,-10.2
2004/3/5,-3.3,-0.1,-8.1
2004/3/6,-3.5,-0.4,-7.1
2004/3/7,-3.4,0.3,-7.2
2004/3/8,-2.2,0.1,-5.9
2004/3/9,1.1,4.3,-2.0
2004/3/10,3.2,6.8,-2.0
2004/3/11,3.3,8.5,-1.7
2004/3/12,0.2,3.2,-1.9
2004/3/13,-0.8,1.7,-2.2
2004/3/14,-1.7,1.1,-4.2
2004/3/15,-0.4,2.9,-5.4
2004/3/16,1.7,4.8,-3.2
2004/3/17,6.9,13.7,2.9
2004/3/18,-1.0,3.2,-3.3
2004/3/19,-1.5,1.3,-4.4
2004/3/20,0.4,4.7,-3.2
2004/3/21,0.3,4.0,-4.4
2004/3/22,1.4,5.2,-3.2
2004/3/23,3.2,8.8,-2.6
2004/3/24,4.4,9.5,-0.7
2004/3/25,3.9,6.0,2.1
2004/3/26,3.8,6.9,1.6
2004/3/27,3.8,6.3,0.9
2004/3/28,4.3,6.8,1.1
2004/3/29,6.2,11.8,0.8
2004/3/30,6.5,8.3,4.0
2004/3/31,4.3,9.4,0.4
