ダウンロードした時刻：2017/07/24 15:39:56

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,-1.6,3.6,-6.1
1990/1/2,0.8,4.5,-2.9
1990/1/3,-0.5,3.4,-3.6
1990/1/4,-2.4,4.5,-7.1
1990/1/5,-1.1,5.9,-9.5
1990/1/6,3.0,6.7,-0.4
1990/1/7,-1.3,4.7,-5.5
1990/1/8,-2.4,4.6,-7.7
1990/1/9,3.5,13.2,-5.7
1990/1/10,8.5,13.2,2.8
1990/1/11,3.3,7.7,-0.1
1990/1/12,4.8,11.5,-1.8
1990/1/13,-1.1,7.4,-5.9
1990/1/14,-2.0,4.4,-8.1
1990/1/15,-0.7,3.2,-3.4
1990/1/16,-2.5,-0.1,-4.5
1990/1/17,-3.3,2.6,-8.1
1990/1/18,4.2,7.2,-7.2
1990/1/19,2.3,7.3,0.0
1990/1/20,-2.5,0.4,-6.6
1990/1/21,-0.6,6.0,-7.2
1990/1/22,0.2,6.3,-7.5
1990/1/23,-2.6,0.9,-4.6
1990/1/24,-2.4,1.4,-4.4
1990/1/25,-4.2,1.1,-6.8
1990/1/26,-5.5,0.4,-8.8
1990/1/27,-6.0,1.3,-11.2
1990/1/28,-4.7,2.2,-11.1
1990/1/29,3.2,9.1,-5.4
1990/1/30,-0.1,2.4,-2.6
1990/1/31,-2.3,-0.9,-3.5
1990/2/1,-1.7,0.3,-2.9
1990/2/2,-1.6,2.4,-4.6
1990/2/3,3.0,7.2,0.4
1990/2/4,1.8,4.6,0.1
1990/2/5,1.4,5.9,-2.1
1990/2/6,0.4,7.3,-3.5
1990/2/7,1.7,9.0,-3.5
1990/2/8,1.3,5.3,-1.6
1990/2/9,-0.3,4.3,-3.6
1990/2/10,3.6,10.7,-6.4
1990/2/11,8.6,12.4,3.5
1990/2/12,4.3,10.4,-0.9
1990/2/13,1.1,6.5,-1.5
1990/2/14,1.1,4.6,-1.3
1990/2/15,2.0,4.2,0.2
1990/2/16,1.5,5.6,-0.5
1990/2/17,2.0,7.2,-1.2
1990/2/18,3.8,10.2,-1.7
1990/2/19,6.2,9.8,2.4
1990/2/20,8.8,14.4,2.9
1990/2/21,4.6,13.4,-0.9
1990/2/22,8.1,17.6,0.0
1990/2/23,9.8,14.4,6.7
1990/2/24,8.4,11.1,6.0
1990/2/25,5.2,6.7,3.8
1990/2/26,4.4,5.9,3.3
1990/2/27,3.3,6.5,0.6
1990/2/28,3.0,8.8,-1.8
1990/3/1,1.8,5.9,-1.7
1990/3/2,2.0,3.3,0.5
1990/3/3,4.7,7.4,2.7
1990/3/4,3.7,7.4,1.1
1990/3/5,2.2,9.5,-1.9
1990/3/6,2.8,10.2,-1.5
1990/3/7,3.2,8.8,-1.4
1990/3/8,-0.4,7.0,-5.2
1990/3/9,1.8,11.3,-6.1
1990/3/10,4.4,14.4,-3.9
1990/3/11,7.5,18.1,-2.2
1990/3/12,5.1,12.2,-0.5
1990/3/13,1.1,7.4,-3.5
1990/3/14,5.5,16.2,-5.3
1990/3/15,8.2,15.5,0.8
1990/3/16,3.7,11.8,-1.9
1990/3/17,2.8,11.6,-2.8
1990/3/18,3.0,9.5,-1.7
1990/3/19,4.2,11.9,-1.3
1990/3/20,6.3,18.0,-0.9
1990/3/21,3.9,10.8,-0.9
1990/3/22,5.8,17.5,-3.5
1990/3/23,9.4,20.6,-0.3
1990/3/24,10.3,16.0,3.9
1990/3/25,2.3,6.5,-1.3
1990/3/26,1.6,8.0,-2.8
1990/3/27,4.6,13.8,-4.6
1990/3/28,6.0,14.2,1.1
1990/3/29,3.4,5.5,0.8
1990/3/30,8.6,15.1,4.5
1990/3/31,8.2,10.3,6.9
1990/4/1,10.9,17.5,6.7
1990/4/2,10.2,18.9,4.4
1990/4/3,12.8,22.7,1.4
1990/4/4,10.8,14.3,3.6
1990/4/5,2.8,7.2,-0.1
1990/4/6,4.7,10.6,0.8
1990/4/7,6.8,13.5,-2.1
1990/4/8,9.1,12.4,5.8
1990/4/9,11.0,19.8,4.0
1990/4/10,11.9,20.3,4.3
1990/4/11,12.9,22.1,4.1
1990/4/12,14.3,22.2,4.7
1990/4/13,13.2,15.2,11.1
1990/4/14,11.4,14.2,9.5
1990/4/15,9.6,15.9,5.9
1990/4/16,8.5,15.0,5.1
1990/4/17,7.4,13.6,4.2
1990/4/18,6.6,12.0,2.7
1990/4/19,7.8,15.4,3.6
1990/4/20,9.5,18.8,1.1
1990/4/21,11.9,16.9,7.7
1990/4/22,14.7,23.2,9.6
1990/4/23,13.7,20.7,8.5
1990/4/24,8.3,15.5,1.7
1990/4/25,9.7,18.8,-0.7
1990/4/26,15.2,21.4,9.1
1990/4/27,14.7,24.2,5.9
1990/4/28,16.3,24.9,8.2
1990/4/29,9.5,17.2,1.9
1990/4/30,8.0,15.0,-0.6
1990/5/1,8.8,15.7,4.4
