É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:41:22

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2011/1/1,2.2,8.2,-3.0
2011/1/2,4.5,10.7,-1.0
2011/1/3,2.2,8.5,-3.5
2011/1/4,3.7,9.9,-1.0
2011/1/5,1.8,9.0,-4.3
2011/1/6,3.5,9.4,-1.7
2011/1/7,1.9,6.8,-2.4
2011/1/8,-0.5,7.8,-6.9
2011/1/9,2.6,12.6,-5.8
2011/1/10,1.2,6.6,-3.5
2011/1/11,0.5,6.7,-5.5
2011/1/12,2.4,9.0,-3.4
2011/1/13,1.4,8.1,-4.4
2011/1/14,0.8,7.6,-5.3
2011/1/15,0.8,5.1,-4.3
2011/1/16,-0.3,2.2,-2.9
2011/1/17,0.7,8.5,-6.2
2011/1/18,2.0,10.0,-5.3
2011/1/19,3.1,11.0,-4.6
2011/1/20,2.9,10.2,-4.0
2011/1/21,2.1,8.1,-3.7
2011/1/22,3.2,11.6,-4.0
2011/1/23,3.2,9.6,-3.9
2011/1/24,4.4,10.9,-1.1
2011/1/25,3.0,9.4,-2.8
2011/1/26,1.6,8.8,-5.1
2011/1/27,2.1,9.1,-4.4
2011/1/28,1.6,8.3,-4.3
2011/1/29,2.4,7.4,-2.0
2011/1/30,1.2,5.7,-1.9
2011/1/31,-0.4,6.2,-6.5
2011/2/1,2.0,11.5,-6.7
2011/2/2,3.2,10.7,-4.4
2011/2/3,4.3,13.0,-2.8
2011/2/4,5.4,14.2,-1.7
2011/2/5,4.4,12.0,-1.9
2011/2/6,5.9,13.9,-2.7
2011/2/7,7.6,15.0,2.1
2011/2/8,6.3,12.4,1.8
2011/2/9,7.1,12.8,4.3
2011/2/10,5.0,10.1,-0.3
2011/2/11,0.6,2.0,-0.4
2011/2/12,1.4,3.4,-0.6
2011/2/13,1.3,7.8,-4.4
2011/2/14,2.2,8.1,-0.5
2011/2/15,3.7,9.5,-1.0
2011/2/16,3.4,10.9,-3.8
2011/2/17,7.2,14.1,1.3
2011/2/18,8.5,14.9,2.1
2011/2/19,5.5,12.5,-1.1
2011/2/20,7.0,11.5,2.3
2011/2/21,7.3,13.8,2.4
2011/2/22,6.3,16.0,-1.9
2011/2/23,6.9,14.8,-1.3
2011/2/24,9.3,13.1,6.5
2011/2/25,11.7,21.6,6.1
2011/2/26,7.2,13.6,1.2
2011/2/27,10.3,17.8,4.7
2011/2/28,7.6,10.4,5.5
2011/3/1,6.4,9.3,4.7
2011/3/2,7.3,13.4,3.7
2011/3/3,3.8,8.5,-0.5
2011/3/4,2.9,9.3,-3.6
2011/3/5,3.8,12.4,-4.6
2011/3/6,7.3,17.6,-0.8
2011/3/7,4.0,7.6,0.3
2011/3/8,5.9,11.5,1.7
2011/3/9,4.5,12.4,-1.4
2011/3/10,4.3,10.3,0.1
2011/3/11,3.4,10.2,-2.8
2011/3/12,5.1,13.2,-2.5
2011/3/13,8.2,18.6,-0.8
2011/3/14,10.7,20.5,1.7
2011/3/15,11.5,17.2,5.7
2011/3/16,6.8,11.6,1.5
2011/3/17,2.7,7.0,-0.7
2011/3/18,4.8,13.4,-2.0
2011/3/19,9.5,19.5,1.1
2011/3/20,10.9,19.5,3.0
2011/3/21,10.8,13.5,8.3
2011/3/22,7.7,9.5,6.0
2011/3/23,5.8,11.6,1.4
2011/3/24,,,0.7
2011/3/25,4.8,11.7,-1.7
2011/3/26,5.7,10.1,1.2
2011/3/27,4.5,12.8,-2.5
2011/3/28,6.9,14.0,2.2
2011/3/29,8.3,16.6,0.3
2011/3/30,9.5,16.6,2.2
2011/3/31,9.0,16.2,2.7
2011/4/1,8.7,18.8,-0.1
2011/4/2,11.4,22.1,3.7
2011/4/3,7.6,12.0,4.9
2011/4/4,8.4,16.4,2.7
2011/4/5,9.0,20.9,-0.8
2011/4/6,11.2,22.0,1.8
2011/4/7,12.5,19.9,6.4
2011/4/8,14.9,23.9,7.2
2011/4/9,15.6,20.2,12.2
2011/4/10,13.5,19.1,8.7
2011/4/11,13.7,21.0,7.5
2011/4/12,10.4,17.4,5.0
2011/4/13,12.1,22.9,2.3
2011/4/14,14.6,24.9,5.0
2011/4/15,16.0,24.7,9.4
2011/4/16,17.4,27.2,10.0
2011/4/17,13.4,22.0,5.8
2011/4/18,14.5,20.3,10.6
2011/4/19,12.5,19.3,7.2
2011/4/20,12.7,20.5,4.6
2011/4/21,13.9,19.5,9.5
2011/4/22,14.7,18.2,11.9
2011/4/23,14.3,17.8,12.6
2011/4/24,14.8,22.6,8.4
2011/4/25,11.8,18.1,4.6
2011/4/26,12.4,17.9,4.2
2011/4/27,17.9,27.8,8.2
2011/4/28,17.9,25.5,10.9
2011/4/29,14.1,20.9,6.9
2011/4/30,15.2,22.8,7.2
2011/5/1,15.7,20.9,13.1
