ダウンロードした時刻：2019/10/10 15:59:07

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,12.5,15.4,10.0
1991/12/2,12.4,16.6,8.2
1991/12/3,12.0,15.8,9.2
1991/12/4,12.0,15.7,8.5
1991/12/5,12.5,14.4,10.5
1991/12/6,12.6,16.1,8.5
1991/12/7,13.5,18.4,9.4
1991/12/8,10.7,12.1,8.7
1991/12/9,9.4,11.7,7.1
1991/12/10,8.6,10.9,5.6
1991/12/11,12.8,18.3,5.5
1991/12/12,7.8,11.6,4.7
1991/12/13,7.4,11.4,2.5
1991/12/14,9.1,13.0,5.4
1991/12/15,9.2,12.9,4.9
1991/12/16,10.1,14.1,6.0
1991/12/17,10.6,15.0,6.1
1991/12/18,12.8,18.8,9.4
1991/12/19,9.5,11.9,7.1
1991/12/20,7.0,8.8,4.4
1991/12/21,7.1,10.5,3.3
1991/12/22,8.7,12.6,4.5
1991/12/23,10.0,13.5,5.1
1991/12/24,12.5,17.4,8.0
1991/12/25,8.4,11.5,4.0
1991/12/26,3.5,5.3,2.0
1991/12/27,2.8,4.9,1.2
1991/12/28,4.9,9.7,2.0
1991/12/29,4.7,7.9,2.2
1991/12/30,4.4,8.6,0.9
1991/12/31,6.2,9.4,2.1
1992/1/1,6.8,10.8,3.2
1992/1/2,7.7,11.9,3.5
1992/1/3,7.6,12.6,3.2
1992/1/4,7.7,11.6,3.9
1992/1/5,8.0,12.0,3.3
1992/1/6,6.5,9.3,3.4
1992/1/7,5.6,7.3,3.3
1992/1/8,9.8,14.5,4.3
1992/1/9,6.2,9.0,5.2
1992/1/10,6.3,11.2,3.8
1992/1/11,6.8,9.9,3.3
1992/1/12,5.8,9.0,3.0
1992/1/13,8.9,13.6,2.5
1992/1/14,7.2,10.7,3.1
1992/1/15,3.9,6.5,1.0
1992/1/16,4.3,7.7,0.3
1992/1/17,7.5,13.8,3.4
1992/1/18,7.0,10.1,4.1
1992/1/19,5.3,8.9,2.1
1992/1/20,5.7,9.8,2.2
1992/1/21,5.4,8.6,1.8
1992/1/22,7.3,11.7,3.1
1992/1/23,6.3,9.2,3.2
1992/1/24,6.0,9.1,2.0
1992/1/25,5.1,9.5,0.8
1992/1/26,7.0,10.6,2.1
1992/1/27,8.6,12.3,6.2
1992/1/28,9.2,12.4,6.0
1992/1/29,9.9,15.1,3.6
1992/1/30,7.5,9.5,6.8
1992/1/31,3.7,7.2,0.7
1992/2/1,2.2,5.6,-0.5
1992/2/2,4.0,8.2,0.0
1992/2/3,5.5,11.9,1.5
1992/2/4,7.7,13.3,4.0
1992/2/5,6.5,9.5,4.3
1992/2/6,6.2,9.6,2.9
1992/2/7,8.0,13.1,3.2
1992/2/8,5.1,8.0,1.9
1992/2/9,5.6,9.1,1.7
1992/2/10,5.8,10.0,1.4
1992/2/11,6.8,9.7,4.2
1992/2/12,7.4,12.6,2.5
1992/2/13,9.7,13.2,6.6
1992/2/14,8.3,12.2,5.5
1992/2/15,7.9,10.9,3.3
1992/2/16,9.0,14.9,4.0
1992/2/17,7.1,10.6,3.0
1992/2/18,7.1,10.2,4.1
1992/2/19,7.1,10.0,4.7
1992/2/20,5.0,7.9,2.8
1992/2/21,4.2,8.0,1.1
1992/2/22,4.8,8.3,0.8
1992/2/23,6.2,10.2,0.0
1992/2/24,5.2,7.4,2.6
1992/2/25,5.5,9.3,3.0
1992/2/26,6.3,10.8,0.8
1992/2/27,8.3,13.4,2.6
1992/2/28,12.1,15.1,8.3
1992/2/29,14.9,20.1,9.6
1992/3/1,15.9,18.6,12.4
1992/3/2,9.8,12.5,6.8
1992/3/3,5.5,7.2,3.3
1992/3/4,7.4,11.1,3.2
1992/3/5,5.1,8.0,4.2
1992/3/6,7.8,11.7,4.6
1992/3/7,7.9,11.2,5.2
1992/3/8,8.2,12.1,3.4
1992/3/9,10.5,14.2,5.5
1992/3/10,10.7,13.7,7.7
1992/3/11,12.3,15.1,10.2
1992/3/12,10.2,11.9,8.5
1992/3/13,12.7,16.8,7.6
1992/3/14,13.9,18.2,10.1
1992/3/15,16.2,20.5,11.5
1992/3/16,12.0,16.4,6.9
1992/3/17,4.1,7.0,2.0
1992/3/18,3.8,7.4,1.7
1992/3/19,9.1,11.3,5.9
1992/3/20,11.4,15.5,7.6
1992/3/21,4.6,10.5,1.8
1992/3/22,7.0,11.1,3.3
1992/3/23,3.9,6.0,1.7
1992/3/24,8.8,14.4,2.6
1992/3/25,10.6,13.7,6.6
1992/3/26,11.4,12.5,10.3
1992/3/27,10.2,11.0,9.4
1992/3/28,10.9,13.6,7.2
1992/3/29,10.3,12.0,8.8
1992/3/30,14.3,21.7,10.2
1992/3/31,14.2,19.0,10.7
