ダウンロードした時刻：2019/10/10 15:36:25

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,3.0,4.9,1.4
2001/12/2,2.3,5.6,-1.0
2001/12/3,3.4,8.5,-0.9
2001/12/4,3.3,6.3,1.4
2001/12/5,2.7,5.6,0.8
2001/12/6,1.2,3.3,0.2
2001/12/7,2.5,3.8,1.2
2001/12/8,2.5,3.7,1.2
2001/12/9,1.8,3.6,0.2
2001/12/10,0.4,2.0,-2.4
2001/12/11,0.8,2.2,-1.8
2001/12/12,1.7,4.4,-1.2
2001/12/13,2.7,7.7,-1.4
2001/12/14,-0.4,2.2,-2.0
2001/12/15,-0.9,0.3,-2.3
2001/12/16,0.1,1.8,-1.4
2001/12/17,0.1,2.1,-1.5
2001/12/18,0.1,1.5,-2.2
2001/12/19,-0.6,1.9,-2.2
2001/12/20,-0.3,1.5,-1.9
2001/12/21,0.3,3.1,-1.5
2001/12/22,0.8,2.5,-0.7
2001/12/23,-0.3,1.6,-2.3
2001/12/24,0.4,3.3,-1.9
2001/12/25,-0.2,4.4,-4.5
2001/12/26,-0.8,3.9,-5.6
2001/12/27,0.9,2.7,-1.2
2001/12/28,0.1,2.1,-1.6
2001/12/29,1.7,3.0,-1.3
2001/12/30,1.8,5.3,-1.2
2001/12/31,-0.7,1.2,-2.9
2002/1/1,-0.1,6.0,-3.9
2002/1/2,-1.9,0.2,-4.1
2002/1/3,-1.0,0.8,-3.2
2002/1/4,0.7,2.9,-0.4
2002/1/5,-0.1,2.1,-3.1
2002/1/6,-1.0,3.1,-6.5
2002/1/7,-0.1,5.4,-5.9
2002/1/8,3.9,6.2,1.5
2002/1/9,1.6,2.8,0.2
2002/1/10,2.8,4.8,0.7
2002/1/11,2.0,3.6,0.4
2002/1/12,2.5,6.7,0.4
2002/1/13,0.9,3.7,-0.5
2002/1/14,0.7,3.7,-1.1
2002/1/15,2.3,6.3,0.0
2002/1/16,1.9,3.2,0.4
2002/1/17,1.4,3.4,0.4
2002/1/18,0.9,2.5,-1.2
2002/1/19,-0.1,2.3,-4.3
2002/1/20,-0.7,4.9,-6.8
2002/1/21,7.0,9.8,3.1
2002/1/22,5.4,8.1,1.3
2002/1/23,3.4,5.2,0.9
2002/1/24,1.2,3.4,-0.9
2002/1/25,-1.1,1.0,-2.2
2002/1/26,-0.2,3.4,-4.6
2002/1/27,1.1,2.1,-0.1
2002/1/28,1.7,3.2,-0.4
2002/1/29,-1.3,0.3,-2.9
2002/1/30,-0.8,1.0,-3.2
2002/1/31,-0.9,1.2,-2.0
2002/2/1,0.7,2.9,-2.7
2002/2/2,1.8,4.6,-0.6
2002/2/3,0.5,4.7,-2.9
2002/2/4,-0.2,5.4,-6.4
2002/2/5,2.3,5.7,-1.6
2002/2/6,3.8,9.5,-0.5
2002/2/7,4.3,6.9,2.1
2002/2/8,6.5,9.4,3.7
2002/2/9,-1.4,5.0,-4.9
2002/2/10,-1.5,0.3,-3.9
2002/2/11,-2.5,0.0,-4.2
2002/2/12,-3.7,-1.9,-5.5
2002/2/13,-3.2,1.0,-6.5
2002/2/14,-2.2,2.4,-5.6
2002/2/15,-0.9,2.4,-2.9
2002/2/16,2.2,5.3,-1.4
2002/2/17,3.3,6.1,0.3
2002/2/18,1.5,6.0,-3.2
2002/2/19,1.9,5.0,-2.8
2002/2/20,4.6,6.8,2.0
2002/2/21,4.7,8.6,-0.5
2002/2/22,5.3,8.1,2.4
2002/2/23,4.2,7.2,1.1
2002/2/24,1.9,3.3,0.0
2002/2/25,3.8,5.5,1.6
2002/2/26,3.7,9.0,-0.4
2002/2/27,5.4,12.3,-0.5
2002/2/28,5.4,11.0,1.5
2002/3/1,3.2,9.2,-1.6
2002/3/2,-0.6,4.0,-3.6
2002/3/3,-1.0,1.2,-3.7
2002/3/4,-0.3,1.7,-2.9
2002/3/5,1.9,6.5,-4.2
2002/3/6,4.2,6.8,2.0
2002/3/7,3.8,6.7,0.3
2002/3/8,2.3,4.8,-0.5
2002/3/9,6.6,9.6,0.7
2002/3/10,6.7,10.9,-0.1
2002/3/11,4.7,8.8,-1.3
2002/3/12,4.9,8.5,0.1
2002/3/13,5.5,9.9,-0.9
2002/3/14,9.0,13.8,2.5
2002/3/15,8.5,10.5,4.0
2002/3/16,5.3,8.4,2.1
2002/3/17,7.8,11.4,3.4
2002/3/18,6.9,9.9,4.1
2002/3/19,4.9,9.7,1.8
2002/3/20,6.9,10.4,1.4
2002/3/21,9.5,19.3,1.5
2002/3/22,8.6,10.2,4.6
2002/3/23,4.3,6.4,0.6
2002/3/24,4.2,6.8,1.6
2002/3/25,5.2,8.8,0.9
2002/3/26,8.8,16.4,0.3
2002/3/27,6.7,10.1,3.2
2002/3/28,5.5,8.6,3.2
2002/3/29,8.7,16.1,1.2
2002/3/30,8.9,11.2,7.1
2002/3/31,7.8,10.0,5.7
