ダウンロードした時刻：2019/10/10 15:48:09

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,8.6,13.9,2.7
1984/12/2,7.2,9.5,5.7
1984/12/3,8.1,12.4,3.1
1984/12/4,8.2,16.8,0.3
1984/12/5,12.2,18.6,5.1
1984/12/6,5.3,10.0,1.5
1984/12/7,4.4,10.0,0.8
1984/12/8,4.5,12.6,-1.3
1984/12/9,6.7,14.9,0.4
1984/12/10,13.2,19.5,5.0
1984/12/11,13.0,17.3,11.5
1984/12/12,13.1,15.7,11.5
1984/12/13,9.9,12.6,6.6
1984/12/14,10.6,14.4,5.6
1984/12/15,3.9,5.7,1.9
1984/12/16,4.0,6.8,1.7
1984/12/17,7.4,11.7,3.5
1984/12/18,7.0,8.6,4.3
1984/12/19,3.3,5.8,2.0
1984/12/20,4.3,9.1,0.0
1984/12/21,5.0,7.2,3.5
1984/12/22,2.6,5.9,0.2
1984/12/23,0.6,2.3,-0.7
1984/12/24,1.0,2.7,-0.5
1984/12/25,0.1,2.2,-1.5
1984/12/26,1.2,3.9,-0.1
1984/12/27,1.3,2.4,0.5
1984/12/28,1.1,3.5,0.3
1984/12/29,0.4,0.9,-0.3
1984/12/30,0.7,2.4,-0.2
1984/12/31,0.9,2.5,0.4
1985/1/1,2.0,5.7,-0.2
1985/1/2,1.8,5.4,-1.0
1985/1/3,1.9,4.0,-0.5
1985/1/4,1.3,3.5,-0.7
1985/1/5,-0.3,1.1,-1.7
1985/1/6,0.2,1.6,-1.7
1985/1/7,0.2,1.7,-1.0
1985/1/8,0.1,4.3,-2.9
1985/1/9,2.2,6.2,-2.1
1985/1/10,3.5,7.5,0.9
1985/1/11,2.2,5.9,-0.5
1985/1/12,3.3,7.5,-2.0
1985/1/13,0.3,3.4,-0.8
1985/1/14,-0.8,0.8,-2.1
1985/1/15,-0.4,2.4,-3.4
1985/1/16,2.1,3.9,0.5
1985/1/17,-1.4,1.3,-6.7
1985/1/18,-2.7,4.0,-7.6
1985/1/19,-1.2,5.1,-9.5
1985/1/20,3.8,8.4,1.8
1985/1/21,1.6,4.1,-0.5
1985/1/22,1.9,4.9,-2.4
1985/1/23,2.5,5.4,-0.6
1985/1/24,0.1,3.1,-1.8
1985/1/25,-0.4,2.2,-2.6
1985/1/26,0.4,3.4,-1.7
1985/1/27,1.4,6.7,-5.1
1985/1/28,3.3,6.8,0.6
1985/1/29,0.0,2.2,-1.8
1985/1/30,-2.2,-0.4,-4.1
1985/1/31,-0.3,3.2,-5.4
1985/2/1,4.0,6.1,2.2
1985/2/2,2.9,5.0,1.7
1985/2/3,2.7,6.2,-0.1
1985/2/4,3.1,8.3,-0.4
1985/2/5,3.3,6.9,0.9
1985/2/6,3.8,8.0,1.1
1985/2/7,3.6,10.2,-1.6
1985/2/8,2.4,7.1,-1.8
1985/2/9,7.8,14.1,2.2
1985/2/10,5.2,10.8,1.9
1985/2/11,3.9,7.1,1.3
1985/2/12,4.3,9.1,-0.8
1985/2/13,2.8,5.3,0.6
1985/2/14,1.2,3.7,-1.3
1985/2/15,1.3,5.2,-1.3
1985/2/16,2.0,5.5,-1.1
1985/2/17,2.9,5.1,1.5
1985/2/18,4.0,7.5,0.0
1985/2/19,3.2,4.9,2.3
1985/2/20,5.8,9.1,2.7
1985/2/21,1.2,5.6,-1.7
1985/2/22,0.7,3.2,-1.5
1985/2/23,0.5,3.1,-1.2
1985/2/24,1.2,4.4,-2.1
1985/2/25,1.4,5.7,-3.3
1985/2/26,2.1,6.1,-1.1
1985/2/27,2.3,5.5,-1.4
1985/2/28,2.7,3.6,1.1
1985/3/1,4.7,7.3,2.4
1985/3/2,4.2,5.7,2.6
1985/3/3,4.4,6.4,2.5
1985/3/4,4.5,9.5,0.0
1985/3/5,5.3,10.5,1.6
1985/3/6,5.1,8.9,1.2
1985/3/7,5.9,10.2,2.5
1985/3/8,10.2,15.5,3.1
1985/3/9,6.9,12.4,4.6
1985/3/10,4.0,6.5,2.6
1985/3/11,3.5,5.1,2.3
1985/3/12,4.1,8.0,1.6
1985/3/13,4.3,8.7,0.5
1985/3/14,5.3,9.7,2.0
1985/3/15,4.2,7.7,0.5
1985/3/16,7.3,14.8,-1.1
1985/3/17,9.1,11.2,7.4
1985/3/18,8.4,11.1,6.2
1985/3/19,5.1,6.7,3.5
1985/3/20,6.8,11.6,1.4
1985/3/21,7.5,10.4,4.6
1985/3/22,6.0,11.5,1.5
1985/3/23,5.0,12.0,-0.5
1985/3/24,7.0,13.3,0.3
1985/3/25,12.5,17.1,4.5
1985/3/26,10.5,15.7,5.8
1985/3/27,7.6,12.0,5.1
1985/3/28,9.9,13.5,7.2
1985/3/29,9.0,14.6,5.9
1985/3/30,6.8,10.5,3.7
1985/3/31,3.9,8.5,0.7
