ダウンロードした時刻：2019/10/10 15:53:52

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/12/1,6.1,12.6,0.2
1985/12/2,7.3,13.6,2.5
1985/12/3,7.4,14.0,2.3
1985/12/4,7.6,11.5,3.9
1985/12/5,9.9,15.4,5.8
1985/12/6,8.4,13.0,3.7
1985/12/7,9.6,13.6,5.9
1985/12/8,7.8,10.0,5.4
1985/12/9,6.2,10.5,3.6
1985/12/10,3.0,6.3,0.2
1985/12/11,3.8,7.1,1.6
1985/12/12,4.0,8.9,-0.4
1985/12/13,4.7,8.7,1.0
1985/12/14,6.1,10.9,1.4
1985/12/15,2.8,6.4,0.3
1985/12/16,1.6,5.3,-1.2
1985/12/17,0.6,3.3,-2.5
1985/12/18,1.9,6.2,-2.6
1985/12/19,3.7,7.3,-0.5
1985/12/20,3.7,8.8,1.0
1985/12/21,3.4,8.3,-0.3
1985/12/22,5.0,7.1,1.9
1985/12/23,7.2,12.5,4.7
1985/12/24,3.7,7.2,-0.1
1985/12/25,3.8,8.3,-2.0
1985/12/26,6.3,11.5,0.9
1985/12/27,6.3,11.5,3.6
1985/12/28,4.8,10.3,0.7
1985/12/29,6.0,13.1,-1.7
1985/12/30,8.3,10.0,5.8
1985/12/31,8.8,12.5,4.7
1986/1/1,4.4,7.8,2.2
1986/1/2,2.4,5.1,0.6
1986/1/3,1.7,4.4,-1.7
1986/1/4,3.5,5.7,1.7
1986/1/5,1.0,4.7,-1.1
1986/1/6,0.6,4.8,-2.2
1986/1/7,1.2,6.4,-3.6
1986/1/8,2.7,8.8,-2.3
1986/1/9,2.1,5.4,-0.3
1986/1/10,1.7,6.4,-2.8
1986/1/11,0.7,5.8,-3.3
1986/1/12,0.8,6.6,-3.3
1986/1/13,0.6,5.2,-3.3
1986/1/14,2.0,7.0,-2.0
1986/1/15,3.7,8.9,-1.4
1986/1/16,5.5,10.6,1.2
1986/1/17,5.5,11.6,2.3
1986/1/18,5.0,10.5,0.7
1986/1/19,5.3,12.0,-0.2
1986/1/20,6.1,11.9,1.2
1986/1/21,5.3,9.9,1.9
1986/1/22,1.3,5.6,-0.9
1986/1/23,1.9,5.3,-0.8
1986/1/24,2.3,5.4,-0.1
1986/1/25,1.7,4.3,0.0
1986/1/26,0.8,3.3,-0.1
1986/1/27,0.5,3.3,-1.0
1986/1/28,1.5,6.6,-3.2
1986/1/29,3.4,8.4,-0.7
1986/1/30,3.3,9.0,-1.9
1986/1/31,4.9,10.3,0.8
1986/2/1,3.8,9.6,-0.4
1986/2/2,2.8,8.2,-0.3
1986/2/3,2.1,7.3,-2.5
1986/2/4,1.9,6.6,-1.0
1986/2/5,1.4,6.2,-1.9
1986/2/6,1.9,6.1,-0.8
1986/2/7,1.4,6.8,-3.5
1986/2/8,1.7,7.0,-2.9
1986/2/9,1.3,6.6,-2.2
1986/2/10,1.6,6.5,-2.1
1986/2/11,1.5,4.8,-1.7
1986/2/12,3.4,9.2,-1.3
1986/2/13,4.8,11.5,-1.9
1986/2/14,5.7,8.2,2.9
1986/2/15,5.2,12.3,0.5
1986/2/16,0.2,4.2,-3.0
1986/2/17,1.9,7.3,-3.5
1986/2/18,0.5,1.6,-1.3
1986/2/19,5.1,9.5,1.3
1986/2/20,4.1,9.4,-0.5
1986/2/21,3.6,8.6,0.2
1986/2/22,3.6,8.6,-0.7
1986/2/23,4.0,9.8,-1.5
1986/2/24,2.0,6.6,-0.7
1986/2/25,0.9,5.5,-1.6
1986/2/26,3.5,8.7,-2.4
1986/2/27,4.3,10.2,0.8
1986/2/28,-0.3,1.4,-1.7
1986/3/1,2.5,8.6,-3.1
1986/3/2,3.0,8.7,-1.3
1986/3/3,4.0,9.1,1.1
1986/3/4,3.8,9.8,-1.6
1986/3/5,2.8,9.9,-1.6
1986/3/6,6.5,14.1,-0.2
1986/3/7,8.3,16.3,1.5
1986/3/8,9.3,17.3,2.0
1986/3/9,11.5,18.9,3.9
1986/3/10,11.8,14.3,9.0
1986/3/11,8.1,9.0,5.5
1986/3/12,7.9,13.1,4.6
1986/3/13,9.2,15.5,1.3
1986/3/14,8.1,10.1,7.2
1986/3/15,12.6,19.1,7.8
1986/3/16,10.3,16.0,4.4
1986/3/17,5.8,10.7,2.8
1986/3/18,6.1,10.3,0.8
1986/3/19,8.3,10.7,5.6
1986/3/20,6.9,11.0,4.2
1986/3/21,7.1,12.4,3.2
1986/3/22,7.8,12.6,2.2
1986/3/23,6.5,8.3,5.1
1986/3/24,6.9,11.3,3.6
1986/3/25,6.5,12.8,1.8
1986/3/26,7.9,15.1,0.0
1986/3/27,10.7,17.3,2.5
1986/3/28,9.7,11.4,8.2
1986/3/29,11.3,15.6,7.6
1986/3/30,10.1,13.9,5.7
1986/3/31,10.0,14.7,5.7
