ダウンロードした時刻：2019/10/10 15:57:46

,浜松,浜松,浜松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,17.1,21.3,14.5
1990/12/2,11.6,14.5,8.8
1990/12/3,9.2,12.1,7.5
1990/12/4,9.4,14.3,6.1
1990/12/5,10.0,15.0,5.2
1990/12/6,9.5,16.1,3.7
1990/12/7,10.5,16.2,4.0
1990/12/8,11.6,17.9,5.4
1990/12/9,9.2,11.5,6.1
1990/12/10,13.6,18.3,9.3
1990/12/11,10.6,17.2,6.9
1990/12/12,9.8,12.9,6.9
1990/12/13,9.0,13.9,5.5
1990/12/14,10.3,13.8,7.1
1990/12/15,10.6,15.3,7.6
1990/12/16,7.9,11.7,5.0
1990/12/17,6.6,10.5,3.7
1990/12/18,7.0,10.3,5.0
1990/12/19,7.2,12.0,4.4
1990/12/20,7.7,12.1,4.0
1990/12/21,9.8,14.1,6.8
1990/12/22,10.3,15.6,4.8
1990/12/23,8.0,11.4,4.2
1990/12/24,5.6,9.0,3.0
1990/12/25,6.7,11.2,3.9
1990/12/26,7.2,13.1,3.7
1990/12/27,4.3,8.0,1.7
1990/12/28,5.1,9.3,1.7
1990/12/29,5.7,9.8,1.9
1990/12/30,6.8,11.3,3.7
1990/12/31,7.4,13.6,0.8
1991/1/1,10.0,15.6,6.1
1991/1/2,10.8,13.5,7.7
1991/1/3,7.4,10.8,4.6
1991/1/4,5.5,9.2,2.5
1991/1/5,4.6,7.6,2.8
1991/1/6,2.9,5.4,0.1
1991/1/7,4.0,7.8,1.9
1991/1/8,5.4,8.4,2.6
1991/1/9,4.4,9.0,1.0
1991/1/10,6.0,9.5,2.7
1991/1/11,7.4,11.3,4.4
1991/1/12,7.3,11.5,4.4
1991/1/13,5.4,8.5,3.7
1991/1/14,4.7,9.1,2.3
1991/1/15,4.4,7.8,1.9
1991/1/16,4.6,9.8,0.3
1991/1/17,4.1,8.9,1.0
1991/1/18,3.1,6.1,1.0
1991/1/19,5.8,12.0,0.7
1991/1/20,7.7,13.8,1.9
1991/1/21,7.0,9.0,5.6
1991/1/22,7.9,12.4,5.0
1991/1/23,4.5,8.2,0.9
1991/1/24,5.5,10.1,-0.1
1991/1/25,8.1,11.5,5.2
1991/1/26,5.7,9.8,3.1
1991/1/27,5.3,9.7,1.5
1991/1/28,3.8,8.2,1.0
1991/1/29,4.3,9.7,0.9
1991/1/30,4.6,9.0,1.9
1991/1/31,4.8,9.9,1.6
1991/2/1,5.0,10.3,0.8
1991/2/2,3.9,8.4,1.3
1991/2/3,4.3,8.9,0.5
1991/2/4,5.4,9.7,2.9
1991/2/5,4.5,8.2,2.0
1991/2/6,5.0,9.5,0.0
1991/2/7,7.2,11.8,4.1
1991/2/8,4.7,9.5,1.8
1991/2/9,5.0,10.5,0.2
1991/2/10,6.0,9.7,1.4
1991/2/11,10.3,15.0,7.5
1991/2/12,7.4,11.4,4.5
1991/2/13,7.5,11.9,3.0
1991/2/14,9.3,14.3,4.0
1991/2/15,10.9,14.4,9.1
1991/2/16,8.3,14.5,4.4
1991/2/17,4.6,8.8,1.3
1991/2/18,2.8,5.2,0.4
1991/2/19,3.6,7.0,0.6
1991/2/20,2.7,7.5,0.0
1991/2/21,3.2,7.4,-0.2
1991/2/22,3.1,8.1,-0.7
1991/2/23,1.6,4.5,-0.2
1991/2/24,0.6,5.0,-2.6
1991/2/25,1.4,5.5,-2.6
1991/2/26,4.7,10.2,-0.6
1991/2/27,7.3,12.8,0.9
1991/2/28,10.1,15.0,5.9
1991/3/1,7.0,10.3,5.2
1991/3/2,6.3,12.1,1.2
1991/3/3,7.4,12.3,3.1
1991/3/4,8.4,13.3,1.4
1991/3/5,11.4,16.6,7.8
1991/3/6,13.1,18.5,9.9
1991/3/7,12.3,18.4,8.6
1991/3/8,8.8,10.2,6.6
1991/3/9,12.7,17.9,9.4
1991/3/10,10.8,15.6,7.4
1991/3/11,9.3,10.1,8.4
1991/3/12,10.5,15.8,6.4
1991/3/13,11.0,17.0,5.4
1991/3/14,8.2,13.7,2.7
1991/3/15,5.3,10.1,0.5
1991/3/16,5.7,8.0,4.4
1991/3/17,7.8,11.9,4.2
1991/3/18,8.9,13.6,4.6
1991/3/19,10.6,16.7,4.5
1991/3/20,14.6,18.1,9.5
1991/3/21,12.1,15.9,9.5
1991/3/22,9.3,11.1,8.2
1991/3/23,13.3,16.7,11.0
1991/3/24,13.7,18.3,9.4
1991/3/25,13.8,15.1,12.4
1991/3/26,14.0,18.2,9.2
1991/3/27,14.0,14.9,13.0
1991/3/28,13.2,16.3,9.9
1991/3/29,10.9,12.9,9.4
1991/3/30,12.5,18.2,9.5
1991/3/31,10.8,12.1,9.0
