ダウンロードした時刻：2017/07/24 15:40:59

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/1/1,5.6,10.9,0.8
1993/1/2,5.7,11.6,1.6
1993/1/3,7.1,13.6,1.2
1993/1/4,7.9,11.4,5.7
1993/1/5,5.6,10.1,2.0
1993/1/6,4.5,8.4,-0.6
1993/1/7,7.5,9.8,4.6
1993/1/8,8.2,12.1,4.5
1993/1/9,5.4,8.5,2.8
1993/1/10,7.5,9.7,5.3
1993/1/11,7.0,9.9,3.6
1993/1/12,6.7,11.5,3.2
1993/1/13,5.5,8.1,0.8
1993/1/14,7.1,8.4,6.6
1993/1/15,8.0,8.6,6.7
1993/1/16,8.5,10.2,5.9
1993/1/17,6.0,10.1,2.0
1993/1/18,4.9,9.1,1.9
1993/1/19,4.4,8.0,2.0
1993/1/20,4.1,8.5,1.1
1993/1/21,3.7,8.0,0.4
1993/1/22,3.8,9.6,-0.7
1993/1/23,5.6,11.4,-0.4
1993/1/24,6.7,9.1,4.5
1993/1/25,8.2,10.9,5.9
1993/1/26,8.6,13.4,4.1
1993/1/27,5.7,10.2,1.9
1993/1/28,1.4,5.1,-0.5
1993/1/29,2.0,5.9,-0.9
1993/1/30,4.4,9.4,0.3
1993/1/31,6.8,11.0,4.2
1993/2/1,4.7,8.6,1.4
1993/2/2,2.0,6.4,0.0
1993/2/3,3.9,8.9,-1.2
1993/2/4,6.2,12.0,2.2
1993/2/5,5.7,10.9,0.3
1993/2/6,9.1,18.7,0.9
1993/2/7,10.2,17.1,6.7
1993/2/8,3.6,7.0,0.6
1993/2/9,2.9,7.2,-1.2
1993/2/10,5.1,10.6,1.7
1993/2/11,4.9,11.0,-1.0
1993/2/12,5.9,9.5,3.8
1993/2/13,5.7,11.4,1.4
1993/2/14,4.5,8.5,0.3
1993/2/15,4.8,12.0,-2.3
1993/2/16,8.2,13.1,2.8
1993/2/17,10.3,15.3,7.1
1993/2/18,8.3,13.5,5.6
1993/2/19,5.7,11.4,2.4
1993/2/20,6.4,12.8,1.5
1993/2/21,6.4,11.7,3.3
1993/2/22,11.4,15.5,8.2
1993/2/23,4.1,8.2,1.2
1993/2/24,3.2,8.1,0.3
1993/2/25,3.5,9.4,-0.7
1993/2/26,4.6,11.1,-0.8
1993/2/27,6.9,12.2,0.2
1993/2/28,7.2,12.0,4.9
1993/3/1,5.6,9.8,2.0
1993/3/2,2.8,6.7,0.6
1993/3/3,5.1,10.5,0.5
1993/3/4,6.9,13.8,1.3
1993/3/5,8.2,16.5,1.1
1993/3/6,10.3,17.4,2.7
1993/3/7,8.8,11.4,6.0
1993/3/8,6.3,10.1,3.6
1993/3/9,7.0,13.0,1.5
1993/3/10,7.8,14.1,4.4
1993/3/11,7.8,13.6,2.0
1993/3/12,7.8,13.5,4.4
1993/3/13,6.1,10.6,2.7
1993/3/14,7.6,14.3,1.7
1993/3/15,5.5,8.5,3.1
1993/3/16,4.9,8.6,1.7
1993/3/17,4.8,10.9,-0.1
1993/3/18,7.1,14.5,0.8
1993/3/19,6.9,12.8,2.4
1993/3/20,6.4,12.7,0.6
1993/3/21,8.0,14.7,1.7
1993/3/22,9.8,17.2,2.4
1993/3/23,11.7,19.6,3.4
1993/3/24,10.8,15.0,9.3
1993/3/25,13.0,17.5,9.5
1993/3/26,12.2,17.4,7.5
1993/3/27,13.5,20.0,6.7
1993/3/28,10.5,12.1,8.8
1993/3/29,5.8,9.0,2.7
1993/3/30,7.4,14.3,0.5
1993/3/31,11.8,16.4,7.4
1993/4/1,12.7,17.4,9.1
1993/4/2,13.7,20.2,7.3
1993/4/3,15.7,24.4,8.4
1993/4/4,13.6,18.3,10.1
1993/4/5,10.2,16.0,6.8
1993/4/6,9.4,15.5,4.4
1993/4/7,8.6,14.7,3.8
1993/4/8,7.7,13.9,4.3
1993/4/9,8.3,14.3,3.3
1993/4/10,8.0,13.2,4.3
1993/4/11,7.3,14.6,1.2
1993/4/12,9.2,15.9,4.8
1993/4/13,9.8,16.9,2.2
1993/4/14,11.8,18.9,4.5
1993/4/15,13.3,20.4,5.6
1993/4/16,14.3,20.0,9.2
1993/4/17,15.7,21.9,10.4
1993/4/18,16.9,24.2,9.2
1993/4/19,18.3,26.0,11.1
1993/4/20,18.4,26.2,11.9
1993/4/21,16.8,21.3,14.5
1993/4/22,14.9,17.7,13.2
1993/4/23,18.3,23.5,12.9
1993/4/24,18.0,20.6,15.7
1993/4/25,14.0,18.2,8.4
1993/4/26,12.8,19.9,6.3
1993/4/27,17.6,24.3,11.0
1993/4/28,15.3,21.0,13.1
1993/4/29,14.2,16.9,12.1
1993/4/30,13.1,16.5,11.6
1993/5/1,13.2,17.7,11.1
